Gamecode,CODETEAM,J1,TIME,DELTA_SCORE,OFF,DEF
33,VNC,P004381,31.433,17,65,48
33,VNC,P008052,11.084,14,32,18
33,VNC,P009400,5.034,-1,6,7
33,VNC,P011909,21.583,9,47,38
33,VNC,P011928,22.284,3,38,35
33,VNC,P012587,6.216,-1,9,10
33,VNC,P012588,0.35,2,2,0
33,VNC,P012590,14.284,3,25,22
33,VNC,P012591,25.767,10,46,36
34,HAM,P001990,18.699,-6,44,50
34,HAM,P009663,29.082,-30,57,87
34,HAM,P010070,8.866,-7,15,22
34,HAM,P011168,19.85,-27,30,57
34,HAM,P011187,1.883,-6,2,8
34,HAM,P012578,25.232,-28,47,75
34,HAM,P012579,11.366,-4,20,24
34,HAM,P012580,25.616,-36,43,79
34,HAM,P012581,29.599,-31,55,86
34,HAM,P012648,12.182,-4,22,26
34,HAM,P012694,14.766,-11,25,36
34,HAM,P012695,2.849,-5,0,5
34,HTA,P003533,13.967,20,46,26
34,HTA,P004267,14.216,-10,19,29
34,HTA,P004846,22.133,10,56,46
34,HTA,P006835,22.067,18,60,42
34,HTA,P007759,23.867,43,80,37
34,HTA,P010465,22.017,34,71,37
34,HTA,P010550,19.483,14,49,35
34,HTA,P011973,22.517,27,65,38
34,HTA,P011990,13.483,17,39,22
34,HTA,P011991,16.467,20,54,34
34,HTA,P012592,5.633,3,10,7
34,HTA,P012706,4.15,-1,6,7
35,LLI,P004479,10.017,-10,21,31
35,LLI,P004773,7.566,-8,18,26
35,LLI,P005247,13.866,-12,24,36
35,LLI,P006600,35.398,4,87,83
35,LLI,P009649,30.499,12,78,66
35,LLI,P009672,34.981,6,81,75
35,LLI,P009680,19.616,-10,44,54
35,LLI,P012585,38.065,0,84,84
35,LLI,P012586,34.982,-2,73,75
35,PRS,P003481,12.266,-2,23,25
35,PRS,P004512,25.166,1,57,56
35,PRS,P005793,19.766,7,52,45
35,PRS,P009556,11.85,-4,22,26
35,PRS,P012608,27.566,5,75,70
35,PRS,P012609,30.116,7,75,68
35,PRS,P012610,25.732,9,64,55
35,PRS,P012611,15.717,-2,31,33
35,PRS,P012613,29.916,-3,68,71
35,PRS,P012640,26.9,2,63,61
36,BOU,P000498,19.733,-7,35,42
36,BOU,P004525,23.184,-17,32,49
36,BOU,P010431,21.817,14,54,40
36,BOU,P010449,15.017,-3,33,36
36,BOU,P010450,6.933,-4,7,11
36,BOU,P010718,21.633,12,51,39
36,BOU,P011161,14.733,-13,21,34
36,BOU,P011836,20.016,5,49,44
36,BOU,P011837,21.117,1,50,49
36,BOU,P012619,15.683,-5,21,26
36,BOU,P012628,20.134,-23,27,50
36,CAN,P001607,16.349,3,37,34
36,CAN,P003425,24.549,6,51,45
36,CAN,P003637,15.6,-4,31,35
36,CAN,P004160,4.282,7,11,4
36,CAN,P005005,22.066,14,46,32
36,CAN,P006588,23.549,-3,47,50
36,CAN,P007560,14.816,-1,31,32
36,CAN,P007644,4.95,2,13,11
36,CAN,P008121,22.332,-1,45,46
36,CAN,P009864,17.2,-4,33,37
36,CAN,P010385,17.215,10,36,26
36,CAN,P010452,17.082,11,39,28
37,LKB,P002012,29.75,6,71,65
37,LKB,P005521,18.734,-17,33,50
37,LKB,P006230,14.933,1,32,31
37,LKB,P006901,7.034,-2,19,21
37,LKB,P007029,32.816,10,87,77
37,LKB,P008856,29.217,-1,69,70
37,LKB,P010190,12.25,-3,23,26
37,LKB,P010461,14.167,-4,28,32
37,LKB,P012583,14.116,-3,34,37
37,LKB,PLXI,26.983,8,64,56
37,TRN,P001479,16.599,9,47,38
37,TRN,P005059,25.583,6,63,57
37,TRN,P005738,23.4,-8,46,54
37,TRN,P006382,8.417,9,22,13
37,TRN,P007828,15.449,1,39,38
37,TRN,P009903,21.999,-3,43,46
37,TRN,P012593,24.499,-1,60,61
37,TRN,P012594,20.066,0,43,43
37,TRN,P012595,25.983,-12,52,64
37,TRN,P012596,18.0,4,50,46
38,TTK,P000497,2.133,1,6,5
38,TTK,P004801,11.267,-5,18,23
38,TTK,P005000,23.499,-1,54,55
38,TTK,P005685,12.433,-1,22,23
38,TTK,P006693,18.917,-15,37,52
38,TTK,P011239,25.534,-1,54,55
38,TTK,P011834,22.45,-16,39,55
38,TTK,P011925,31.766,2,64,62
38,TTK,P012056,29.085,-21,53,74
38,TTK,P012697,22.916,-8,43,51
38,ULM,P005422,26.799,9,63,54
38,ULM,P006997,11.402,-3,17,20
38,ULM,P007952,15.401,-7,28,35
38,ULM,P010582,24.301,16,57,41
38,ULM,P010726,9.818,-2,16,18
38,ULM,P011457,12.635,-7,21,28
38,ULM,P012603,25.283,15,65,50
38,ULM,P012604,21.183,22,59,37
38,ULM,P012629,23.0,7,54,47
38,ULM,P012703,30.183,15,75,60
39,ARI,P002867,10.451,-3,19,22
39,ARI,P003240,23.302,4,40,36
39,ARI,P004292,23.985,13,53,40
39,ARI,P010387,0.767,3,5,2
39,ARI,P012615,23.935,9,46,37
39,ARI,P012616,1.951,3,7,4
39,ARI,P012702,12.383,4,27,23
39,ARI,P012707,19.867,-1,32,33
39,ARI,P012708,25.9,24,54,30
39,ARI,P012716,31.384,16,66,50
39,ARI,P012722,11.184,4,21,17
39,ARI,P012760,14.901,9,30,21
39,WRO,P001694,30.616,-9,46,55
39,WRO,P003034,19.216,-1,30,31
39,WRO,P005531,23.749,-8,41,49
39,WRO,P009896,20.783,-16,33,49
39,WRO,P011165,22.666,-9,39,48
39,WRO,P011900,8.033,-8,11,19
39,WRO,P011901,13.882,0,22,22
39,WRO,P011902,9.383,-8,17,25
39,WRO,P012308,3.484,-1,6,7
39,WRO,P012699,22.666,-8,39,47
39,WRO,P012736,18.232,-5,24,29
39,WRO,P012749,7.285,-12,7,19
40,BUD,P002740,15.55,-6,28,34
40,BUD,P004945,23.833,-7,42,49
40,BUD,P006561,2.383,-3,5,8
40,BUD,P006566,10.533,-13,16,29
40,BUD,P007398,20.549,-11,36,47
40,BUD,P010432,34.183,-10,62,72
40,BUD,P011935,32.366,-4,65,69
40,BUD,P012605,11.85,-8,20,28
40,BUD,P012606,30.116,-6,59,65
40,BUD,P012630,18.632,-7,37,44
40,CLU,P004862,19.865,5,42,37
40,CLU,P005113,19.166,7,39,32
40,CLU,P005373,14.199,4,33,29
40,CLU,P005714,21.216,9,49,40
40,CLU,P010569,25.165,12,57,45
40,CLU,P011797,20.199,5,42,37
40,CLU,P011801,27.899,13,64,51
40,CLU,P012621,31.249,13,72,59
40,CLU,P012698,21.032,7,47,40
41,PMT,P002020,3.45,-12,4,16
41,PMT,P002644,14.533,-13,32,45
41,PMT,P009559,23.133,-3,45,48
41,PMT,P011066,20.0,-9,37,46
41,PMT,P011823,27.383,-9,50,59
41,PMT,P011943,14.683,-4,25,29
41,PMT,P011944,31.883,-18,55,73
41,PMT,P011946,6.866,-2,14,16
41,PMT,P011947,18.766,1,47,46
41,PMT,P011966,11.449,-5,25,30
41,PMT,P012600,26.366,-11,56,67
41,PMT,P012601,1.483,0,5,5
41,PRS,P003481,14.183,0,36,36
41,PRS,P004512,18.784,16,42,26
41,PRS,P005793,14.867,2,38,36
41,PRS,P009556,14.85,2,38,36
41,PRS,P010801,1.483,0,5,5
41,PRS,P011887,1.483,0,5,5
41,PRS,P012608,25.133,15,58,43
41,PRS,P012609,20.167,1,49,48
41,PRS,P012610,25.15,15,58,43
41,PRS,P012611,18.35,16,42,26
41,PRS,P012613,25.15,15,58,43
41,PRS,P012640,20.4,3,51,48
42,HTA,P003533,6.968,1,16,15
42,HTA,P004267,3.234,-2,6,8
42,HTA,P004846,22.767,7,56,49
42,HTA,P006835,16.05,-4,41,45
42,HTA,P007759,31.2,8,79,71
42,HTA,P010465,33.416,8,82,74
42,HTA,P010550,30.317,10,76,66
42,HTA,P011973,26.948,11,68,57
42,HTA,P011991,29.1,1,66,65
42,LLI,P003850,8.05,-9,11,20
42,LLI,P004479,16.516,-22,25,47
42,LLI,P004773,8.099,-7,12,19
42,LLI,P005247,26.615,9,72,63
42,LLI,P006600,31.948,1,79,78
42,LLI,P008274,2.517,-1,4,5
42,LLI,P009649,22.699,-5,51,56
42,LLI,P009680,25.232,5,65,60
42,LLI,P012585,28.982,0,70,70
42,LLI,P012586,29.332,-11,61,72
43,HAM,P001990,3.666,-1,9,10
43,HAM,P009663,24.383,-9,47,56
43,HAM,P010070,13.367,-11,26,37
43,HAM,P011168,22.317,-24,38,62
43,HAM,P012578,3.216,-5,5,10
43,HAM,P012579,22.366,-12,42,54
43,HAM,P012580,27.383,-18,54,72
43,HAM,P012581,21.932,-27,46,73
43,HAM,P012582,20.167,-9,43,52
43,HAM,P012648,10.566,-19,13,32
43,HAM,P012694,16.616,-18,28,46
43,HAM,P012695,14.016,-7,29,36
43,JOV,P002361,18.95,7,47,40
43,JOV,P005094,19.999,19,52,33
43,JOV,P006771,20.283,18,50,32
43,JOV,P009572,18.548,19,51,32
43,JOV,P010161,25.316,12,73,61
43,JOV,P010166,20.832,18,70,52
43,JOV,P010708,19.865,16,41,25
43,JOV,P010709,11.6,11,32,21
43,JOV,P011248,22.965,15,63,48
43,JOV,P012349,5.183,6,14,8
43,JOV,PJUG,16.449,19,47,28
44,BES,P003783,16.466,4,33,29
44,BES,P007914,17.166,5,36,31
44,BES,P007917,9.4,8,19,11
44,BES,P008945,30.666,1,52,51
44,BES,P009582,24.282,7,49,42
44,BES,P011357,4.933,6,16,10
44,BES,P011379,6.883,3,13,10
44,BES,P011936,30.567,2,54,52
44,BES,P012622,31.449,-3,53,56
44,BES,P012647,28.183,-3,45,48
44,VNC,P000968,17.833,-5,33,38
44,VNC,P003759,24.983,-4,43,47
44,VNC,P004117,9.367,6,20,14
44,VNC,P004381,30.7,9,57,48
44,VNC,P008052,23.717,-6,39,45
44,VNC,P009400,14.633,-6,23,29
44,VNC,P011928,21.933,-8,34,42
44,VNC,P012587,9.284,-10,11,21
44,VNC,P012590,18.7,-8,31,39
44,VNC,P012591,28.85,2,49,47
45,LJU,P001235,18.983,6,42,36
45,LJU,P002661,30.983,-10,61,71
45,LJU,P003452,27.633,-14,50,64
45,LJU,P007066,17.717,-7,34,41
45,LJU,P009395,25.066,-4,47,51
45,LJU,P010594,2.95,-10,2,12
45,LJU,P011261,11.534,-2,20,22
45,LJU,P012598,29.468,4,60,56
45,LJU,P012700,35.666,-3,74,77
45,WOL,P003212,17.184,16,43,27
45,WOL,P004229,9.734,-4,16,20
45,WOL,P004645,24.217,14,57,43
45,WOL,P005516,32.234,5,68,63
45,WOL,P006154,15.483,7,35,28
45,WOL,P006907,8.001,-3,15,18
45,WOL,P011150,31.401,15,76,61
45,WOL,P012576,20.4,-1,40,41
45,WOL,P012577,33.201,-2,69,71
45,WOL,PLCT,8.15,-7,11,18
46,BOU,P000498,15.983,-5,31,36
46,BOU,P004525,22.218,-4,42,46
46,BOU,P010431,16.867,3,33,30
46,BOU,P010450,16.034,-9,26,35
46,BOU,P010718,30.3,2,57,55
46,BOU,P011161,24.017,10,47,37
46,BOU,P011836,17.782,9,36,27
46,BOU,P011837,24.1,13,56,43
46,BOU,P012619,15.9,-8,22,30
46,BOU,P012628,16.799,14,40,26
46,BUD,P002740,17.399,-5,30,35
46,BUD,P004945,30.082,-4,53,57
46,BUD,P007398,20.999,0,39,39
46,BUD,P009214,6.199,0,10,10
46,BUD,P010248,23.166,4,47,43
46,BUD,P010432,16.832,-9,26,35
46,BUD,P011935,32.866,-7,58,65
46,BUD,P012605,15.466,-3,27,30
46,BUD,P012606,24.532,-2,46,48
46,BUD,P012630,12.449,1,29,28
47,ARI,P002867,25.234,12,45,33
47,ARI,P003240,29.001,-5,41,46
47,ARI,P010387,4.3,-5,6,11
47,ARI,P012615,19.617,8,33,25
47,ARI,P012616,3.417,-1,2,3
47,ARI,P012702,15.85,7,31,24
47,ARI,P012707,27.45,-3,37,40
47,ARI,P012708,29.134,-3,42,45
47,ARI,P012716,31.084,-5,44,49
47,ARI,P012760,14.918,-15,14,29
47,CLU,P004862,22.116,-7,31,38
47,CLU,P005113,21.583,-2,31,33
47,CLU,P005373,13.417,-2,18,20
47,CLU,P005714,23.85,10,44,34
47,CLU,P010569,19.917,-5,24,29
47,CLU,P011797,28.4,6,48,42
47,CLU,P011801,29.55,10,48,38
47,CLU,P012620,0.1,-1,0,1
47,CLU,P012621,18.4,-10,22,32
47,CLU,P012698,22.667,11,39,28
48,ULM,P005422,31.4,-2,71,73
48,ULM,P006997,9.333,2,23,21
48,ULM,P010106,24.9,10,62,52
48,ULM,P010582,24.45,20,63,43
48,ULM,P010726,8.5,5,22,17
48,ULM,P011457,13.1,7,32,25
48,ULM,P012066,4.25,1,10,9
48,ULM,P012603,16.816,-23,32,55
48,ULM,P012604,35.667,3,85,82
48,ULM,P012629,27.334,3,69,66
48,ULM,P012703,29.25,-1,71,72
48,WRO,P001694,27.033,-14,55,69
48,WRO,P003034,16.6,-12,36,48
48,WRO,P009896,28.417,10,70,60
48,WRO,P011165,35.8,-17,77,94
48,WRO,P011278,20.15,7,49,42
48,WRO,P011901,21.05,16,58,42
48,WRO,P011902,16.9,5,40,35
48,WRO,P012699,27.334,-13,58,71
48,WRO,P012736,27.533,0,67,67
48,WRO,P012749,4.183,-7,5,12
49,TRN,P001479,15.084,-8,30,38
49,TRN,P005059,17.334,-4,35,39
49,TRN,P005738,33.366,16,84,68
49,TRN,P006382,15.867,-1,33,34
49,TRN,P009903,30.7,9,75,66
49,TRN,P012593,21.45,13,55,42
49,TRN,P012594,27.666,9,66,57
49,TRN,P012595,24.333,-1,54,55
49,TRN,P012596,10.85,-7,13,20
49,TRN,P012597,28.35,-1,60,61
49,TTK,P000497,4.251,-5,4,9
49,TTK,P005000,37.684,-2,83,85
49,TTK,P005685,6.434,0,14,14
49,TTK,P006693,17.833,-1,35,36
49,TTK,P009845,2.933,1,8,7
49,TTK,P011239,34.851,-6,72,78
49,TTK,P011834,28.767,-5,61,66
49,TTK,P011925,33.651,-5,72,77
49,TTK,P012056,30.65,2,68,66
49,TTK,P012697,27.951,-4,63,67
50,CAN,P001607,17.249,-8,35,43
50,CAN,P003425,22.75,19,53,34
50,CAN,P003637,16.616,-2,38,40
50,CAN,P004160,9.65,-1,12,13
50,CAN,P005005,18.783,9,49,40
50,CAN,P006588,23.499,18,53,35
50,CAN,P007560,13.166,5,30,25
50,CAN,P007644,6.083,-6,7,13
50,CAN,P008121,21.783,11,47,36
50,CAN,P009864,19.617,13,46,33
50,CAN,P010385,14.299,4,35,31
50,CAN,P010452,16.5,-7,35,42
50,LKB,P002012,25.149,-6,46,52
50,LKB,P004664,26.366,-1,61,62
50,LKB,P005521,22.683,4,49,45
50,LKB,P006230,15.833,-10,33,43
50,LKB,P006901,2.65,3,6,3
50,LKB,P007029,23.433,-13,43,56
50,LKB,P008856,13.633,-10,16,26
50,LKB,P010190,7.133,1,19,18
50,LKB,P010461,20.733,-1,39,40
50,LKB,P012583,15.633,-8,30,38
50,LKB,PLXI,26.749,-14,43,57
51,PMT,P001686,10.533,2,24,22
51,PMT,P002644,21.432,-2,39,41
51,PMT,P009559,17.15,-13,29,42
51,PMT,P011066,30.216,-15,53,68
51,PMT,P011823,20.833,-15,37,52
51,PMT,P011943,4.533,2,8,6
51,PMT,P011944,27.733,-11,46,57
51,PMT,P011946,5.6,-1,9,10
51,PMT,P011947,19.816,0,30,30
51,PMT,P011966,4.0,2,8,6
51,PMT,P012599,29.199,-8,53,61
51,PMT,P012600,8.95,-11,19,30
51,WOL,P002387,25.899,8,52,44
51,WOL,P003212,20.265,8,45,37
51,WOL,P004229,14.333,-11,22,33
51,WOL,P004645,10.466,7,27,20
51,WOL,P005516,30.099,3,53,50
51,WOL,P006154,13.233,6,30,24
51,WOL,P006907,1.383,-3,0,3
51,WOL,P011150,28.982,19,72,53
51,WOL,P012576,25.565,25,63,38
51,WOL,P012577,26.349,8,54,46
51,WOL,PLCT,3.416,0,7,7
52,LJU,P001235,12.216,3,24,21
52,LJU,P002661,30.45,-2,72,74
52,LJU,P003452,31.482,-14,68,82
52,LJU,P007066,15.45,-9,36,45
52,LJU,P009392,10.434,2,26,24
52,LJU,P009395,24.349,1,51,50
52,LJU,P010594,3.184,-1,6,7
52,LJU,P011261,4.582,2,12,10
52,LJU,P012598,32.099,-9,68,77
52,LJU,P012700,35.749,-13,72,85
52,VNC,P000968,6.483,-4,13,17
52,VNC,P003759,19.783,4,44,40
52,VNC,P004381,30.333,14,76,62
52,VNC,P008052,26.082,2,65,63
52,VNC,P009400,21.016,12,52,40
52,VNC,P011928,28.35,0,61,61
52,VNC,P012587,11.132,-11,23,34
52,VNC,P012590,24.683,6,63,57
52,VNC,P012591,32.133,17,78,61
53,BES,P003783,19.865,5,46,41
53,BES,P005348,6.316,2,17,15
53,BES,P007914,22.265,4,47,43
53,BES,P007917,9.6,-3,20,23
53,BES,P008945,25.567,16,61,45
53,BES,P009582,26.715,13,63,50
53,BES,P011357,3.233,0,6,6
53,BES,P011379,11.415,-1,21,22
53,BES,P011936,27.265,3,60,57
53,BES,P012622,22.399,8,46,38
53,BES,P012647,25.35,13,63,50
53,HAM,P009663,27.784,-18,52,70
53,HAM,P011168,28.584,-7,59,66
53,HAM,P011187,12.217,6,26,20
53,HAM,P012579,24.334,-8,45,53
53,HAM,P012580,24.051,-3,46,49
53,HAM,P012581,23.817,-20,44,64
53,HAM,P012582,23.883,-16,43,59
53,HAM,P012648,10.183,1,24,23
53,HAM,P012694,16.118,4,35,31
53,HAM,P012695,9.034,1,16,15
54,JOV,P002361,18.516,-14,31,45
54,JOV,P005094,33.016,-6,60,66
54,JOV,P006771,23.849,-5,45,50
54,JOV,P009572,15.149,1,32,31
54,JOV,P010161,28.8,-10,56,66
54,JOV,P010166,10.733,1,27,26
54,JOV,P010708,21.266,4,45,41
54,JOV,P011248,28.816,1,61,60
54,JOV,P012349,9.233,-15,8,23
54,JOV,PJUG,10.617,-12,15,27
54,LLI,P003850,6.7,-11,6,17
54,LLI,P004479,24.601,5,44,39
54,LLI,P004773,11.95,4,23,19
54,LLI,P005247,21.034,17,52,35
54,LLI,P006600,32.984,24,81,57
54,LLI,P009649,24.034,0,50,50
54,LLI,P009680,29.701,13,71,58
54,LLI,P012585,23.817,7,56,49
54,LLI,P012586,25.184,-4,52,56
55,HTA,P003533,12.3,-12,23,35
55,HTA,P004267,17.35,-14,31,45
55,HTA,P004846,25.384,-18,53,71
55,HTA,P006835,25.183,-18,51,69
55,HTA,P007759,28.7,-19,64,83
55,HTA,P010465,29.367,-17,68,85
55,HTA,P010550,27.999,-17,68,85
55,HTA,P011973,25.617,-13,58,71
55,HTA,P011990,7.5,-7,17,24
55,HTA,P012592,0.6,0,2,2
55,PRS,P003481,13.6,5,35,30
55,PRS,P004512,17.0,17,51,34
55,PRS,P005793,18.283,4,43,39
55,PRS,P009556,15.833,4,41,37
55,PRS,P010801,2.433,2,9,7
55,PRS,P011551,1.55,-2,4,6
55,PRS,P012608,24.167,23,73,50
55,PRS,P012609,19.667,8,51,43
55,PRS,P012610,24.167,23,73,50
55,PRS,P012611,16.367,19,56,37
55,PRS,P012613,24.167,23,73,50
55,PRS,P012640,22.766,9,61,52
56,BOU,P000498,20.349,16,60,44
56,BOU,P004525,10.583,-5,24,29
56,BOU,P010431,26.449,-7,61,68
56,BOU,P010450,12.15,-16,22,38
56,BOU,P010718,27.117,-3,67,70
56,BOU,P011161,19.65,-20,36,56
56,BOU,P011836,24.916,-4,55,59
56,BOU,P011837,20.899,22,55,33
56,BOU,P012619,17.033,-18,37,55
56,BOU,P012628,20.849,15,63,48
56,LKB,P002012,27.434,-3,61,64
56,LKB,P004664,24.216,-4,62,66
56,LKB,P005521,18.983,9,56,47
56,LKB,P006230,24.584,6,64,58
56,LKB,P006901,7.633,2,26,24
56,LKB,P007029,30.383,13,84,71
56,LKB,P008856,14.751,5,33,28
56,LKB,P010190,4.334,-9,5,14
56,LKB,P010461,14.799,-5,33,38
56,LKB,PLXI,32.883,6,76,70
57,CAN,P001607,23.798,7,48,41
57,CAN,P003425,16.2,6,34,28
57,CAN,P003637,5.4,-7,6,13
57,CAN,P004160,19.332,15,45,30
57,CAN,P005005,21.515,1,36,35
57,CAN,P007560,16.082,3,31,28
57,CAN,P007644,16.382,-3,27,30
57,CAN,P008121,18.483,12,46,34
57,CAN,P009864,17.667,14,40,26
57,CAN,P010385,16.649,-1,30,31
57,CAN,P010452,27.349,19,66,47
57,CAN,P010484,1.133,-1,1,2
57,TTK,P005000,31.116,-7,53,60
57,TTK,P005685,6.033,-4,10,14
57,TTK,P006693,24.9,-7,45,52
57,TTK,P009845,8.483,-8,12,20
57,TTK,P011239,30.233,-8,53,61
57,TTK,P011925,39.149,-13,69,82
57,TTK,P011975,7.8,-1,12,13
57,TTK,P012056,31.032,-13,53,66
57,TTK,P012697,21.249,-4,38,42
58,TRN,P001479,13.018,5,33,28
58,TRN,P005059,26.351,15,65,50
58,TRN,P005738,26.984,4,51,47
58,TRN,P006382,7.417,3,19,16
58,TRN,P007828,2.834,-7,2,9
58,TRN,P009903,23.834,5,42,37
58,TRN,P012593,13.901,3,29,26
58,TRN,P012594,14.068,-5,22,27
58,TRN,P012595,25.984,5,47,42
58,TRN,P012596,15.885,4,42,38
58,TRN,P012597,29.734,13,68,55
58,WRO,P003034,12.768,-10,22,32
58,WRO,P005531,30.051,-4,57,61
58,WRO,P009896,26.55,4,51,47
58,WRO,P011165,22.635,-4,46,50
58,WRO,P011900,19.385,-12,31,43
58,WRO,P011901,7.251,-7,10,17
58,WRO,P011902,8.217,-4,12,16
58,WRO,P012010,31.318,-3,62,65
58,WRO,P012699,23.135,-8,48,56
58,WRO,P012736,18.7,3,36,33
59,CLU,P004862,31.934,3,66,63
59,CLU,P005113,21.233,12,47,35
59,CLU,P005373,18.55,-1,37,38
59,CLU,P005714,17.833,-1,37,38
59,CLU,P010569,22.384,12,51,39
59,CLU,P011797,28.033,12,62,50
59,CLU,P011801,18.782,5,38,33
59,CLU,P012620,2.917,8,13,5
59,CLU,P012621,14.117,-3,24,27
59,CLU,P012698,24.217,8,55,47
59,ULM,P005422,20.834,-18,31,49
59,ULM,P006997,7.334,-16,6,22
59,ULM,P007952,8.701,-15,13,28
59,ULM,P010106,24.666,15,55,40
59,ULM,P010582,24.817,2,50,48
59,ULM,P010726,5.101,-11,4,15
59,ULM,P011457,18.783,17,51,34
59,ULM,P012603,27.951,5,58,53
59,ULM,P012604,31.1,6,62,56
59,ULM,P012629,15.4,-14,25,39
59,ULM,P012703,15.318,-26,20,46
60,ARI,P002867,26.367,-6,31,37
60,ARI,P003240,29.582,3,56,53
60,ARI,P004292,6.883,-6,4,10
60,ARI,P010387,2.417,3,6,3
60,ARI,P012615,21.75,15,44,29
60,ARI,P012616,12.183,9,29,20
60,ARI,P012702,20.7,7,27,20
60,ARI,P012707,13.332,-12,15,27
60,ARI,P012708,27.116,12,54,42
60,ARI,P012716,20.366,-10,21,31
60,ARI,P012760,19.299,-5,38,43
60,BUD,P004945,31.35,15,57,42
60,BUD,P006566,3.667,-7,6,13
60,BUD,P007398,22.9,1,38,37
60,BUD,P009214,3.733,-4,7,11
60,BUD,P010248,13.467,3,21,18
60,BUD,P010432,26.017,-5,42,47
60,BUD,P011935,36.268,2,56,54
60,BUD,P012605,14.233,0,19,19
60,BUD,P012606,28.535,-5,44,49
60,BUD,P012630,19.835,-10,25,35
61,HTA,P003533,16.384,-5,30,35
61,HTA,P004267,13.218,-6,28,34
61,HTA,P004846,27.752,-8,62,70
61,HTA,P006835,32.818,-8,73,81
61,HTA,P007759,27.134,-4,65,69
61,HTA,P010465,24.451,-3,59,62
61,HTA,P011973,22.351,0,57,57
61,HTA,P011990,5.667,0,10,10
61,HTA,P011991,30.235,-11,61,72
61,PMT,P001686,21.351,16,58,42
61,PMT,P002020,8.067,5,21,16
61,PMT,P002644,18.45,6,39,33
61,PMT,P011823,21.552,3,59,56
61,PMT,P011943,5.951,-5,15,20
61,PMT,P011944,22.968,12,61,49
61,PMT,P011947,18.151,-3,40,43
61,PMT,P011966,23.701,8,58,50
61,PMT,P012599,28.718,-1,61,62
61,PMT,P012600,31.101,4,78,74
62,JOV,P002361,35.652,1,73,72
62,JOV,P005094,28.783,-20,54,74
62,JOV,P006771,24.834,-10,49,59
62,JOV,P009572,24.401,4,57,53
62,JOV,P010161,23.533,-1,52,53
62,JOV,P010708,19.701,3,44,41
62,JOV,P010709,16.651,19,43,24
62,JOV,P011248,27.2,-23,50,73
62,JOV,P012349,24.25,-8,48,56
62,PRS,P003481,12.033,-11,27,38
62,PRS,P004512,23.033,4,44,40
62,PRS,P005793,20.416,-1,49,50
62,PRS,P009556,14.217,-1,37,38
62,PRS,P012608,30.782,8,64,56
62,PRS,P012609,31.083,9,76,67
62,PRS,P012610,30.899,8,64,56
62,PRS,P012611,19.866,-4,36,40
62,PRS,P012612,8.883,13,26,13
62,PRS,P012613,7.6,-2,13,15
62,PRS,P012640,26.183,12,69,57
63,BES,P003783,11.317,-17,9,26
63,BES,P005348,18.267,1,34,33
63,BES,P007914,19.75,-10,37,47
63,BES,P007917,1.9,-8,0,8
63,BES,P008945,29.283,14,73,59
63,BES,P009582,29.217,17,72,55
63,BES,P011357,2.417,-2,2,4
63,BES,P011379,8.399,-8,12,20
63,BES,P011936,28.433,4,58,54
63,BES,P012622,23.95,-6,45,51
63,BES,P012647,27.067,0,58,58
63,LLI,P004479,21.4,9,47,38
63,LLI,P004773,16.15,9,34,25
63,LLI,P005247,32.584,1,65,64
63,LLI,P006600,27.799,-3,55,58
63,LLI,P009680,31.083,-1,64,65
63,LLI,P012020,12.184,6,28,22
63,LLI,P012585,30.05,-1,65,66
63,LLI,P012586,28.75,-5,57,62
64,HAM,P001990,5.767,-4,14,18
64,HAM,P009663,23.751,6,54,48
64,HAM,P010070,11.9,-3,23,26
64,HAM,P011168,22.45,4,51,47
64,HAM,P011187,18.734,-2,39,41
64,HAM,P012579,20.318,-9,40,49
64,HAM,P012580,21.101,8,46,38
64,HAM,P012581,22.782,12,52,40
64,HAM,P012582,29.001,5,66,61
64,HAM,P012648,12.567,-6,26,32
64,HAM,P012695,11.634,4,19,15
64,LJU,P001235,17.516,13,33,20
64,LJU,P002661,27.016,-10,59,69
64,LJU,P003452,35.949,-8,72,80
64,LJU,P007066,9.8,-18,14,32
64,LJU,P009392,12.9,-17,24,41
64,LJU,P009395,14.732,-9,22,31
64,LJU,P010594,2.55,-9,0,9
64,LJU,P010771,15.417,23,46,23
64,LJU,P011261,20.133,31,53,22
64,LJU,P012598,11.466,-6,21,27
64,LJU,P012700,32.516,-5,71,76
65,VNC,P003759,15.0,4,38,34
65,VNC,P004117,10.65,9,23,14
65,VNC,P004381,31.333,11,73,62
65,VNC,P008052,22.967,11,51,40
65,VNC,P009400,27.334,16,62,46
65,VNC,P011928,31.383,8,74,66
65,VNC,P012587,5.883,-1,14,15
65,VNC,P012590,23.5,11,52,41
65,VNC,P012591,31.95,11,78,67
65,WOL,P002387,31.267,-14,56,70
65,WOL,P004229,11.967,-5,19,24
65,WOL,P004645,15.334,-6,34,40
65,WOL,P005516,25.918,-16,44,60
65,WOL,P006154,24.484,-10,50,60
65,WOL,P006907,9.967,-5,20,25
65,WOL,P012576,22.284,-10,43,53
65,WOL,P012577,31.317,-11,64,75
65,WOL,PLCT,27.467,-3,55,58
66,ARI,P002867,14.5,-2,19,21
66,ARI,P003240,9.266,-7,9,16
66,ARI,P004292,27.433,0,51,51
66,ARI,P012615,23.982,-15,34,49
66,ARI,P012616,11.133,11,25,14
66,ARI,P012702,15.067,-6,19,25
66,ARI,P012707,30.249,-6,51,57
66,ARI,P012708,19.033,-3,28,31
