GAMECODE,CODETEAM,joueur_1,joueur_2,joueur_3,TIME,DELTA_SCORE,OFF,DEF
1,TSO,P009649,P013293,P013295,0 days 00:24:34,-2,55,57
1,TSO,P009649,P013295,P013296,0 days 00:23:40,-6,47,53
1,TSO,P009649,P013293,P013296,0 days 00:23:20,-4,47,51
1,TSO,P009649,P012019,P013295,0 days 00:21:57,-11,40,51
1,TSO,P013293,P013295,P013296,0 days 00:21:31,-2,45,47
1,TSO,P009649,P012019,P013296,0 days 00:19:56,-14,29,43
1,TSO,P009649,P012019,P013293,0 days 00:17:40,-5,33,38
1,TSO,P012019,P013293,P013295,0 days 00:16:32,-2,34,36
1,TSO,P012019,P013293,P013296,0 days 00:15:34,-3,27,30
1,TSO,P012019,P013295,P013296,0 days 00:15:18,-7,25,32
1,TSO,P009649,P013295,P013298,0 days 00:14:49,-7,33,40
1,TSO,P009649,P013296,P013298,0 days 00:13:20,-8,26,34
1,TSO,P009649,P012019,P013298,0 days 00:12:32,-8,21,29
1,TSO,P008790,P012019,P013298,0 days 00:11:04,5,25,20
1,TSO,P009649,P013293,P013298,0 days 00:10:42,4,29,25
1,TSO,P013295,P013296,P013298,0 days 00:10:31,-3,24,27
1,TSO,P008790,P009649,P012019,0 days 00:10:16,1,25,24
1,TSO,P008790,P009649,P013298,0 days 00:09:54,4,24,20
1,TSO,P012019,P013297,P013298,0 days 00:09:51,5,19,14
1,TSO,P013293,P013295,P013298,0 days 00:09:24,2,27,25
1,TSO,P013293,P013296,P013298,0 days 00:08:58,3,24,21
1,TSO,P008790,P013297,P013298,0 days 00:08:25,11,20,9
1,TSO,P009649,P013297,P013298,0 days 00:08:25,3,17,14
1,TSO,P009649,P012019,P013297,0 days 00:08:15,-2,14,16
1,TSO,P008790,P012019,P013295,0 days 00:07:20,-3,18,21
1,TSO,P008790,P009649,P013295,0 days 00:07:00,-4,17,21
1,TSO,P012019,P013295,P013298,0 days 00:06:47,-7,12,19
1,TSO,P008790,P012019,P013297,0 days 00:06:26,8,15,7
1,TSO,P008790,P012019,P013293,0 days 00:06:12,4,16,12
1,TSO,P008790,P013293,P013298,0 days 00:05:50,7,15,8
1,TSO,P008790,P009649,P013297,0 days 00:05:36,8,15,7
1,TSO,P012019,P013296,P013298,0 days 00:05:34,-7,6,13
1,TSO,P013293,P013297,P013298,0 days 00:05:24,8,12,4
1,TSO,P012019,P013296,P013297,0 days 00:05:14,-5,6,11
1,TSO,P012019,P013293,P013297,0 days 00:05:14,3,9,6
1,TSO,P008790,P009649,P013293,0 days 00:05:02,3,15,12
1,TSO,P008790,P013295,P013298,0 days 00:04:59,-3,12,15
1,TSO,P008790,P013293,P013297,0 days 00:04:48,6,10,4
1,TSO,P009649,P013296,P013297,0 days 00:04:38,-7,4,11
1,TSO,P012019,P013293,P013298,0 days 00:04:06,6,10,4
1,TSO,P009649,P013293,P013297,0 days 00:03:48,1,7,6
1,TSO,P008790,P013293,P013295,0 days 00:03:44,1,13,12
1,TSO,P013296,P013297,P013298,0 days 00:03:25,-3,4,7
1,TSO,P013293,P013296,P013297,0 days 00:02:25,0,4,4
1,ULM,P006997,P011437,P013290,0 days 00:20:42,8,45,37
1,ULM,P011391,P011437,P013290,0 days 00:18:06,11,46,35
1,ULM,P011437,P012077,P013290,0 days 00:16:14,4,37,33
1,ULM,P011437,P013290,P013291,0 days 00:15:28,5,35,30
1,ULM,P006997,P013290,P013291,0 days 00:15:23,5,29,24
1,ULM,P011391,P012077,P013290,0 days 00:13:11,-1,35,36
1,ULM,P011391,P011437,P012077,0 days 00:12:29,-1,30,31
1,ULM,P006245,P006997,P013290,0 days 00:12:23,11,30,19
1,ULM,P006997,P011437,P013291,0 days 00:11:54,2,23,21
1,ULM,P011437,P012077,P013291,0 days 00:11:23,5,25,20
1,ULM,P006997,P012077,P013290,0 days 00:10:01,-1,18,19
1,ULM,P006997,P011437,P012077,0 days 00:09:43,-1,18,19
1,ULM,P006245,P013290,P013291,0 days 00:09:19,4,21,17
1,ULM,P012077,P013290,P013291,0 days 00:09:17,3,21,18
1,ULM,P006997,P011391,P013290,0 days 00:08:53,9,22,13
1,ULM,P006245,P006997,P013291,0 days 00:08:49,5,20,15
1,ULM,P006245,P006997,P011437,0 days 00:08:22,8,24,16
1,ULM,P006245,P011437,P013290,0 days 00:08:22,8,24,16
1,ULM,P006997,P011391,P011437,0 days 00:08:21,9,22,13
1,ULM,P011391,P012602,P013290,0 days 00:07:52,-1,11,12
1,ULM,P011391,P011437,P012602,0 days 00:06:58,-7,13,20
1,ULM,P011391,P013289,P013290,0 days 00:05:57,1,12,11
1,ULM,P006997,P012077,P013291,0 days 00:05:43,0,9,9
1,ULM,P006245,P011391,P013290,0 days 00:05:40,5,11,6
1,ULM,P011391,P011437,P013289,0 days 00:05:27,1,13,12
1,ULM,P007952,P011391,P012077,0 days 00:05:23,-14,11,25
1,ULM,P006245,P011437,P013291,0 days 00:05:20,2,14,12
1,ULM,P006245,P012602,P013290,0 days 00:05:12,4,7,3
1,ULM,P007952,P011391,P013290,0 days 00:05:11,-8,9,17
1,ULM,P011437,P012602,P013290,0 days 00:05:00,-2,8,10
1,ULM,P006997,P012602,P013290,0 days 00:04:52,6,9,3
1,ULM,P011437,P013289,P013290,0 days 00:04:47,-1,10,11
1,ULM,P011391,P012602,P013289,0 days 00:04:30,2,12,10
1,ULM,P011437,P012077,P013289,0 days 00:04:26,2,9,7
1,ULM,P011391,P013290,P013291,0 days 00:04:04,2,13,11
1,ULM,P012602,P013289,P013290,0 days 00:03:56,-1,7,8
1,ULM,P006997,P011391,P012077,0 days 00:03:51,2,9,7
1,ULM,P010726,P012077,P013289,0 days 00:03:48,-3,4,7
1,ULM,P007952,P012077,P013290,0 days 00:03:45,-8,9,17
1,ULM,P010726,P011391,P012077,0 days 00:03:36,-10,7,17
1,ULM,P006245,P006997,P011391,0 days 00:03:34,6,10,4
1,ULM,P011391,P011437,P013291,0 days 00:03:34,3,12,9
1,ULM,P011391,P012077,P013291,0 days 00:03:34,3,12,9
1,ULM,P011437,P012602,P013289,0 days 00:03:34,-2,8,10
1,ULM,P007952,P011437,P012077,0 days 00:03:29,-9,4,13
1,ULM,P007952,P011391,P011437,0 days 00:03:29,-9,4,13
1,ULM,P006245,P012602,P013291,0 days 00:03:22,4,7,3
1,ULM,P012602,P013290,P013291,0 days 00:03:22,4,7,3
1,ULM,P010726,P011391,P013290,0 days 00:03:21,-6,9,15
1,ULM,P010726,P011437,P013289,0 days 00:03:13,1,7,6
1,ULM,P006245,P006997,P012602,0 days 00:03:06,5,6,1
1,ULM,P007952,P011391,P012602,0 days 00:03:04,-6,2,8
1,ULM,P006245,P011391,P011437,0 days 00:03:02,6,10,4
1,ULM,P010726,P011437,P013291,0 days 00:02:57,2,4,2
1,ULM,P010726,P011437,P012077,0 days 00:02:53,0,4,4
1,ULM,P006997,P012602,P013291,0 days 00:02:52,5,6,1
1,ULM,P010726,P012077,P013290,0 days 00:02:49,-8,7,15
1,ULM,P010726,P011391,P013289,0 days 00:02:48,0,7,7
1,ULM,P011391,P012077,P013289,0 days 00:02:48,0,5,5
1,ULM,P006245,P011391,P012602,0 days 00:02:34,1,3,2
1,ULM,P012077,P013289,P013290,0 days 00:02:28,-1,5,6
1,ULM,P011437,P013289,P013291,0 days 00:02:06,2,4,2
1,ULM,P010726,P013289,P013291,0 days 00:02:06,2,4,2
1,ULM,P010726,P012077,P013291,0 days 00:02:06,2,4,2
1,ULM,P012077,P013289,P013291,0 days 00:02:06,2,4,2
1,ULM,P006997,P011391,P012602,0 days 00:02:00,1,3,2
1,ULM,P007952,P010726,P012077,0 days 00:01:54,-5,7,12
1,ULM,P007952,P010726,P013290,0 days 00:01:54,-5,7,12
1,ULM,P007952,P010726,P011391,0 days 00:01:54,-5,7,12
1,ULM,P007952,P011437,P013290,0 days 00:01:51,-3,2,5
1,ULM,P006997,P011437,P012602,0 days 00:01:46,1,3,2
1,ULM,P007952,P011437,P012602,0 days 00:01:38,-6,2,8
1,ULM,P011437,P012077,P012602,0 days 00:01:38,-6,2,8
1,ULM,P011391,P012077,P012602,0 days 00:01:38,-6,2,8
1,ULM,P007952,P012077,P012602,0 days 00:01:38,-6,2,8
1,ULM,P006997,P010726,P013290,0 days 00:01:28,-2,0,2
1,ULM,P006997,P010726,P013291,0 days 00:01:28,-2,0,2
1,ULM,P010726,P013290,P013291,0 days 00:01:28,-2,0,2
1,ULM,P010726,P013289,P013290,0 days 00:01:27,-1,2,3
1,ULM,P006245,P007952,P012602,0 days 00:01:26,0,0,0
1,ULM,P006245,P007952,P013290,0 days 00:01:26,0,0,0
1,ULM,P006245,P007952,P011391,0 days 00:01:26,0,0,0
1,ULM,P007952,P012602,P013290,0 days 00:01:26,0,0,0
1,ULM,P010726,P011391,P011437,0 days 00:01:07,-1,3,4
1,ULM,P010726,P011391,P012602,0 days 00:01:06,5,7,2
1,ULM,P010726,P012602,P013289,0 days 00:01:06,5,7,2
1,ULM,P006997,P010726,P011437,0 days 00:00:51,0,0,0
1,ULM,P010726,P011437,P013290,0 days 00:00:51,0,0,0
1,ULM,P006245,P010726,P013290,0 days 00:00:37,-2,0,2
1,ULM,P006245,P010726,P013291,0 days 00:00:37,-2,0,2
1,ULM,P006245,P006997,P010726,0 days 00:00:37,-2,0,2
1,ULM,P010726,P012602,P013290,0 days 00:00:32,2,2,0
1,ULM,P006245,P011391,P013291,0 days 00:00:30,-1,1,2
1,ULM,P011391,P012602,P013291,0 days 00:00:30,-1,1,2
1,ULM,P006997,P011437,P013289,0 days 00:00:27,-3,0,3
1,ULM,P006997,P012077,P013289,0 days 00:00:27,-3,0,3
1,ULM,P006997,P013289,P013290,0 days 00:00:27,-3,0,3
1,ULM,P006245,P011391,P013289,0 days 00:00:24,2,2,0
1,ULM,P006245,P012602,P013289,0 days 00:00:24,2,2,0
1,ULM,P010726,P011437,P012602,0 days 00:00:20,1,3,2
1,ULM,P006245,P006997,P012077,0 days 00:00:18,0,0,0
1,ULM,P006245,P012077,P013290,0 days 00:00:18,0,0,0
1,ULM,P006245,P011391,P012077,0 days 00:00:18,0,0,0
1,ULM,P006245,P010726,P011391,0 days 00:00:14,2,2,0
1,ULM,P006245,P010726,P012602,0 days 00:00:14,2,2,0
1,ULM,P006245,P010726,P013289,0 days 00:00:14,2,2,0
1,ULM,P006245,P013289,P013290,0 days 00:00:10,0,0,0
2,JOV,P002507,P013285,P013287,0 days 00:18:40,11,43,32
2,JOV,P010161,P013285,P013287,0 days 00:15:13,14,36,22
2,JOV,P002361,P013285,P013287,0 days 00:15:03,0,32,32
2,JOV,P002361,P002507,P013287,0 days 00:13:53,4,31,27
2,JOV,P002361,P002507,P013285,0 days 00:13:53,4,31,27
2,JOV,P002507,P010161,P013285,0 days 00:13:49,16,34,18
2,JOV,P002507,P010161,P013287,0 days 00:13:49,16,34,18
2,JOV,P002361,P010161,P013287,0 days 00:11:48,11,31,20
2,JOV,P005099,P012349,P012740,0 days 00:10:15,-12,13,25
2,JOV,P004834,P005099,P012740,0 days 00:09:27,-9,14,23
2,JOV,P002361,P010161,P013285,0 days 00:09:04,7,22,15
2,JOV,P002361,P002507,P010161,0 days 00:09:02,9,22,13
2,JOV,P004834,P012740,P013286,0 days 00:08:34,-2,14,16
2,JOV,P004834,P012349,P012740,0 days 00:08:31,-13,10,23
2,JOV,P012349,P012740,P013286,0 days 00:08:24,-6,10,16
2,JOV,P002507,P005099,P013285,0 days 00:07:56,-5,14,19
2,JOV,P005099,P013285,P013287,0 days 00:07:47,-8,12,20
2,JOV,P005099,P012740,P013286,0 days 00:07:36,-2,11,13
2,JOV,P010161,P013287,PJUG,0 days 00:07:31,11,21,10
2,JOV,P004834,P012349,P013286,0 days 00:07:24,-6,10,16
2,JOV,P004834,P005099,P013286,0 days 00:06:17,-2,11,13
2,JOV,P004834,P005099,P012349,0 days 00:06:14,-13,7,20
2,JOV,P005099,P012349,P013286,0 days 00:06:07,-6,7,13
2,JOV,P002361,P005099,P013285,0 days 00:05:44,-8,9,17
2,JOV,P002361,P005099,P013287,0 days 00:05:44,-8,9,17
2,JOV,P005099,P012740,P013285,0 days 00:05:23,1,9,8
2,JOV,P013285,P013287,PJUG,0 days 00:05:02,8,13,5
2,JOV,P002507,P013285,PJUG,0 days 00:05:02,8,13,5
2,JOV,P002507,P013287,PJUG,0 days 00:05:02,8,13,5
2,JOV,P010161,P013285,PJUG,0 days 00:04:47,7,12,5
2,JOV,P002507,P010161,PJUG,0 days 00:04:47,7,12,5
2,JOV,P002361,P002507,P005099,0 days 00:04:36,-6,8,14
2,JOV,P002507,P005099,P013287,0 days 00:04:36,-6,8,14
2,JOV,P004834,P012740,P013287,0 days 00:04:35,4,9,5
2,JOV,P004834,P013285,P013287,0 days 00:04:33,-2,6,8
2,JOV,P004834,P005099,P013287,0 days 00:04:21,2,8,6
2,JOV,P002507,P005099,P012740,0 days 00:04:20,1,6,5
2,JOV,P004834,P010161,P013287,0 days 00:04:06,4,11,7
2,JOV,P002507,P005099,P012349,0 days 00:04:01,1,6,5
2,JOV,P002507,P012349,P012740,0 days 00:04:01,1,6,5
2,JOV,P002361,P004834,P013287,0 days 00:03:52,2,10,8
2,JOV,P004834,P010161,P012740,0 days 00:03:39,0,5,5
2,JOV,P012740,P013285,P013287,0 days 00:03:25,0,5,5
2,JOV,P004834,P012740,P013285,0 days 00:03:25,0,5,5
2,JOV,P002507,P012740,P013285,0 days 00:03:20,1,6,5
2,JOV,P005099,P012740,P013287,0 days 00:03:13,4,7,3
2,JOV,P004834,P005099,P013285,0 days 00:03:11,-2,4,6
2,JOV,P012349,P012740,P013285,0 days 00:03:01,1,6,5
2,JOV,P005099,P012349,P013285,0 days 00:03:01,1,6,5
2,JOV,P002507,P012349,P013285,0 days 00:03:01,1,6,5
2,JOV,P002361,P013287,PJUG,0 days 00:02:59,5,10,5
2,JOV,P004834,P013287,PJUG,0 days 00:02:44,4,9,5
2,JOV,P004834,P010161,PJUG,0 days 00:02:44,4,9,5
2,JOV,P002361,P010161,PJUG,0 days 00:02:44,4,9,5
2,JOV,P002361,P004834,PJUG,0 days 00:02:44,4,9,5
2,JOV,P002361,P004834,P010161,0 days 00:02:44,4,9,5
2,JOV,P010161,P012349,P012740,0 days 00:02:17,0,3,3
2,JOV,P010161,P012740,P013286,0 days 00:02:17,0,3,3
2,JOV,P004834,P010161,P013286,0 days 00:02:17,0,3,3
2,JOV,P004834,P010161,P012349,0 days 00:02:17,0,3,3
2,JOV,P010161,P012349,P013286,0 days 00:02:17,0,3,3
2,JOV,P002361,P004834,P005099,0 days 00:02:15,-9,1,10
2,JOV,P010161,P012740,P013287,0 days 00:01:22,0,2,2
2,JOV,P004834,P010161,P013285,0 days 00:01:22,0,2,2
2,JOV,P010161,P012740,P013285,0 days 00:01:22,0,2,2
2,JOV,P002507,P012740,P013286,0 days 00:01:19,0,0,0
2,JOV,P002507,P005099,P013286,0 days 00:01:19,0,0,0
2,JOV,P004834,P013286,P013287,0 days 00:01:10,4,4,0
2,JOV,P005099,P013286,P013287,0 days 00:01:10,4,4,0
2,JOV,P012740,P013286,P013287,0 days 00:01:10,4,4,0
2,JOV,P002361,P004834,P013285,0 days 00:01:08,-2,1,3
2,JOV,P002361,P012349,P012740,0 days 00:01:07,-7,0,7
2,JOV,P002361,P004834,P012349,0 days 00:01:07,-7,0,7
2,JOV,P002361,P005099,P012740,0 days 00:01:07,-7,0,7
2,JOV,P002361,P005099,P012349,0 days 00:01:07,-7,0,7
2,JOV,P002361,P004834,P012740,0 days 00:01:07,-7,0,7
2,JOV,P002507,P012349,P013286,0 days 00:01:00,0,0,0
2,JOV,P002507,P013285,P013286,0 days 00:00:19,0,0,0
2,JOV,P005099,P013285,P013286,0 days 00:00:19,0,0,0
2,JOV,P012740,P013285,P013286,0 days 00:00:19,0,0,0
2,JOV,P002361,P002507,PJUG,0 days 00:00:15,1,1,0
2,JOV,P002361,P013285,PJUG,0 days 00:00:15,1,1,0
2,JOV,P002361,P010161,P012349,0 days 00:00:02,-2,0,2
2,JOV,P002361,P012349,P013285,0 days 00:00:02,-2,0,2
2,JOV,P002361,P012349,P013287,0 days 00:00:02,-2,0,2
2,JOV,P010161,P012349,P013285,0 days 00:00:02,-2,0,2
2,JOV,P010161,P012349,P013287,0 days 00:00:02,-2,0,2
2,JOV,P012349,P013285,P013287,0 days 00:00:02,-2,0,2
2,HTA,P001927,P005181,P013284,0 days 00:18:24,7,44,37
2,HTA,P001927,P005181,P012096,0 days 00:15:33,15,41,26
2,HTA,P001927,P011157,P013284,0 days 00:14:09,-15,19,34
2,HTA,P005181,P012096,P013284,0 days 00:14:04,11,37,26
2,HTA,P001927,P005181,P011157,0 days 00:12:58,-6,22,28
2,HTA,P005181,P012096,P013283,0 days 00:12:00,15,34,19
2,HTA,P005181,P009818,P013284,0 days 00:11:26,-3,19,22
2,HTA,P001927,P010386,P013284,0 days 00:11:11,-13,17,30
2,HTA,P001927,P009818,P013284,0 days 00:11:09,-10,16,26
2,HTA,P001927,P005181,P010386,0 days 00:11:01,-3,22,25
2,HTA,P001927,P009818,P011157,0 days 00:10:58,-10,16,26
2,HTA,P009818,P011157,P013284,0 days 00:10:58,-10,16,26
2,HTA,P005181,P013283,P013284,0 days 00:10:54,13,29,16
2,HTA,P012096,P013283,P013284,0 days 00:10:37,12,29,17
2,HTA,P005181,P011157,P013284,0 days 00:10:31,-8,15,23
2,HTA,P001927,P010386,P012096,0 days 00:09:13,-3,17,20
2,HTA,P005181,P010386,P012096,0 days 00:09:02,-2,20,22
2,HTA,P001927,P012096,P013284,0 days 00:08:38,12,27,15
2,HTA,P001927,P010550,P012096,0 days 00:08:38,-4,10,14
2,HTA,P005181,P010386,P013284,0 days 00:08:30,-7,16,23
2,HTA,P001927,P010386,P011157,0 days 00:08:27,-12,9,21
2,HTA,P001927,P012096,P013283,0 days 00:08:03,14,24,10
2,HTA,P010386,P011157,P013284,0 days 00:07:53,-12,7,19
2,HTA,P001927,P005181,P009818,0 days 00:06:59,-3,12,15
2,HTA,P005181,P009818,P011157,0 days 00:06:48,-3,12,15
2,HTA,P001927,P005181,P013283,0 days 00:06:19,17,24,7
2,HTA,P001927,P011157,P012096,0 days 00:05:16,2,10,8
2,HTA,P010386,P012096,P013284,0 days 00:05:00,-5,11,16
2,HTA,P001927,P013283,P013284,0 days 00:04:58,14,19,5
2,HTA,P001927,P005181,P010550,0 days 00:04:54,0,9,9
2,HTA,P005181,P010550,P012096,0 days 00:04:52,-2,7,9
2,HTA,P005181,P010386,P011157,0 days 00:04:49,-5,5,10
2,HTA,P005181,P009818,P012096,0 days 00:04:38,0,7,7
2,HTA,P009818,P012096,P013284,0 days 00:04:38,0,7,7
2,HTA,P009818,P013283,P013284,0 days 00:04:27,0,7,7
2,HTA,P009818,P012096,P013283,0 days 00:04:27,0,7,7
2,HTA,P005181,P009818,P013283,0 days 00:04:27,0,7,7
2,HTA,P001927,P010386,P010550,0 days 00:04:25,2,9,7
2,HTA,P010386,P010550,P012096,0 days 00:04:21,0,7,7
2,HTA,P009818,P010386,P011157,0 days 00:04:10,-7,4,11
2,HTA,P009818,P010386,P013284,0 days 00:04:10,-7,4,11
2,HTA,P001927,P009818,P010386,0 days 00:04:10,-7,4,11
2,HTA,P005181,P010386,P010550,0 days 00:03:13,4,9,5
2,HTA,P001927,P010550,P011386,0 days 00:03:10,0,3,3
2,HTA,P001927,P011386,P012096,0 days 00:03:10,0,3,3
2,HTA,P010550,P011386,P012096,0 days 00:03:10,0,3,3
2,HTA,P005181,P011157,P012096,0 days 00:02:59,2,7,5
2,HTA,P001927,P010550,P011157,0 days 00:02:58,-2,3,5
2,HTA,P010550,P011157,P012096,0 days 00:02:58,-2,3,5
2,HTA,P010386,P012096,P013283,0 days 00:02:39,-5,3,8
2,HTA,P011157,P011386,P012096,0 days 00:02:17,0,3,3
2,HTA,P010550,P011157,P011386,0 days 00:02:17,0,3,3
2,HTA,P001927,P011157,P011386,0 days 00:02:17,0,3,3
2,HTA,P010386,P013283,P013284,0 days 00:02:03,-3,3,6
2,HTA,P001927,P010550,P013283,0 days 00:01:57,-4,0,4
2,HTA,P010550,P012096,P013283,0 days 00:01:55,-4,0,4
2,HTA,P005181,P010386,P013283,0 days 00:01:46,-2,3,5
2,HTA,P005181,P011157,P013283,0 days 00:01:44,4,5,1
2,HTA,P001927,P010386,P013283,0 days 00:01:27,-3,0,3
2,HTA,P010386,P010550,P013283,0 days 00:01:12,-2,0,2
2,HTA,P001927,P011157,P013283,0 days 00:01:12,4,5,1
2,HTA,P011157,P012096,P013283,0 days 00:01:12,4,5,1
2,HTA,P010386,P011157,P012096,0 days 00:01:06,0,2,2
2,HTA,P005181,P010550,P011157,0 days 00:00:41,-2,0,2
2,HTA,P001927,P005181,P011386,0 days 00:00:34,0,0,0
2,HTA,P005181,P010550,P011386,0 days 00:00:34,0,0,0
2,HTA,P005181,P011386,P012096,0 days 00:00:34,0,0,0
2,HTA,P010386,P011157,P013283,0 days 00:00:32,0,0,0
2,HTA,P011157,P013283,P013284,0 days 00:00:32,0,0,0
2,HTA,P005181,P010550,P013283,0 days 00:00:26,-2,0,2
2,HTA,P001927,P011386,P013283,0 days 00:00:19,0,0,0
2,HTA,P010550,P011386,P013283,0 days 00:00:19,0,0,0
2,HTA,P011386,P012096,P013283,0 days 00:00:19,0,0,0
2,HTA,P001927,P009818,P012096,0 days 00:00:11,0,0,0
2,HTA,P001927,P010550,P013284,0 days 00:00:04,2,2,0
2,HTA,P010386,P010550,P013284,0 days 00:00:04,2,2,0
2,HTA,P010550,P013283,P013284,0 days 00:00:02,0,0,0
2,HTA,P005181,P010550,P013284,0 days 00:00:02,2,2,0
3,WOL,P006546,P011248,P012003,0 days 00:22:18,-7,47,54
3,WOL,P006546,P011248,P012577,0 days 00:21:45,-13,37,50
3,WOL,P011248,P012003,P012577,0 days 00:21:16,-13,37,50
3,WOL,P011248,P012577,P012789,0 days 00:19:35,-18,27,45
3,WOL,P006546,P012003,P012577,0 days 00:19:27,-8,37,45
3,WOL,P012003,P012577,P012789,0 days 00:17:47,-13,27,40
3,WOL,P006546,P011248,P012789,0 days 00:17:46,-13,27,40
3,WOL,P006546,P012577,P012789,0 days 00:17:46,-13,27,40
3,WOL,P011248,P012003,P012789,0 days 00:17:17,-13,27,40
3,WOL,P006546,P012003,P012789,0 days 00:15:28,-8,27,35
3,WOL,P004645,P008186,P012003,0 days 00:10:39,10,23,13
3,WOL,P004645,P005516,P008186,0 days 00:10:17,10,16,6
3,WOL,P004645,P005516,P006853,0 days 00:09:06,-1,11,12
3,WOL,P006546,P008186,P012003,0 days 00:08:47,3,24,21
3,WOL,P008186,P011248,P012003,0 days 00:08:38,0,21,21
3,WOL,P004645,P005516,P012003,0 days 00:07:55,9,13,4
3,WOL,P005516,P008186,P012003,0 days 00:07:48,9,13,4
3,WOL,P006546,P008186,P011248,0 days 00:06:43,-2,17,19
3,WOL,P004645,P006853,P008186,0 days 00:06:18,3,5,2
3,WOL,P005516,P006853,P008186,0 days 00:06:18,3,5,2
3,WOL,P005516,P011248,P012577,0 days 00:06:08,-11,6,17
3,WOL,P004645,P006546,P012003,0 days 00:05:02,6,17,11
3,WOL,P004645,P006546,P008186,0 days 00:04:55,6,17,11
3,WOL,P004645,P011248,P012003,0 days 00:04:46,3,14,11
3,WOL,P004645,P008186,P011248,0 days 00:04:46,3,14,11
3,WOL,P005516,P012577,P012789,0 days 00:04:37,-10,0,10
3,WOL,P005516,P006853,P012003,0 days 00:04:26,2,2,0
3,WOL,P005516,P011248,P012789,0 days 00:04:07,-10,0,10
3,WOL,P004645,P006853,P012003,0 days 00:03:56,2,2,0
3,WOL,P008186,P012003,P012577,0 days 00:03:52,-3,7,10
3,WOL,P008186,P011248,P012577,0 days 00:03:52,-3,7,10
3,WOL,P006546,P008186,P012577,0 days 00:03:52,-3,7,10
3,WOL,P005516,P011248,P012003,0 days 00:03:51,0,7,7
3,WOL,P006853,P008186,P012003,0 days 00:03:49,2,2,0
3,WOL,P004645,P005516,P011248,0 days 00:03:49,-2,7,9
3,WOL,P003212,P005516,P006853,0 days 00:03:16,1,6,5
3,WOL,P003212,P004645,P006853,0 days 00:03:16,1,6,5
3,WOL,P003212,P004645,P005516,0 days 00:03:16,1,6,5
3,WOL,P005516,P006853,P012577,0 days 00:03:11,-4,6,10
3,WOL,P004645,P006546,P011248,0 days 00:02:51,1,10,9
3,WOL,P004645,P006853,P012577,0 days 00:02:41,-4,6,10
3,WOL,P004645,P005516,P012577,0 days 00:02:41,-4,6,10
3,WOL,P003212,P006853,P008186,0 days 00:02:29,1,3,2
3,WOL,P003212,P004645,P008186,0 days 00:02:29,1,3,2
3,WOL,P003212,P005516,P008186,0 days 00:02:29,1,3,2
3,WOL,P005516,P012003,P012577,0 days 00:02:26,-2,3,5
3,WOL,P005516,P006546,P012577,0 days 00:02:25,-2,3,5
3,WOL,P005516,P006546,P011248,0 days 00:02:25,-2,3,5
3,WOL,P005516,P012003,P012789,0 days 00:02:19,-5,0,5
3,WOL,P005516,P006546,P012789,0 days 00:02:18,-5,0,5
3,WOL,P005516,P006546,P012003,0 days 00:02:18,8,10,2
3,WOL,P004645,P005516,P006546,0 days 00:02:11,5,7,2
3,WOL,P005516,P006546,P008186,0 days 00:02:04,5,7,2
3,WOL,P005516,P008186,P011248,0 days 00:01:55,2,4,2
3,WOL,P006853,P011248,P012577,0 days 00:01:54,-4,3,7
3,WOL,P004645,P011248,P012577,0 days 00:01:54,-4,3,7
3,WOL,P005516,P006853,P011248,0 days 00:01:54,-4,3,7
3,WOL,P004645,P006853,P011248,0 days 00:01:54,-4,3,7
3,WOL,P003212,P004645,P012577,0 days 00:00:47,0,3,3
3,WOL,P003212,P005516,P012577,0 days 00:00:47,0,3,3
3,WOL,P003212,P006853,P012577,0 days 00:00:47,0,3,3
3,WOL,P005516,P006853,P012789,0 days 00:00:30,0,0,0
3,WOL,P006853,P012003,P012577,0 days 00:00:30,0,0,0
3,WOL,P006853,P012003,P012789,0 days 00:00:30,0,0,0
3,WOL,P006853,P012577,P012789,0 days 00:00:30,0,0,0
3,WOL,P004645,P006546,P006853,0 days 00:00:07,0,0,0
3,WOL,P005516,P006546,P006853,0 days 00:00:07,0,0,0
3,WOL,P006546,P006853,P012003,0 days 00:00:07,0,0,0
3,BAH,P003840,P011821,P011823,0 days 00:19:34,17,48,31
3,BAH,P003840,P009601,P011821,0 days 00:17:18,10,42,32
3,BAH,P003840,P009601,P011823,0 days 00:17:03,11,41,30
3,BAH,P003840,P011192,P011821,0 days 00:16:27,12,39,27
3,BAH,P009601,P011821,P011823,0 days 00:16:20,8,39,31
3,BAH,P003840,P011192,P011823,0 days 00:14:10,7,29,22
3,BAH,P011192,P011821,P011823,0 days 00:11:41,7,27,20
3,BAH,P003840,P004172,P011823,0 days 00:11:17,14,28,14
3,BAH,P003840,P011821,P012711,0 days 00:10:33,7,24,17
3,BAH,P009601,P011192,P011821,0 days 00:09:59,2,22,20
3,BAH,P003840,P011192,P012711,0 days 00:09:57,6,19,13
3,BAH,P009601,P011192,P011823,0 days 00:09:52,2,22,20
3,BAH,P004172,P009601,P011821,0 days 00:09:33,1,21,20
3,BAH,P003840,P009601,P011192,0 days 00:09:29,4,22,18
3,BAH,P004172,P011821,P011823,0 days 00:08:53,6,21,15
3,BAH,P003840,P004172,P009601,0 days 00:08:40,7,23,16
3,BAH,P003840,P011823,P012711,0 days 00:08:24,10,16,6
3,BAH,P003840,P004172,P011821,0 days 00:08:23,8,21,13
3,BAH,P004172,P009601,P011823,0 days 00:08:11,5,19,14
3,BAH,P011192,P012405,P012711,0 days 00:07:34,1,12,11
