Gamecode,CODETEAM,J1,J2,J3,TIME,DELTA_SCORE,OFF,DEF
1,HAM,P011187,P012580,P012581,9.434,-2,20,22
1,HAM,P011187,P012580,P012582,6.75,-7,16,23
1,HAM,P011187,P012580,P012648,3.083,-1,6,7
1,HAM,P011187,P012581,P012582,9.534,-12,19,31
1,HAM,P011187,P012581,P012648,0.25,0,0,0
1,HAM,P011187,P012582,P012648,2.833,-1,6,7
1,HAM,P011187,P012582,P012694,2.467,1,7,6
1,HAM,P012578,P012579,P012580,2.933,-6,1,7
1,HAM,P012578,P012579,P012581,2.717,0,3,3
1,HAM,P012578,P012579,P012582,2.233,1,6,5
1,HAM,P012578,P012580,P012581,5.934,3,10,7
1,HAM,P012578,P012580,P012582,2.267,5,10,5
1,HAM,P012578,P012580,P012648,2.4,-5,3,8
1,HAM,P012578,P012582,P012648,0.717,-2,3,5
1,HAM,P012579,P012580,P012581,1.3,1,3,2
1,HAM,P012579,P012580,P012582,0.067,0,0,0
1,HAM,P012579,P012581,P012582,5.867,-9,9,18
1,HAM,P012579,P012582,P012694,2.467,1,7,6
1,HAM,P012580,P012581,P012582,5.65,-9,12,21
1,HAM,P012580,P012581,P012648,2.617,1,4,3
1,HAM,P012580,P012582,P012648,2.833,-1,6,7
1,PMT,P001686,P002644,P011066,1.333,2,4,2
1,PMT,P001686,P002644,P011943,0.167,1,1,0
1,PMT,P001686,P002644,P011944,1.333,2,4,2
1,PMT,P001686,P002644,P011966,2.417,3,5,2
1,PMT,P001686,P002644,P012599,3.583,4,8,4
1,PMT,P001686,P002644,P012600,2.417,3,5,2
1,PMT,P001686,P011066,P011823,10.966,9,33,24
1,PMT,P001686,P011066,P011944,8.116,3,23,20
1,PMT,P001686,P011066,P012599,12.299,11,37,26
1,PMT,P001686,P011066,P012600,4.183,8,14,6
1,PMT,P001686,P011823,P011944,6.783,1,19,18
1,PMT,P001686,P011823,P011966,0.367,-4,0,4
1,PMT,P001686,P011823,P012599,11.333,5,33,28
1,PMT,P001686,P011823,P012600,4.55,4,14,10
1,PMT,P001686,P011943,P011966,0.167,1,1,0
1,PMT,P001686,P011943,P012600,0.167,1,1,0
1,PMT,P001686,P011944,P012599,8.116,3,23,20
1,PMT,P001686,P011966,P012599,2.617,-2,4,6
1,PMT,P001686,P011966,P012600,2.784,-1,5,6
1,PMT,P001686,P012599,P012600,6.8,6,18,12
1,PMT,P002020,P002644,P011066,8.166,-1,16,17
1,PMT,P002020,P002644,P011943,13.05,3,31,28
1,PMT,P002020,P002644,P011944,11.199,4,21,17
1,PMT,P002020,P002644,P011947,4.25,-6,8,14
1,PMT,P002020,P002644,P011966,12.867,4,26,22
1,PMT,P002020,P002644,P012599,6.266,2,9,7
1,PMT,P002020,P002644,P012600,7.301,3,15,12
1,PMT,P002020,P011066,P011823,2.45,2,6,4
1,PMT,P002020,P011066,P011943,4.283,-2,10,12
1,PMT,P002020,P011066,P011944,7.016,6,16,10
1,PMT,P002020,P011066,P011947,3.333,-3,6,9
1,PMT,P002020,P011066,P012599,5.633,2,10,8
1,PMT,P002020,P011066,P012600,0.967,-1,2,3
1,PMT,P002020,P011823,P011943,0.067,2,2,0
1,PMT,P002020,P011823,P011944,0.083,0,0,0
1,PMT,P002020,P011823,P011947,2.367,2,6,4
1,PMT,P002020,P011823,P011966,0.067,2,2,0
1,PMT,P002020,P011823,P012599,2.45,2,6,4
1,PMT,P002020,P011823,P012600,0.067,2,2,0
1,PMT,P002020,P011943,P011944,7.533,-1,15,16
1,PMT,P002020,P011943,P011947,2.45,-1,8,9
1,PMT,P002020,P011943,P011966,8.834,7,23,16
1,PMT,P002020,P011943,P012600,3.134,7,10,3
1,PMT,P002020,P011944,P011966,4.266,-2,5,7
1,PMT,P002020,P011944,P012599,3.049,4,4,0
1,PMT,P002020,P011944,P012600,0.7,1,2,1
1,PMT,P002020,P011947,P011966,3.284,-1,8,9
1,PMT,P002020,P011947,P012599,3.15,0,6,6
1,PMT,P002020,P011947,P012600,1.017,-3,0,3
1,PMT,P002020,P011966,P012599,3.083,2,5,3
1,PMT,P002020,P011966,P012600,6.401,6,15,9
1,PMT,P002020,P012599,P012600,2.517,0,5,5
1,PMT,P002644,P011066,P011943,4.283,-2,10,12
1,PMT,P002644,P011066,P011944,8.933,9,23,14
1,PMT,P002644,P011066,P011947,0.966,-5,0,5
1,PMT,P002644,P011066,P012599,4.516,2,8,6
1,PMT,P002644,P011066,P012600,1.634,0,5,5
1,PMT,P002644,P011066,P012601,0.667,1,3,2
1,PMT,P002644,P011943,P011944,7.533,-1,15,16
1,PMT,P002644,P011943,P011947,2.45,-1,8,9
1,PMT,P002644,P011943,P011966,8.934,6,22,16
1,PMT,P002644,P011943,P012600,3.234,6,9,3
1,PMT,P002644,P011944,P011966,4.266,-2,5,7
1,PMT,P002644,P011944,P012599,4.299,6,8,2
1,PMT,P002644,P011944,P012600,1.367,2,5,3
1,PMT,P002644,P011944,P012601,0.667,1,3,2
1,PMT,P002644,P011947,P011966,3.417,-1,8,9
1,PMT,P002644,P011947,P012599,0.783,-2,0,2
1,PMT,P002644,P011947,P012600,1.15,-3,0,3
1,PMT,P002644,P011947,P012601,0.133,0,0,0
1,PMT,P002644,P011966,P012599,5.333,4,9,5
1,PMT,P002644,P011966,P012600,8.884,7,18,11
1,PMT,P002644,P011966,P012601,0.133,0,0,0
1,PMT,P002644,P012599,P012600,4.767,2,9,7
1,PMT,P002644,P012600,P012601,0.8,1,3,2
1,PMT,P011066,P011823,P011944,7.433,3,21,18
1,PMT,P011066,P011823,P011947,2.367,2,6,4
1,PMT,P011066,P011823,P012599,13.416,11,39,28
1,PMT,P011066,P011823,P012600,4.75,10,16,6
1,PMT,P011066,P011823,P012601,0.567,2,2,0
1,PMT,P011066,P011943,P011944,4.1,1,10,9
1,PMT,P011066,P011943,P011947,0.183,-3,0,3
1,PMT,P011066,P011944,P012599,10.332,7,27,20
1,PMT,P011066,P011944,P012600,1.934,4,7,3
1,PMT,P011066,P011944,P012601,1.234,3,5,2
1,PMT,P011066,P011947,P012599,3.15,0,6,6
1,PMT,P011066,P012599,P012600,4.45,6,14,8
1,PMT,P011066,P012600,P012601,1.234,3,5,2
1,PMT,P011823,P011943,P011966,0.067,2,2,0
1,PMT,P011823,P011943,P012600,0.067,2,2,0
1,PMT,P011823,P011944,P012599,6.866,1,19,18
1,PMT,P011823,P011944,P012600,0.567,2,2,0
1,PMT,P011823,P011944,P012601,0.567,2,2,0
1,PMT,P011823,P011947,P012599,2.367,2,6,4
1,PMT,P011823,P011966,P012599,0.367,-4,0,4
1,PMT,P011823,P011966,P012600,0.434,-2,2,4
1,PMT,P011823,P012599,P012600,4.55,4,14,10
1,PMT,P011823,P012600,P012601,0.567,2,2,0
1,PMT,P011943,P011944,P011966,3.433,-2,5,7
1,PMT,P011943,P011947,P011966,2.267,2,8,6
1,PMT,P011943,P011966,P012600,3.301,8,11,3
1,PMT,P011944,P011966,P012599,0.833,0,0,0
1,PMT,P011944,P012600,P012601,1.234,3,5,2
1,PMT,P011947,P011966,P012600,1.15,-3,0,3
1,PMT,P011947,P011966,P012601,0.133,0,0,0
1,PMT,P011947,P012600,P012601,0.133,0,0,0
1,PMT,P011966,P012599,P012600,4.867,0,9,9
1,PMT,P011966,P012600,P012601,0.133,0,0,0
2,LLI,P004479,P004773,P005247,4.7,1,9,8
2,LLI,P004479,P004773,P006600,4.6,-6,4,10
2,LLI,P004479,P004773,P009649,4.6,-6,4,10
2,LLI,P004479,P004773,P009680,2.767,-4,4,8
2,LLI,P004479,P004773,P012020,4.7,1,9,8
2,LLI,P004479,P004773,P012586,6.533,-1,9,10
2,LLI,P004479,P005247,P006600,2.75,4,4,0
2,LLI,P004479,P005247,P009649,3.8,7,9,2
2,LLI,P004479,P005247,P009680,6.55,6,14,8
2,LLI,P004479,P005247,P012020,9.533,14,24,10
2,LLI,P004479,P005247,P012585,3.783,10,10,0
2,LLI,P004479,P005247,P012586,5.733,12,14,2
2,LLI,P004479,P006600,P009649,12.984,-8,17,25
2,LLI,P004479,P006600,P009680,2.75,-3,2,5
2,LLI,P004479,P006600,P012585,7.7,-2,13,15
2,LLI,P004479,P006600,P012586,11.267,-3,17,20
2,LLI,P004479,P009649,P009680,3.267,-2,5,7
2,LLI,P004479,P009649,P012020,3.633,8,12,4
2,LLI,P004479,P009649,P012585,8.217,-1,16,17
2,LLI,P004479,P009649,P012586,13.35,2,24,22
2,LLI,P004479,P009680,P012020,7.067,7,17,10
2,LLI,P004479,P009680,P012585,7.05,8,15,7
2,LLI,P004479,P012020,P012585,4.3,11,13,2
2,LLI,P004479,P012020,P012586,4.016,10,12,2
2,LLI,P004479,P012585,P012586,4.95,1,11,10
2,LLI,P004773,P005247,P006600,1.7,-3,3,6
2,LLI,P004773,P005247,P009680,8.55,-6,16,22
2,LLI,P004773,P005247,P012020,8.783,2,18,16
2,LLI,P004773,P005247,P012586,7.716,3,17,14
2,LLI,P004773,P006600,P009649,6.367,-6,6,12
2,LLI,P004773,P006600,P009680,2.0,-3,3,6
2,LLI,P004773,P006600,P012585,1.467,0,2,2
2,LLI,P004773,P006600,P012586,8.067,-9,9,18
2,LLI,P004773,P009649,P009680,0.717,0,0,0
2,LLI,P004773,P009649,P012020,0.417,0,0,0
2,LLI,P004773,P009649,P012585,1.467,0,2,2
2,LLI,P004773,P009649,P012586,6.784,-6,6,12
2,LLI,P004773,P009680,P012020,7.267,-3,13,16
2,LLI,P004773,P009680,P012586,6.5,-2,12,14
2,LLI,P004773,P012020,P012586,6.433,6,14,8
2,LLI,P004773,P012585,P012586,1.467,0,2,2
2,LLI,P005247,P006600,P009649,2.917,6,6,0
2,LLI,P005247,P006600,P009680,4.766,-3,10,13
2,LLI,P005247,P006600,P012585,4.266,4,11,7
2,LLI,P005247,P006600,P012586,6.65,1,14,13
2,LLI,P005247,P009649,P012020,3.733,2,10,8
2,LLI,P005247,P009649,P012585,2.85,1,7,6
2,LLI,P005247,P009649,P012586,6.65,8,16,8
2,LLI,P005247,P009680,P012020,9.6,5,21,16
2,LLI,P005247,P009680,P012585,5.816,8,15,7
2,LLI,P005247,P009680,P012586,7.816,-4,17,21
2,LLI,P005247,P012020,P012585,4.4,5,11,6
2,LLI,P005247,P012020,P012586,9.749,8,24,16
2,LLI,P005247,P012585,P012586,4.883,-1,12,13
2,LLI,P006600,P009649,P009680,2.667,-5,0,5
2,LLI,P006600,P009649,P012585,9.984,0,17,17
2,LLI,P006600,P009649,P012586,14.884,1,23,22
2,LLI,P006600,P009680,P012585,5.433,-5,7,12
2,LLI,P006600,P009680,P012586,4.683,-5,8,13
2,LLI,P006600,P012585,P012586,10.3,3,22,19
2,LLI,P009649,P009680,P012020,3.367,2,7,5
2,LLI,P009649,P009680,P012585,5.317,-3,7,10
2,LLI,P009649,P009680,P012586,2.767,-1,2,3
2,LLI,P009649,P012020,P012585,4.6,-1,10,11
2,LLI,P009649,P012020,P012586,5.55,1,12,11
2,LLI,P009649,P012585,P012586,11.317,1,22,21
2,LLI,P009680,P012020,P012585,5.7,10,15,5
2,LLI,P009680,P012020,P012586,5.9,0,11,11
2,LLI,P009680,P012585,P012586,4.083,-3,7,10
2,LLI,P012020,P012585,P012586,3.05,-4,5,9
2,VNC,P003759,P004117,P004381,0.867,-2,0,2
2,VNC,P003759,P004117,P009400,0.867,-2,0,2
2,VNC,P003759,P004117,P011909,1.35,0,4,4
2,VNC,P003759,P004117,P012587,1.35,0,4,4
2,VNC,P003759,P004117,P012590,2.217,-2,4,6
2,VNC,P003759,P004381,P009400,1.9,-4,0,4
2,VNC,P003759,P004381,P011909,17.417,8,38,30
2,VNC,P003759,P004381,P011928,18.45,6,38,32
2,VNC,P003759,P004381,P012590,0.867,-2,0,2
2,VNC,P003759,P004381,P012591,18.45,6,38,32
2,VNC,P003759,P009400,P011928,1.033,-2,0,2
2,VNC,P003759,P009400,P012590,0.867,-2,0,2
2,VNC,P003759,P009400,P012591,1.033,-2,0,2
2,VNC,P003759,P011909,P011928,19.884,12,44,32
2,VNC,P003759,P011909,P012587,3.817,4,10,6
2,VNC,P003759,P011909,P012590,3.817,4,10,6
2,VNC,P003759,P011909,P012591,17.417,8,38,30
2,VNC,P003759,P011928,P012587,2.467,4,6,2
2,VNC,P003759,P011928,P012590,2.467,4,6,2
2,VNC,P003759,P011928,P012591,18.45,6,38,32
2,VNC,P003759,P012587,P012590,3.817,4,10,6
2,VNC,P004117,P004381,P009400,1.75,-5,2,7
2,VNC,P004117,P004381,P011909,6.917,0,11,11
2,VNC,P004117,P004381,P011928,6.917,0,11,11
2,VNC,P004117,P004381,P012590,2.984,-1,3,4
2,VNC,P004117,P004381,P012591,3.917,2,6,4
2,VNC,P004117,P009400,P011909,2.583,-2,5,7
2,VNC,P004117,P009400,P011928,9.9,-16,12,28
2,VNC,P004117,P009400,P012587,6.35,-14,5,19
2,VNC,P004117,P009400,P012590,9.884,-15,10,25
2,VNC,P004117,P009400,P012591,0.967,0,2,2
2,VNC,P004117,P011909,P011928,8.617,1,14,13
2,VNC,P004117,P011909,P012587,1.35,0,4,4
2,VNC,P004117,P011909,P012590,5.167,2,10,8
2,VNC,P004117,P011909,P012591,3.917,2,6,4
2,VNC,P004117,P011928,P012587,6.35,-14,5,19
2,VNC,P004117,P011928,P012590,11.134,-12,13,25
2,VNC,P004117,P011928,P012591,4.884,2,8,6
2,VNC,P004117,P012587,P012590,7.7,-14,9,23
2,VNC,P004117,P012590,P012591,0.967,0,2,2
2,VNC,P004381,P009400,P011909,1.816,-5,2,7
2,VNC,P004381,P009400,P011928,2.849,-7,2,9
2,VNC,P004381,P009400,P012590,0.867,-2,0,2
2,VNC,P004381,P009400,P012591,1.966,-4,0,4
2,VNC,P004381,P011909,P011928,25.267,6,49,43
2,VNC,P004381,P011909,P012590,2.117,1,3,2
2,VNC,P004381,P011909,P012591,22.267,8,44,36
2,VNC,P004381,P011928,P012590,2.117,1,3,2
2,VNC,P004381,P011928,P012591,23.3,6,44,38
2,VNC,P009400,P011909,P011928,3.516,-4,5,9
2,VNC,P009400,P011909,P012590,1.7,1,3,2
2,VNC,P009400,P011909,P012591,0.933,-2,0,2
2,VNC,P009400,P011928,P012587,6.35,-14,5,19
2,VNC,P009400,P011928,P012590,9.017,-13,10,23
2,VNC,P009400,P011928,P012591,2.933,-4,2,6
2,VNC,P009400,P012587,P012590,6.35,-14,5,19
2,VNC,P009400,P012590,P012591,0.967,0,2,2
2,VNC,P011909,P011928,P012587,2.467,4,6,2
2,VNC,P011909,P011928,P012590,6.284,6,12,6
2,VNC,P011909,P011928,P012591,22.267,8,44,36
2,VNC,P011909,P012587,P012590,3.817,4,10,6
2,VNC,P011928,P012587,P012590,8.817,-10,11,21
2,VNC,P011928,P012590,P012591,0.967,0,2,2
3,PRS,P003481,P005793,P012608,2.183,-5,3,8
3,PRS,P003481,P005793,P012609,7.666,1,22,21
3,PRS,P003481,P005793,P012611,7.666,1,22,21
3,PRS,P003481,P005793,P012640,5.483,6,19,13
3,PRS,P003481,P012608,P012609,2.183,-5,3,8
3,PRS,P003481,P012608,P012611,2.183,-5,3,8
3,PRS,P003481,P012609,P012610,0.733,1,2,1
3,PRS,P003481,P012609,P012611,16.366,7,41,34
3,PRS,P003481,P012609,P012613,7.967,5,17,12
3,PRS,P003481,P012609,P012640,14.183,12,38,26
3,PRS,P003481,P012610,P012611,0.733,1,2,1
3,PRS,P003481,P012610,P012640,0.733,1,2,1
3,PRS,P003481,P012611,P012613,7.967,5,17,12
3,PRS,P003481,P012611,P012640,14.183,12,38,26
3,PRS,P003481,P012613,P012640,7.967,5,17,12
3,PRS,P004512,P005793,P011887,5.017,7,18,11
3,PRS,P004512,P005793,P012608,10.8,8,30,22
3,PRS,P004512,P005793,P012609,0.533,-3,0,3
3,PRS,P004512,P005793,P012610,10.8,8,30,22
3,PRS,P004512,P005793,P012611,5.25,4,12,8
3,PRS,P004512,P011887,P012608,10.5,15,33,18
3,PRS,P004512,P011887,P012610,10.5,15,33,18
3,PRS,P004512,P011887,P012613,5.483,8,15,7
3,PRS,P004512,P012608,P012609,1.233,1,4,3
3,PRS,P004512,P012608,P012610,16.983,20,49,29
3,PRS,P004512,P012608,P012611,5.25,4,12,8
3,PRS,P004512,P012608,P012613,6.183,12,19,7
3,PRS,P004512,P012609,P012610,1.233,1,4,3
3,PRS,P004512,P012609,P012613,0.7,4,4,0
3,PRS,P004512,P012610,P012611,5.25,4,12,8
3,PRS,P004512,P012610,P012613,6.183,12,19,7
3,PRS,P005793,P011887,P012608,5.217,7,18,11
3,PRS,P005793,P011887,P012609,0.2,0,0,0
3,PRS,P005793,P011887,P012610,5.217,7,18,11
3,PRS,P005793,P012608,P012609,4.816,-8,8,16
3,PRS,P005793,P012608,P012610,12.467,12,34,22
3,PRS,P005793,P012608,P012611,7.433,-1,15,16
3,PRS,P005793,P012608,P012613,3.367,4,9,5
3,PRS,P005793,P012608,P012640,3.367,4,9,5
3,PRS,P005793,P012609,P012610,0.733,-3,0,3
3,PRS,P005793,P012609,P012611,7.666,1,22,21
3,PRS,P005793,P012609,P012613,1.9,0,5,5
3,PRS,P005793,P012609,P012640,7.383,6,24,18
3,PRS,P005793,P012610,P012611,5.25,4,12,8
3,PRS,P005793,P012610,P012613,1.467,4,4,0
3,PRS,P005793,P012610,P012640,1.467,4,4,0
3,PRS,P005793,P012611,P012640,5.483,6,19,13
3,PRS,P005793,P012613,P012640,3.367,4,9,5
3,PRS,P010801,P011551,P011887,1.533,-3,0,3
3,PRS,P010801,P011551,P012610,1.533,-3,0,3
3,PRS,P010801,P011551,P012640,1.533,-3,0,3
3,PRS,P010801,P011887,P012609,1.417,-2,5,7
3,PRS,P010801,P011887,P012610,1.533,-3,0,3
3,PRS,P010801,P011887,P012613,1.417,-2,5,7
3,PRS,P010801,P011887,P012640,2.95,-5,5,10
3,PRS,P010801,P012609,P012611,0.133,1,1,0
3,PRS,P010801,P012609,P012613,1.55,-1,6,7
3,PRS,P010801,P012609,P012640,1.55,-1,6,7
3,PRS,P010801,P012610,P012640,1.533,-3,0,3
3,PRS,P010801,P012611,P012613,0.133,1,1,0
3,PRS,P010801,P012611,P012640,0.133,1,1,0
3,PRS,P010801,P012613,P012640,1.55,-1,6,7
3,PRS,P011551,P011887,P012610,1.533,-3,0,3
3,PRS,P011551,P011887,P012640,1.533,-3,0,3
3,PRS,P011551,P012610,P012640,1.533,-3,0,3
3,PRS,P011887,P012608,P012609,0.2,0,0,0
3,PRS,P011887,P012608,P012610,10.7,15,33,18
3,PRS,P011887,P012608,P012613,5.483,8,15,7
3,PRS,P011887,P012609,P012610,0.2,0,0,0
3,PRS,P011887,P012609,P012613,1.417,-2,5,7
3,PRS,P011887,P012609,P012640,1.417,-2,5,7
3,PRS,P011887,P012610,P012613,5.483,8,15,7
3,PRS,P011887,P012610,P012640,1.533,-3,0,3
3,PRS,P011887,P012613,P012640,1.417,-2,5,7
3,PRS,P012608,P012609,P012610,1.433,1,4,3
3,PRS,P012608,P012609,P012611,2.183,-5,3,8
3,PRS,P012608,P012609,P012613,2.6,4,9,5
3,PRS,P012608,P012609,P012640,1.9,0,5,5
3,PRS,P012608,P012610,P012611,5.25,4,12,8
3,PRS,P012608,P012610,P012613,7.65,16,23,7
3,PRS,P012608,P012610,P012640,1.467,4,4,0
3,PRS,P012608,P012613,P012640,3.367,4,9,5
3,PRS,P012609,P012610,P012611,0.733,1,2,1
3,PRS,P012609,P012610,P012613,0.7,4,4,0
3,PRS,P012609,P012610,P012640,0.733,1,2,1
3,PRS,P012609,P012611,P012613,8.1,6,18,12
3,PRS,P012609,P012611,P012640,14.316,13,39,26
3,PRS,P012609,P012613,P012640,11.417,4,28,24
3,PRS,P012610,P012611,P012640,0.733,1,2,1
3,PRS,P012610,P012613,P012640,1.467,4,4,0
3,PRS,P012611,P012613,P012640,8.1,6,18,12
3,WOL,P002333,P002387,P005516,6.667,-4,15,19
3,WOL,P002333,P002387,P006154,7.134,0,19,19
3,WOL,P002333,P002387,P008104,3.4,-6,8,14
3,WOL,P002333,P002387,P011150,8.201,-4,19,23
3,WOL,P002333,P002387,P012577,2.0,-7,2,9
3,WOL,P002333,P005516,P006154,7.45,6,16,10
3,WOL,P002333,P005516,P006907,1.533,3,3,0
3,WOL,P002333,P005516,P008104,1.633,-3,2,5
3,WOL,P002333,P005516,P011150,6.984,-1,13,14
3,WOL,P002333,P005516,P012577,4.083,-4,5,9
3,WOL,P002333,P006154,P006907,3.083,4,10,6
3,WOL,P002333,P006154,P008104,4.717,-2,13,15
3,WOL,P002333,P006154,P011150,9.934,1,26,25
3,WOL,P002333,P006154,P012577,2.083,3,3,0
3,WOL,P002333,P006907,P008104,2.25,1,7,6
3,WOL,P002333,P006907,P011150,1.55,1,7,6
3,WOL,P002333,P006907,P012577,0.833,3,3,0
3,WOL,P002333,P008104,P011150,4.017,-2,13,15
3,WOL,P002333,P008104,P012577,0.933,-3,2,5
3,WOL,P002333,P011150,P012577,2.317,-4,0,4
3,WOL,P002387,P004229,P006154,0.4,0,0,0
3,WOL,P002387,P004229,P008104,5.7,-4,7,11
3,WOL,P002387,P004229,P011150,5.7,-4,7,11
3,WOL,P002387,P004229,P012577,5.3,-4,7,11
3,WOL,P002387,P004645,P005516,0.667,-2,0,2
3,WOL,P002387,P004645,P006154,0.667,-2,0,2
3,WOL,P002387,P004645,P011150,0.667,-2,0,2
3,WOL,P002387,P005516,P006154,7.734,-1,19,20
3,WOL,P002387,P005516,P008104,2.7,-9,4,13
3,WOL,P002387,P005516,P011150,12.584,-8,25,33
3,WOL,P002387,P005516,P012576,8.15,-11,14,25
3,WOL,P002387,P005516,P012577,7.95,-16,10,26
3,WOL,P002387,P006154,P008104,6.617,-10,13,23
3,WOL,P002387,P006154,P011150,13.151,-7,32,39
3,WOL,P002387,P006154,P012576,5.65,-7,13,20
3,WOL,P002387,P006154,P012577,0.2,0,0,0
3,WOL,P002387,P008104,P011150,14.434,-16,26,42
3,WOL,P002387,P008104,P012576,8.034,-15,15,30
3,WOL,P002387,P008104,P012577,10.517,-15,17,32
3,WOL,P002387,P011150,P012576,12.45,-14,25,39
3,WOL,P002387,P011150,P012577,13.867,-17,19,36
3,WOL,P002387,P012576,P012577,8.967,-13,14,27
3,WOL,P004229,P006154,P008104,0.4,0,0,0
3,WOL,P004229,P006154,P011150,0.4,0,0,0
3,WOL,P004229,P008104,P011150,5.7,-4,7,11
3,WOL,P004229,P008104,P012577,5.3,-4,7,11
3,WOL,P004229,P011150,P012577,5.3,-4,7,11
3,WOL,P004645,P005516,P006154,3.033,-3,6,9
3,WOL,P004645,P005516,P008104,1.433,0,5,5
3,WOL,P004645,P005516,P011150,1.6,-3,1,4
3,WOL,P004645,P005516,P012576,2.366,-1,6,7
3,WOL,P004645,P006154,P008104,1.433,0,5,5
3,WOL,P004645,P006154,P011150,1.6,-3,1,4
3,WOL,P004645,P006154,P012576,2.366,-1,6,7
3,WOL,P004645,P008104,P012576,1.433,0,5,5
3,WOL,P004645,P011150,P012576,0.933,-1,1,2
3,WOL,P005516,P006154,P006907,1.533,3,3,0
3,WOL,P005516,P006154,P008104,4.7,1,10,9
3,WOL,P005516,P006154,P011150,9.867,2,22,20
3,WOL,P005516,P006154,P012576,7.483,2,19,17
3,WOL,P005516,P006154,P012577,5.0,8,10,2
3,WOL,P005516,P006907,P008104,0.7,0,0,0
3,WOL,P005516,P006907,P012577,0.833,3,3,0
3,WOL,P005516,P008104,P011150,0.667,-2,0,2
3,WOL,P005516,P008104,P012576,5.934,-5,12,17
3,WOL,P005516,P008104,P012577,4.934,-6,9,15
3,WOL,P005516,P011150,P012576,8.433,-6,15,21
