Gamecode,CODETEAM,J1,TIME,DELTA_SCORE,OFF,DEF
20,HAM,P003242,23.367,-7,51,58
20,HAM,P006006,12.767,-11,23,34
20,HAM,P006420,10.517,-21,13,34
20,HAM,P010070,17.2,-20,27,47
20,HAM,P011256,17.466,-17,36,53
20,HAM,P012695,6.817,-19,5,24
20,HAM,P013308,18.767,-14,36,50
20,HAM,P013309,24.85,-10,50,60
20,HAM,P013311,18.35,-13,34,47
20,HAM,P013312,29.183,-4,65,69
20,HAM,P013313,20.716,1,50,49
20,PAM,P004548,9.9,6,24,18
20,PAM,P004863,15.866,18,45,27
20,PAM,P005356,13.617,14,38,24
20,PAM,P006643,17.017,19,50,31
20,PAM,P007527,20.249,13,55,42
20,PAM,P009864,12.95,-7,25,32
20,PAM,P010042,23.584,4,55,51
20,PAM,P010393,22.635,9,59,50
20,PAM,P010444,13.783,14,40,26
20,PAM,P011980,17.365,18,46,28
20,PAM,P011982,19.767,7,48,41
20,PAM,P012738,13.267,20,40,20
21,JOV,P002361,18.598,9,42,33
21,JOV,P002507,23.515,-1,37,38
21,JOV,P004834,16.482,6,41,35
21,JOV,P005099,21.698,1,50,49
21,JOV,P006771,3.116,-1,5,6
21,JOV,P010161,15.716,-3,22,25
21,JOV,P012349,8.449,-8,13,21
21,JOV,P012740,27.498,6,62,56
21,JOV,P013285,27.198,13,53,40
21,JOV,P013286,6.2,-7,3,10
21,JOV,P013287,31.515,10,62,52
21,TSO,P003885,19.368,5,44,39
21,TSO,P008790,18.3,-3,35,38
21,TSO,P009649,33.051,5,66,61
21,TSO,P012019,29.0,-9,48,57
21,TSO,P013292,2.4,-6,3,9
21,TSO,P013293,10.301,-5,16,21
21,TSO,P013295,26.101,10,48,38
21,TSO,P013296,18.767,1,33,32
21,TSO,P013297,23.567,-13,34,47
21,TSO,P013298,19.15,-10,38,48
22,ULM,P006245,27.285,16,67,51
22,ULM,P006997,24.885,1,51,50
22,ULM,P007952,10.652,3,26,23
22,ULM,P010726,15.501,11,41,30
22,ULM,P011391,30.735,22,78,56
22,ULM,P011437,18.201,6,36,30
22,ULM,P012077,18.836,10,48,38
22,ULM,P012602,5.334,1,11,10
22,ULM,P013290,36.636,15,87,72
22,ULM,P013291,11.95,5,25,20
22,WOL,P004645,18.834,-14,31,45
22,WOL,P005516,31.833,-9,61,70
22,WOL,P006546,28.3,-11,56,67
22,WOL,P008186,14.199,-12,19,31
22,WOL,P009306,3.466,-2,8,10
22,WOL,P011248,27.766,-17,51,68
22,WOL,P012003,25.332,-7,50,57
22,WOL,P012577,25.748,-6,56,62
22,WOL,P012789,24.517,-12,48,60
23,BES,P003783,11.65,-1,26,27
23,BES,P007914,27.2,2,64,62
23,BES,P008945,25.516,-2,61,63
23,BES,P009680,16.45,-10,29,39
23,BES,P010652,14.501,11,40,29
23,BES,P011379,20.016,-22,38,60
23,BES,P011924,28.5,-13,62,75
23,BES,P011927,28.1,-4,65,69
23,BES,P013255,28.067,-31,50,81
23,HTA,P001927,28.148,37,84,47
23,HTA,P004846,30.482,24,85,61
23,HTA,P005181,6.934,-11,12,23
23,HTA,P010386,26.283,8,68,60
23,HTA,P010465,5.5,-11,7,18
23,HTA,P010550,24.333,2,56,54
23,HTA,P011157,26.033,36,78,42
23,HTA,P011386,10.6,-17,16,33
23,HTA,P012096,13.183,-22,21,43
23,HTA,P013284,28.499,24,78,54
24,BAH,P003840,18.517,-6,31,37
24,BAH,P004172,22.751,1,32,31
24,BAH,P009601,17.817,1,27,26
24,BAH,P011192,34.101,-2,60,62
24,BAH,P011201,23.333,1,38,37
24,BAH,P011821,21.484,-3,28,31
24,BAH,P011823,23.485,-5,39,44
24,BAH,P012405,10.467,8,14,6
24,BAH,P012711,28.05,-10,46,56
24,CAN,P003425,23.966,17,52,35
24,CAN,P005005,5.067,-6,0,6
24,CAN,P006588,24.016,-14,34,48
24,CAN,P007560,3.6,-3,7,10
24,CAN,P008121,29.432,16,60,44
24,CAN,P008966,20.116,21,43,22
24,CAN,P010452,19.4,13,38,25
24,CAN,P010623,16.216,-14,14,28
24,CAN,P011251,24.899,13,50,37
24,CAN,P012016,16.1,-14,17,31
24,CAN,P012095,17.183,-14,15,29
25,BUD,P004222,11.751,10,24,14
25,BUD,P005637,25.349,22,58,36
25,BUD,P006561,14.801,1,26,25
25,BUD,P006566,15.733,7,32,25
25,BUD,P008325,20.733,2,44,42
25,BUD,P010307,7.2,2,19,17
25,BUD,P011150,25.916,24,60,36
25,BUD,P011281,26.134,16,57,41
25,BUD,P012606,18.2,4,34,30
25,BUD,P012630,13.05,4,27,23
25,BUD,P013258,14.0,5,28,23
25,BUD,P013259,7.133,8,16,8
25,TRN,P005438,16.183,-5,27,32
25,TRN,P006382,12.8,-2,16,18
25,TRN,P006724,19.567,-9,32,41
25,TRN,P012593,29.717,-19,49,68
25,TRN,P012687,21.3,-34,22,56
25,TRN,P013269,24.285,-10,40,50
25,TRN,P013270,20.101,-2,38,40
25,TRN,P013271,29.935,-9,54,63
25,TRN,P013272,26.117,-15,42,57
26,HAM,P003242,23.967,-12,43,55
26,HAM,P006006,17.783,-14,25,39
26,HAM,P006420,15.45,-7,20,27
26,HAM,P010070,11.099,4,21,17
26,HAM,P011256,26.15,-10,52,62
26,HAM,P012695,22.917,-6,49,55
26,HAM,P013308,24.635,-21,33,54
26,HAM,P013309,26.599,-2,55,57
26,HAM,P013310,6.85,1,18,17
26,HAM,P013312,24.55,-8,54,62
26,JER,P006625,21.783,15,51,36
26,JER,P009879,13.533,-5,25,30
26,JER,P010431,19.066,5,35,30
26,JER,P010587,26.917,21,67,46
26,JER,P011970,27.815,8,66,58
26,JER,P013276,18.133,-4,38,42
26,JER,P013277,24.284,14,58,44
26,JER,P013278,23.266,14,53,39
26,JER,P013279,13.248,3,26,23
26,JER,P013281,11.95,4,26,22
27,CLU,P002820,24.568,-9,54,63
27,CLU,P004862,23.385,-8,49,57
27,CLU,P005714,18.967,0,43,43
27,CLU,P006618,23.351,2,62,60
27,CLU,P010651,13.883,-6,35,41
27,CLU,P011797,15.016,5,47,42
27,CLU,P011801,18.467,-2,48,50
27,CLU,P012698,22.667,-8,57,65
27,CLU,P013302,23.201,-8,51,59
27,CLU,P013304,16.5,-11,34,45
27,PAM,P004863,20.433,7,62,55
27,PAM,P005356,21.832,28,79,51
27,PAM,P006643,8.017,-4,21,25
27,PAM,P007527,23.251,-5,52,57
27,PAM,P009864,11.65,5,31,26
27,PAM,P010042,22.882,0,49,49
27,PAM,P010393,23.133,-4,53,57
27,PAM,P010444,14.449,5,40,35
27,PAM,P010750,4.333,-1,7,8
27,PAM,P011980,14.349,8,43,35
27,PAM,P011982,25.699,11,66,55
27,PAM,P012738,9.967,-5,22,27
28,BOU,P004525,22.017,8,48,40
28,BOU,P004945,7.183,10,20,10
28,BOU,P006904,15.7,13,36,23
28,BOU,P009552,19.834,12,46,34
28,BOU,P009556,14.267,14,34,20
28,BOU,P010449,24.301,9,52,43
28,BOU,P010450,17.717,20,44,24
28,BOU,P011837,17.684,8,36,28
28,BOU,P013264,18.784,13,43,30
28,BOU,P013265,23.967,5,47,42
28,BOU,P013266,18.551,-2,34,36
28,VNC,P005177,23.049,-19,41,60
28,VNC,P005404,32.866,-9,57,66
28,VNC,P006571,8.167,-18,10,28
28,VNC,P008052,23.099,-33,35,68
28,VNC,P009400,26.583,-12,38,50
28,VNC,P011928,24.066,-5,38,43
28,VNC,P012796,27.549,3,51,48
28,VNC,P013305,34.616,-17,60,77
29,LJU,P003452,23.533,-17,40,57
29,LJU,P003703,30.549,-13,50,63
29,LJU,P009392,11.15,3,21,18
29,LJU,P009431,12.183,0,23,23
29,LJU,P009753,12.867,-9,19,28
29,LJU,P011261,13.517,5,26,21
29,LJU,P012042,26.834,-8,45,53
29,LJU,P012700,22.168,-3,38,41
29,LJU,P012996,15.516,-5,26,31
29,LJU,P013260,20.433,2,39,37
29,LJU,P013263,11.25,5,23,18
29,TTK,P004056,12.449,5,27,22
29,TTK,P004619,3.25,-3,7,10
29,TTK,P006598,29.816,7,59,52
29,TTK,P007917,7.733,-2,11,13
29,TTK,P009025,35.282,10,71,61
29,TTK,P010811,0.667,-1,1,2
29,TTK,P011935,31.516,3,61,58
29,TTK,P011973,34.349,13,69,56
29,TTK,P012259,8.7,0,20,20
29,TTK,P012415,11.7,5,16,11
29,TTK,P013300,24.533,3,48,45
30,ARI,P003240,26.135,12,60,48
30,ARI,P004292,22.049,9,52,43
30,ARI,P008084,20.717,7,38,31
30,ARI,P013248,13.133,-2,18,20
30,ARI,P013249,16.716,3,37,34
30,ARI,P013250,21.117,13,49,36
30,ARI,P013251,22.199,13,53,40
30,ARI,P013252,7.85,10,25,15
30,ARI,P013355,19.017,10,49,39
30,ARI,P013356,19.283,11,54,43
30,ARI,P013360,0.95,0,0,0
30,ARI,P013375,10.834,4,25,21
30,LKB,P005521,23.533,-7,46,53
30,LKB,P005656,24.066,-12,39,51
30,LKB,P006212,14.384,1,31,30
30,LKB,P006586,19.833,-20,32,52
30,LKB,P009299,26.784,-11,47,58
30,LKB,P009898,19.8,-10,38,48
30,LKB,P010461,23.783,-15,43,58
30,LKB,P013247,20.2,-8,36,44
30,LKB,PLXI,27.617,-8,58,66
34,BES,P003783,15.651,13,42,29
34,BES,P007914,17.665,-4,37,41
34,BES,P008945,21.751,37,68,31
34,BES,P009680,18.383,4,42,38
34,BES,P010652,16.883,18,44,26
34,BES,P011379,21.099,13,54,41
34,BES,P011924,21.949,22,59,37
34,BES,P011927,23.633,31,74,43
34,BES,P011936,21.166,17,58,41
34,BES,P012233,2.399,-2,6,8
34,BES,P012624,1.616,0,4,4
34,BES,P013255,17.8,16,47,31
34,ULM,P006245,16.767,-25,30,55
34,ULM,P006997,17.468,-18,36,54
34,ULM,P007952,10.733,-22,10,32
34,ULM,P010582,21.283,-20,39,59
34,ULM,P010726,17.917,1,42,41
34,ULM,P011391,24.716,-8,50,58
34,ULM,P011437,28.784,-23,49,72
34,ULM,P012602,10.133,0,20,20
34,ULM,P013289,19.417,-1,45,46
34,ULM,P013290,25.119,-32,42,74
34,ULM,P013291,7.668,-17,7,24
33,CAN,P003425,29.367,-8,50,58
33,CAN,P005005,14.117,-7,21,28
33,CAN,P006588,26.467,2,50,48
33,CAN,P008121,25.883,-6,45,51
33,CAN,P008966,16.933,-7,28,35
33,CAN,P010452,16.633,-18,19,37
33,CAN,P010623,10.633,-5,16,21
33,CAN,P011251,24.416,-5,45,50
33,CAN,P012016,19.967,-3,35,38
33,CAN,P012095,15.584,-8,21,29
33,HTA,P001927,27.166,14,59,45
33,HTA,P004846,19.617,2,36,34
33,HTA,P005181,16.883,4,32,28
33,HTA,P009877,6.266,4,13,9
33,HTA,P010386,23.116,9,47,38
33,HTA,P010550,30.516,9,60,51
33,HTA,P011157,16.949,12,37,25
33,HTA,P012096,30.816,6,60,54
33,HTA,P013284,28.666,5,51,46
37,LJU,P003452,28.033,10,59,49
37,LJU,P003703,25.151,-8,43,51
37,LJU,P009392,14.467,14,36,22
37,LJU,P009431,15.801,5,31,26
37,LJU,P009753,23.816,11,48,37
37,LJU,P011261,2.75,2,6,4
37,LJU,P012042,25.199,-5,46,51
37,LJU,P012700,28.033,-9,47,56
37,LJU,P013260,22.1,-1,39,40
37,LJU,P013263,14.65,1,25,24
37,LKB,P005113,25.867,17,56,39
37,LKB,P005521,15.834,-16,16,32
37,LKB,P005656,25.348,10,51,41
37,LKB,P006212,6.517,-7,8,15
37,LKB,P006586,17.083,1,33,32
37,LKB,P009299,26.849,6,54,48
37,LKB,P009898,24.233,-6,47,53
37,LKB,P010181,0.15,0,0,0
37,LKB,P010461,14.099,-20,16,36
37,LKB,P013247,28.715,12,58,46
37,LKB,PLXI,15.3,-17,21,38
38,BOU,P004525,24.3,1,38,37
38,BOU,P004945,5.216,0,8,8
38,BOU,P006904,15.716,3,25,22
38,BOU,P009552,15.967,8,33,25
38,BOU,P009556,11.267,7,21,14
38,BOU,P010449,22.717,-1,40,41
38,BOU,P010450,21.5,10,43,33
38,BOU,P011837,21.55,-3,28,31
38,BOU,P013264,18.033,2,33,31
38,BOU,P013265,18.733,-8,26,34
38,BOU,P013266,25.001,1,40,39
38,TTK,P004056,12.699,-2,27,29
38,TTK,P004619,10.6,2,19,17
38,TTK,P006598,18.983,2,30,28
38,TTK,P007917,19.317,-12,24,36
38,TTK,P009025,38.2,0,63,63
38,TTK,P011935,11.816,-8,14,22
38,TTK,P011973,30.817,4,51,47
38,TTK,P012259,14.25,0,23,23
38,TTK,P012415,14.251,-9,20,29
38,TTK,P013300,29.067,3,44,41
40,CLU,P002820,19.467,19,54,35
40,CLU,P004862,19.433,17,50,33
40,CLU,P005714,15.466,22,43,21
40,CLU,P006618,17.7,15,45,30
40,CLU,P010651,16.618,21,45,24
40,CLU,P011797,19.9,11,48,37
40,CLU,P011801,14.784,22,43,21
40,CLU,P012620,5.783,-3,10,13
40,CLU,P012698,16.199,4,34,30
40,CLU,P013301,7.65,2,17,15
40,CLU,P013302,24.7,29,68,39
40,CLU,P013304,22.3,21,58,37
40,HAM,P003242,24.117,-18,41,59
40,HAM,P006420,21.851,-30,32,62
40,HAM,P010070,16.118,-18,24,42
40,HAM,P011256,22.384,-6,43,49
40,HAM,P012690,11.117,0,24,24
40,HAM,P012695,16.483,-23,26,49
40,HAM,P013308,20.984,-19,36,55
40,HAM,P013309,22.917,-25,37,62
40,HAM,P013310,7.216,-5,13,18
40,HAM,P013311,12.2,-24,16,40
40,HAM,P013312,24.618,-12,43,55
31,BUD,P004222,11.999,-4,19,23
31,BUD,P005637,25.649,4,59,55
31,BUD,P006561,3.817,1,8,7
31,BUD,P006566,8.566,-1,18,19
31,BUD,P008325,24.149,12,65,53
31,BUD,P011150,31.449,14,80,66
31,BUD,P011281,21.749,0,46,46
31,BUD,P012606,22.898,5,60,55
31,BUD,P012630,18.632,-1,37,38
31,BUD,P013256,14.016,1,27,26
31,BUD,P013258,17.066,14,41,27
31,TSO,P003885,11.084,-13,22,35
31,TSO,P008790,15.833,-1,37,38
31,TSO,P009649,32.583,-10,68,78
31,TSO,P012019,27.265,4,60,56
31,TSO,P013292,3.683,0,8,8
31,TSO,P013293,17.233,-10,29,39
31,TSO,P013295,31.633,-4,66,70
31,TSO,P013296,19.749,0,36,36
31,TSO,P013297,17.316,-4,36,40
31,TSO,P013298,23.616,-7,53,60
32,BAH,P003840,22.651,12,58,46
32,BAH,P004172,14.983,15,44,29
32,BAH,P008278,3.7,4,10,6
32,BAH,P008282,7.466,14,23,9
32,BAH,P009601,22.383,36,66,30
32,BAH,P011192,24.6,19,65,46
32,BAH,P011201,21.717,30,60,30
32,BAH,P011821,25.683,27,71,44
32,BAH,P011823,19.801,29,60,31
32,BAH,P012405,16.649,5,36,31
32,BAH,P012711,17.084,6,48,42
32,BAH,PLQV,3.283,3,9,6
32,TRN,P005438,22.583,-39,35,74
32,TRN,P006382,12.234,-1,30,31
32,TRN,P006724,22.05,-23,36,59
32,TRN,P012242,6.783,-10,9,19
32,TRN,P012593,18.949,-30,27,57
32,TRN,P012687,23.634,-21,40,61
32,TRN,P013269,24.85,-21,44,65
32,TRN,P013270,24.684,-16,52,68
32,TRN,P013271,16.8,-12,28,40
32,TRN,P013272,27.433,-27,49,76
35,JOV,P002361,16.699,-8,30,38
35,JOV,P002507,24.633,-11,43,54
35,JOV,P004834,10.483,-7,11,18
35,JOV,P005099,18.333,-7,34,41
35,JOV,P006771,3.417,-6,2,8
35,JOV,P010161,25.782,-15,43,58
35,JOV,P012349,23.25,-3,38,41
35,JOV,P012740,24.983,-11,36,47
35,JOV,P013285,23.3,-15,33,48
35,JOV,P013287,21.632,-25,34,59
35,JOV,PJUG,7.483,-7,11,18
35,WOL,P003212,3.333,-2,4,6
35,WOL,P004645,23.051,15,45,30
35,WOL,P005516,24.716,18,58,40
35,WOL,P006546,19.117,7,37,30
35,WOL,P006853,18.2,11,41,30
35,WOL,P008186,13.0,2,19,17
35,WOL,P011248,23.15,11,50,39
35,WOL,P012003,31.484,24,68,44
35,WOL,P012577,24.716,19,64,45
35,WOL,P012789,19.233,10,44,34
36,ARI,P003240,18.366,-2,32,34
36,ARI,P004292,29.682,-13,51,64
36,ARI,P013049,0.283,0,0,0
36,ARI,P013248,10.749,7,27,20
36,ARI,P013249,22.483,-13,36,49
36,ARI,P013250,29.784,-1,53,54
36,ARI,P013251,10.967,-4,18,22
36,ARI,P013252,13.299,-12,16,28
36,ARI,P013253,11.799,2,20,18
36,ARI,P013355,15.951,-5,25,30
36,ARI,P013356,25.799,-15,44,59
36,ARI,P013360,10.833,6,18,12
36,JER,P006625,25.699,11,51,40
36,JER,P009879,6.899,-2,10,12
36,JER,P010431,25.717,16,59,43
36,JER,P010587,19.751,-10,27,37
36,JER,P011970,31.898,9,65,56
36,JER,P013276,21.883,11,47,36
36,JER,P013277,18.533,2,35,33
36,JER,P013278,19.183,-3,31,34
36,JER,P013279,20.099,10,43,33
36,JER,P013281,10.333,6,22,16
39,PAM,P004548,9.866,4,26,22
39,PAM,P005356,12.649,14,32,18
39,PAM,P006643,16.483,5,40,35
39,PAM,P007527,19.917,0,51,51
39,PAM,P009864,11.749,3,32,29
39,PAM,P010042,19.75,10,55,45
39,PAM,P010393,21.999,20,61,41
39,PAM,P010444,16.767,15,41,26
39,PAM,P010750,17.816,16,46,30
39,PAM,P011980,18.0,2,44,42
39,PAM,P011982,23.516,17,65,48
39,PAM,P012738,11.483,4,32,28
39,VNC,P003759,9.8,-16,10,26
39,VNC,P005177,19.233,-13,39,52
39,VNC,P005404,29.983,-25,57,82
39,VNC,P006571,11.517,-12,21,33
39,VNC,P008052,27.616,-4,65,69
39,VNC,P011928,20.499,-15,36,51
39,VNC,P012588,21.099,-12,47,59
39,VNC,P012796,29.499,-7,70,77
39,VNC,P013305,30.749,-6,70,76
49,BOU,P004525,24.602,6,55,49
49,BOU,P004945,17.283,-14,30,44
49,BOU,P006904,15.818,9,36,27
49,BOU,P009552,16.168,1,31,30
49,BOU,P009556,12.802,2,28,26
49,BOU,P010449,15.834,0,29,29
49,BOU,P010450,7.717,7,17,10
49,BOU,P011837,16.417,-9,25,34
49,BOU,P013264,20.15,-12,36,48
49,BOU,P013265,25.468,-12,49,61
49,BOU,P013266,27.751,2,64,62
49,LKB,P005113,25.333,12,53,41
49,LKB,P005521,28.567,20,62,42
49,LKB,P005656,29.0,5,61,56
49,LKB,P006212,10.617,-2,19,21
49,LKB,P006586,14.75,-3,35,38
49,LKB,P009299,20.884,-7,44,51
49,LKB,P009898,23.816,7,46,39
49,LKB,P010181,6.367,-5,9,14
49,LKB,P010461,14.05,-9,28,37
49,LKB,PLXI,26.616,2,63,61
41,TSO,P003885,20.133,0,37,37
41,TSO,P008790,9.817,4,25,21
41,TSO,P009649,37.868,-19,71,90
41,TSO,P012019,37.817,0,74,74
41,TSO,P013292,0.15,-2,0,2
41,TSO,P013293,12.067,-7,27,34
41,TSO,P013295,24.384,-5,57,62
41,TSO,P013296,26.701,-19,47,66
41,TSO,P013297,30.468,1,67,66
41,TSO,P013298,25.6,12,55,43
41,WOL,P003212,7.001,8,22,14
41,WOL,P004645,14.583,-9,20,29
41,WOL,P005516,21.401,-4,40,44
41,WOL,P006546,20.9,-4,37,41
41,WOL,P006853,27.9,8,66,58
41,WOL,P008186,18.633,-6,35,41
41,WOL,P011248,22.435,11,60,49
41,WOL,P012003,38.0,-1,77,78
41,WOL,P012577,28.051,19,74,55
41,WOL,P012789,26.101,13,64,51
42,BES,P003783,15.634,16,37,21
42,BES,P007914,15.217,-2,30,32
42,BES,P008945,28.118,-7,50,57
42,BES,P009680,16.35,18,36,18
42,BES,P010652,24.851,-11,48,59
42,BES,P011379,2.8,-3,3,6
42,BES,P011924,24.367,-10,45,55
42,BES,P011927,22.734,8,50,42
42,BES,P011936,25.867,10,55,45
42,BES,P013255,24.067,11,56,45
42,JOV,P002361,8.834,-11,11,22
42,JOV,P002507,25.984,10,53,43
42,JOV,P004834,20.634,-8,38,46
42,JOV,P005099,24.101,-4,44,48
42,JOV,P006771,12.05,-3,23,26
42,JOV,P010161,11.784,-7,20,27
42,JOV,P012740,20.518,-7,37,44
42,JOV,P013285,28.267,9,60,51
42,JOV,P013286,8.6,-7,12,19
42,JOV,P013287,28.467,-3,57,60
42,JOV,PJUG,10.766,1,25,24
43,CAN,P003425,10.7,7,28,21
43,CAN,P005005,24.102,38,78,40
43,CAN,P006588,15.635,31,56,25
43,CAN,P007560,17.0,27,56,29
43,CAN,P008121,15.9,9,47,38
43,CAN,P008966,14.283,9,40,31
43,CAN,P010452,14.618,-1,36,37
43,CAN,P010623,19.719,16,62,46
43,CAN,P011251,11.435,21,43,22
43,CAN,P012016,14.418,31,54,23
43,CAN,P012095,21.15,23,61,38
43,CAN,P012777,21.05,24,64,40
43,ULM,P006245,25.65,-15,60,75
43,ULM,P006997,15.934,-33,24,57
43,ULM,P007952,12.366,-9,32,41
43,ULM,P010726,16.966,-33,25,58
43,ULM,P011391,30.132,-30,62,92
43,ULM,P012077,29.499,-24,67,91
43,ULM,P012172,5.416,-12,4,16
43,ULM,P012602,17.399,-26,33,59
43,ULM,P013289,21.183,-20,38,58
43,ULM,P013290,25.45,-33,45,78
44,HTA,P001927,35.05,-2,63,65
44,HTA,P004846,8.95,-1,19,20
44,HTA,P005181,20.634,0,39,39
44,HTA,P010386,34.233,-5,60,65
44,HTA,P010550,27.1,-18,45,63
44,HTA,P011157,25.283,-7,42,49
44,HTA,P012096,20.2,9,41,32
44,HTA,P013284,28.55,-6,56,62
44,TRN,P002387,12.567,-2,24,26
44,TRN,P005438,15.483,-5,26,31
44,TRN,P006382,8.7,-4,17,21
44,TRN,P006724,12.249,-2,19,21
44,TRN,P012593,26.199,5,51,46
44,TRN,P012687,18.233,14,43,29
44,TRN,P013269,30.166,9,59,50
44,TRN,P013270,21.283,-1,41,42
44,TRN,P013271,27.683,8,60,52
44,TRN,P013272,27.432,8,55,47
45,BAH,P003840,36.567,23,86,63
45,BAH,P008282,6.416,-14,11,25
45,BAH,P009601,17.683,7,41,34
45,BAH,P011192,19.3,4,43,39
45,BAH,P011201,26.333,15,65,50
45,BAH,P011821,32.867,31,79,48
45,BAH,P011823,33.867,15,82,67
45,BAH,P012405,3.733,1,7,6
45,BAH,P012711,23.234,3,46,43
45,BUD,P004222,11.466,-5,22,27
45,BUD,P005637,19.15,-4,36,40
45,BUD,P006561,15.015,-7,27,34
45,BUD,P006566,24.732,-7,47,54
45,BUD,P008325,28.532,-12,53,65
45,BUD,P011150,31.716,-25,52,77
45,BUD,P011281,29.482,-17,55,72
45,BUD,P012606,22.465,-20,36,56
45,BUD,P012630,11.649,21,37,16
45,BUD,P013258,5.783,-9,10,19
46,CLU,P002820,18.583,-5,30,35
46,CLU,P004862,19.451,1,41,40
46,CLU,P005714,10.416,1,21,20
46,CLU,P006618,15.383,-4,27,31
46,CLU,P010651,28.317,5,58,53
46,CLU,P011797,28.517,15,62,47
46,CLU,P011801,1.75,2,7,5
46,CLU,P012620,2.4,-3,4,7
46,CLU,P012698,25.5,6,51,45
46,CLU,P013302,25.066,10,50,40
46,CLU,P013304,24.617,12,54,42
46,JER,P006625,20.132,-7,39,46
46,JER,P008912,18.849,-7,32,39
46,JER,P010431,16.698,4,36,32
46,JER,P010587,30.599,0,53,53
46,JER,P011970,27.815,-14,51,65
46,JER,P013276,24.198,-10,45,55
46,JER,P013277,23.6,-8,40,48
46,JER,P013278,19.25,0,35,35
46,JER,P013279,13.915,-1,27,28
46,JER,P013281,4.934,3,7,4
47,HAM,P003242,18.15,-16,28,44
47,HAM,P006420,15.668,6,29,23
47,HAM,P010070,11.935,5,21,16
47,HAM,P011256,25.285,2,45,43
47,HAM,P012695,11.068,-3,18,21
47,HAM,P013308,27.101,-22,41,63
47,HAM,P013309,19.218,-4,33,37
47,HAM,P013310,8.15,-1,17,18
47,HAM,P013311,10.167,0,19,19
47,HAM,P013312,24.334,-18,39,57
47,HAM,P013313,28.934,-9,50,59
47,VNC,P003759,22.001,-8,36,44
47,VNC,P005177,10.533,4,19,15
47,VNC,P005404,24.934,0,48,48
47,VNC,P008052,14.067,6,24,18
47,VNC,P009400,21.818,13,45,32
47,VNC,P011928,25.934,6,56,50
47,VNC,P012796,18.0,20,44,24
47,VNC,P012800,31.017,14,67,53
47,VNC,P013305,31.701,5,61,56
48,PAM,P004548,10.4,-3,28,31
48,PAM,P004863,13.018,9,32,23
48,PAM,P005356,19.517,10,51,41
48,PAM,P006643,19.784,1,49,48
48,PAM,P007527,20.484,4,50,46
48,PAM,P009864,13.5,1,33,32
48,PAM,P010393,21.368,1,50,49
48,PAM,P010444,15.568,3,40,37
48,PAM,P010750,16.583,8,41,33
48,PAM,P011980,18.633,13,51,38
48,PAM,P011982,20.217,13,52,39
48,PAM,P012738,10.933,10,28,18
48,TTK,P004056,5.616,-4,11,15
48,TTK,P004619,5.583,-6,10,16
48,TTK,P006598,13.684,-9,22,31
48,TTK,P007917,12.333,-13,20,33
48,TTK,P009025,37.317,-5,84,89
48,TTK,P010465,22.633,2,61,59
48,TTK,P010811,0.383,-3,0,3
48,TTK,P011935,17.9,-3,45,48
48,TTK,P011973,31.117,-11,69,80
48,TTK,P012259,13.966,-18,23,41
48,TTK,P012415,11.717,6,27,21
48,TTK,P013300,27.751,-6,63,69
50,ARI,P003240,20.183,-17,28,45
50,ARI,P004292,30.417,-4,63,67
50,ARI,P013248,5.333,0,11,11
50,ARI,P013249,26.017,4,54,50
50,ARI,P013250,32.467,0,63,63
50,ARI,P013251,18.017,-6,23,29
50,ARI,P013252,16.633,-17,22,39
50,ARI,P013253,24.233,-2,55,57
50,ARI,P013355,16.167,9,37,28
50,ARI,P013356,4.533,1,10,9
50,ARI,P013393,4.3,-2,9,11
50,ARI,P013395,1.7,-1,0,1
50,LJU,P003452,32.117,6,70,64
50,LJU,P003703,29.184,8,56,48
50,LJU,P009392,20.017,15,47,32
50,LJU,P009431,5.583,-4,13,17
50,LJU,P009753,14.434,-4,29,33
50,LJU,P011261,6.584,-2,7,9
50,LJU,P012042,25.468,11,53,42
50,LJU,P012700,32.884,16,67,51
50,LJU,P012996,12.883,4,21,17
50,LJU,P013260,16.334,-6,40,46
50,LJU,P013262,2.367,-7,4,11
50,LJU,P013263,2.15,-2,3,5
51,BAH,P003840,27.95,13,63,50
51,BAH,P004172,24.367,18,59,41
51,BAH,P005348,9.6,-4,11,15
51,BAH,P008278,0.483,0,0,0
51,BAH,P008282,0.483,0,0,0
51,BAH,P009601,26.133,11,52,41
51,BAH,P011192,28.284,3,56,53
51,BAH,P011201,28.833,6,48,42
51,BAH,P011823,29.75,-2,58,60
51,BAH,P012405,3.367,1,3,2
51,BAH,P012711,20.75,14,45,31
51,TSO,P003885,20.034,-2,32,34
51,TSO,P008790,18.885,7,37,30
51,TSO,P009649,33.719,-8,57,65
51,TSO,P012019,18.884,-8,34,42
51,TSO,P013292,6.2,4,11,7
51,TSO,P013293,9.884,-5,16,21
51,TSO,P013295,28.051,-15,42,57
51,TSO,P013297,29.435,-22,46,68
51,TSO,P013298,34.918,-11,60,71
52,BUD,P004222,14.732,-17,24,41
52,BUD,P005637,22.616,-3,42,45
52,BUD,P006561,21.582,-16,38,54
52,BUD,P006566,16.666,1,33,32
52,BUD,P008325,20.683,-2,41,43
52,BUD,P010307,16.115,-7,28,35
52,BUD,P011150,28.866,-17,52,69
52,BUD,P011281,22.832,-20,37,57
52,BUD,P012606,20.016,-5,39,44
52,BUD,P012630,10.466,-14,16,30
52,BUD,P013258,5.416,0,10,10
52,HTA,P001927,17.434,1,38,37
52,HTA,P004846,21.083,23,55,32
