Season,Phase,Gamecode,Round,roundAlias,roundName,played,date,confirmedDate,confirmedHour,localTimeZone,localDate,utcDate,localLast5Form,roadLast5Form,season.name,season.code,season.alias,season.competitionCode,season.year,season.startDate,group.id,group.order,group.name,group.rawName,phaseType.code,phaseType.alias,phaseType.name,phaseType.isGroupPhase,local.club.code,local.club.name,local.club.abbreviatedName,local.club.editorialName,local.club.tvCode,local.club.isVirtual,local.club.images.crest,local.score,local.standingsScore,road.club.code,road.club.name,road.club.abbreviatedName,road.club.editorialName,road.club.tvCode,road.club.isVirtual,road.club.images.crest,road.score,road.standingsScore
2023,RS,1,1,Round 1,Round 1,True,2023-10-04T18:00:00,True,True,3,2023-10-04T19:00:00,2023-10-04T16:00:00Z,['W'],['L'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,b106daa0-4936-4247-a62b-9ca831c7e7ea,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,PMT,Prometey Slobozhanske,Prometey,Prometey,PRM,False,https://media-cdn.incrowdsports.com/277839cf-b5b3-48be-bacf-a1291cee44cc.png,97,97,HAM,Veolia Towers Hamburg,Hamburg,Hamburg,HAM,False,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png,77,77
2023,RS,2,1,Round 1,Round 1,True,2023-10-04T20:30:00,True,True,1,2023-10-04T19:30:00,2023-10-04T18:30:00Z,['W'],['L'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,b106daa0-4936-4247-a62b-9ca831c7e7ea,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,LLI,London Lions,London,London,LDN,False,https://media-cdn.incrowdsports.com/6ce7af1d-5548-4d65-98db-b18a69a63165.png,76,76,VNC,Umana Reyer Venice,Venice,Venice,URV,False,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png,69,69
2023,RS,3,1,Round 1,Round 1,True,2023-10-03T20:30:00,True,True,2,2023-10-03T20:30:00,2023-10-03T18:30:00Z,['W'],['L'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,b106daa0-4936-4247-a62b-9ca831c7e7ea,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,PRS,Paris Basketball,Paris,Paris,PBB,False,https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png,105,105,WOL,Wolves Vilnius,Wolves,Wolves,WLV,False,https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png,78,78
2023,RS,4,1,Round 1,Round 1,True,2023-10-03T19:00:00,True,True,3,2023-10-03T20:00:00,2023-10-03T17:00:00Z,['W'],['L'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,b106daa0-4936-4247-a62b-9ca831c7e7ea,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,HTA,Hapoel Shlomo Tel Aviv,Hapoel,Hapoel,HTA,False,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png,100,100,LJU,Cedevita Olimpija Ljubljana,Olimpija,Olimpija,COL,False,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png,73,73
2023,RS,5,1,Round 1,Round 1,True,2023-10-04T20:15:00,True,True,2,2023-10-04T20:15:00,2023-10-04T18:15:00Z,['L'],['W'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,b106daa0-4936-4247-a62b-9ca831c7e7ea,1,Group A,A,RS,REGULAR SEASON,Regular Season,True,JOV,Joventut Badalona,Joventut,Joventut,CJB,False,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png,62,62,BES,Besiktas Emlakjet Istanbul,Besiktas,Besiktas,BJK,False,https://media-cdn.incrowdsports.com/791d8d03-da9c-4243-8342-ed6937f54762.png,63,63
2023,RS,6,1,Round 1,Round 1,True,2023-10-05T21:00:00,True,True,2,2023-10-05T21:00:00,2023-10-05T19:00:00Z,['W'],['L'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,ca182c78-5006-4f4e-818c-d5b0285eef79,1,Group B,B,RS,REGULAR SEASON,Regular Season,True,BOU,Mincidelice JL Bourg en Bresse,Bourg,Bourg,JLB,False,https://media-cdn.incrowdsports.com/d4225e1b-7c1b-4382-98d4-ca8511c64441.png,90,90,WRO,Slask Wroclaw,Slask,Slask,WKS,False,https://media-cdn.incrowdsports.com/0415061b-5374-4a0d-bc04-8fcbc8ad0bb3.png,74,74
2023,RS,7,1,Round 1,Round 1,True,2023-10-04T18:00:00,True,True,3,2023-10-04T19:00:00,2023-10-04T16:00:00Z,['W'],['L'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,ca182c78-5006-4f4e-818c-d5b0285eef79,1,Group B,B,RS,REGULAR SEASON,Regular Season,True,CLU,U-BT Cluj-Napoca,Cluj,Cluj,UBT,False,https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png,80,80,TTK,Turk Telekom Ankara,Turk Telekom,Turk Telekom,TTA,False,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png,71,71
2023,RS,8,1,Round 1,Round 1,True,2023-10-04T19:00:00,True,True,2,2023-10-04T19:00:00,2023-10-04T17:00:00Z,['W'],['L'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,ca182c78-5006-4f4e-818c-d5b0285eef79,1,Group B,B,RS,REGULAR SEASON,Regular Season,True,BUD,Buducnost VOLI Podgorica,Buducnost,Buducnost,BUD,False,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png,76,76,LKB,7Bet-Lietkabelis Panevezys,Lietkabelis ,Lietkabelis ,LIE,False,https://media-cdn.incrowdsports.com/dc1684fc-b1ad-494f-a7ed-54f5998fcb36.png,65,65
2023,RS,9,1,Round 1,Round 1,True,2023-10-04T19:00:00,True,True,3,2023-10-04T20:00:00,2023-10-04T17:00:00Z,['L'],['W'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,ca182c78-5006-4f4e-818c-d5b0285eef79,1,Group B,B,RS,REGULAR SEASON,Regular Season,True,ARI,Aris Midea Thessaloniki,Aris,Aris,ARI,False,https://media-cdn.incrowdsports.com/dffbb68c-00b9-4a19-9e07-d98189caa409.png,66,66,CAN,Dreamland Gran Canaria,Gran Canaria,Gran Canaria,DGC,False,https://media-cdn.incrowdsports.com/a074edc1-e180-4515-a876-447884b570b1.png,82,82
2023,RS,10,1,Round 1,Round 1,True,2023-10-03T19:30:00,True,True,2,2023-10-03T19:30:00,2023-10-03T17:30:00Z,['W'],['L'],EuroCup 2023-24,U2023,2023-24,U,2023,2023-06-29T00:00:00,ca182c78-5006-4f4e-818c-d5b0285eef79,1,Group B,B,RS,REGULAR SEASON,Regular Season,True,ULM,ratiopharm Ulm,Ulm,Ulm,ULM,False,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png,80,80,TRN,Dolomiti Energia Trento,Trento,Trento,TRE,False,https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png,70,70
