GAMECODE,CODETEAM,joueur_1,joueur_2,joueur_3,TIME,DELTA_SCORE,OFF,DEF
2,BAR,P003478,P007519,P009992,0 days 00:07:31,9,21,12
2,BAR,P002939,P003196,P011244,0 days 00:07:13,-2,20,22
2,BAR,P003196,P006435,P011244,0 days 00:07:13,-2,20,22
2,BAR,P007464,P007519,P012745,0 days 00:07:03,-1,14,15
2,BAR,P003196,P007464,P007519,0 days 00:06:50,1,14,13
2,BAR,P003478,P009992,P012745,0 days 00:06:33,9,18,9
2,BAR,P000925,P009992,P012745,0 days 00:06:33,9,18,9
2,BAR,P003196,P007519,P009992,0 days 00:06:29,4,14,10
2,BAR,P007464,P007519,P009992,0 days 00:06:29,4,14,10
2,BAR,P003196,P007464,P009992,0 days 00:06:29,4,14,10
2,BAR,P003196,P007464,P012745,0 days 00:06:07,-1,12,13
2,BAR,P003196,P007519,P012745,0 days 00:06:07,-1,12,13
2,BAR,P003196,P004866,P011244,0 days 00:05:52,-1,16,17
2,BAR,P002939,P003478,P006435,0 days 00:05:51,9,14,5
2,BAR,P003196,P009992,P012745,0 days 00:05:46,2,12,10
2,BAR,P007464,P009992,P012745,0 days 00:05:46,2,12,10
2,BAR,P000925,P003478,P006435,0 days 00:04:14,4,4,0
2,BAR,P002939,P003478,P004866,0 days 00:03:55,8,8,0
2,BAR,P003478,P004866,P006435,0 days 00:03:55,8,8,0
2,BAR,P002939,P006435,P012745,0 days 00:03:01,0,6,6
2,BAR,P000925,P002939,P003478,0 days 00:02:57,4,4,0
2,BAR,P003478,P006435,P011244,0 days 00:02:54,5,10,5
2,BAR,P002939,P003478,P011244,0 days 00:02:54,5,10,5
2,BAR,P004866,P006435,P012745,0 days 00:02:26,-2,4,6
2,BAR,P002939,P004866,P012745,0 days 00:02:26,-2,4,6
2,BAR,P000925,P003478,P004866,0 days 00:02:22,2,2,0
2,BAR,P002939,P003196,P012745,0 days 00:02:02,2,4,2
2,BAR,P003196,P006435,P012745,0 days 00:02:02,2,4,2
2,BAR,P003196,P004866,P012745,0 days 00:02:02,2,4,2
2,BAR,P000925,P006435,P012745,0 days 00:01:52,2,2,0
2,BAR,P003478,P006435,P012745,0 days 00:01:52,2,2,0
2,BAR,P007519,P009992,P011244,0 days 00:01:41,2,5,3
2,BAR,P003478,P004866,P011244,0 days 00:01:33,6,6,0
2,BAR,P003196,P003478,P006435,0 days 00:01:21,-1,4,5
2,BAR,P003196,P003478,P011244,0 days 00:01:21,-1,4,5
2,BAR,P002939,P003196,P003478,0 days 00:01:21,-1,4,5
2,BAR,P000925,P006435,P007519,0 days 00:01:17,0,0,0
2,BAR,P003478,P006435,P007519,0 days 00:01:17,0,0,0
2,BAR,P003478,P007464,P007519,0 days 00:01:17,-3,2,5
2,BAR,P006435,P007519,P012745,0 days 00:01:17,0,0,0
2,BAR,P003478,P007464,P012745,0 days 00:01:17,-3,2,5
2,BAR,P000925,P003478,P011244,0 days 00:00:58,0,3,3
2,BAR,P000925,P007519,P011244,0 days 00:00:58,0,3,3
2,BAR,P000925,P009992,P011244,0 days 00:00:58,0,3,3
2,BAR,P003478,P007519,P011244,0 days 00:00:58,0,3,3
2,BAR,P003478,P009992,P011244,0 days 00:00:58,0,3,3
2,BAR,P000925,P003478,P007464,0 days 00:00:56,0,2,2
2,BAR,P000925,P007464,P012745,0 days 00:00:56,0,2,2
2,BAR,P000925,P007464,P007519,0 days 00:00:56,0,2,2
2,BAR,P003196,P007464,P011244,0 days 00:00:43,2,2,0
2,BAR,P003196,P007519,P011244,0 days 00:00:43,2,2,0
2,BAR,P003196,P009992,P011244,0 days 00:00:43,2,2,0
2,BAR,P007464,P007519,P011244,0 days 00:00:43,2,2,0
2,BAR,P007464,P009992,P011244,0 days 00:00:43,2,2,0
2,BAR,P000925,P002939,P012745,0 days 00:00:35,2,2,0
2,BAR,P002939,P003478,P012745,0 days 00:00:35,2,2,0
2,BAR,P002939,P011244,P012745,0 days 00:00:24,-4,0,4
2,BAR,P004866,P011244,P012745,0 days 00:00:24,-4,0,4
2,BAR,P006435,P011244,P012745,0 days 00:00:24,-4,0,4
2,BAR,P003196,P003478,P007464,0 days 00:00:21,-3,0,3
2,BAR,P003196,P003478,P007519,0 days 00:00:21,-3,0,3
2,BAR,P003196,P003478,P012745,0 days 00:00:21,-3,0,3
2,IST,P007200,P009664,P011078,0 days 00:16:27,-5,29,34
2,IST,P004554,P007200,P011078,0 days 00:16:12,2,34,32
2,IST,P004554,P007200,P009664,0 days 00:14:10,1,27,26
2,IST,P004888,P007200,P011078,0 days 00:13:51,1,35,34
2,IST,P004554,P009664,P011078,0 days 00:13:27,3,27,24
2,IST,P004888,P007200,P011981,0 days 00:11:34,-6,19,25
2,IST,P004888,P009846,P011981,0 days 00:10:31,-13,15,28
2,IST,P004888,P007200,P009664,0 days 00:10:10,-10,11,21
2,IST,P004888,P009664,P011981,0 days 00:09:21,-13,11,24
2,IST,P004554,P006372,P009664,0 days 00:09:17,-1,19,20
2,IST,P004554,P006372,P007200,0 days 00:09:17,-1,19,20
2,IST,P006372,P009664,P011078,0 days 00:09:17,-1,19,20
2,IST,P006372,P007200,P011078,0 days 00:09:17,-1,19,20
2,IST,P006372,P007200,P009664,0 days 00:09:17,-1,19,20
2,IST,P004554,P006372,P011078,0 days 00:09:17,-1,19,20
2,IST,P004888,P006590,P009846,0 days 00:08:53,-7,17,24
2,IST,P007200,P009664,P011981,0 days 00:08:27,-14,5,19
2,IST,P007200,P011078,P011981,0 days 00:08:00,-2,18,20
2,IST,P009664,P009846,P011981,0 days 00:07:53,-7,13,20
2,IST,P004888,P009664,P009846,0 days 00:07:33,-4,16,20
2,IST,P004888,P006590,P011981,0 days 00:07:28,-8,8,16
2,IST,P004888,P006590,P007200,0 days 00:07:26,-10,8,18
2,IST,P004888,P007200,P009846,0 days 00:07:00,-4,12,16
2,IST,P004888,P006590,P009664,0 days 00:06:32,-2,11,13
2,IST,P007200,P009846,P011981,0 days 00:06:25,-7,7,14
2,IST,P004554,P004888,P007200,0 days 00:06:21,1,15,14
2,IST,P004888,P011078,P011981,0 days 00:06:07,0,16,16
2,IST,P006590,P007200,P011078,0 days 00:05:46,-6,8,14
2,IST,P007200,P009846,P011078,0 days 00:05:40,-2,11,13
2,IST,P004554,P004888,P011078,0 days 00:05:38,3,15,12
2,IST,P006590,P009846,P011981,0 days 00:05:14,-6,8,14
2,IST,P004554,P004888,P009664,0 days 00:05:09,3,13,10
2,IST,P007200,P009664,P009846,0 days 00:05:06,-6,5,11
2,IST,P004554,P004888,P006590,0 days 00:04:39,-5,9,14
2,IST,P004888,P006590,P011078,0 days 00:04:29,-6,8,14
2,IST,P004554,P006590,P007200,0 days 00:04:23,-6,4,10
2,IST,P006590,P009664,P011981,0 days 00:04:16,-1,6,7
2,IST,P006590,P007200,P009664,0 days 00:04:14,-4,0,4
2,IST,P004888,P009664,P011078,0 days 00:04:00,-2,8,10
2,IST,P004888,P009846,P011078,0 days 00:03:47,0,9,9
2,IST,P007200,P011981,PLHK,0 days 00:03:41,7,14,7
2,IST,P011078,P011981,PLHK,0 days 00:03:41,7,14,7
2,IST,P004888,P007200,PLHK,0 days 00:03:41,7,14,7
2,IST,P007200,P011078,PLHK,0 days 00:03:41,7,14,7
2,IST,P004888,P011981,PLHK,0 days 00:03:41,7,14,7
2,IST,P004888,P011078,PLHK,0 days 00:03:41,7,14,7
2,IST,P004554,P006590,P011078,0 days 00:03:40,-4,4,8
2,IST,P006590,P009664,P009846,0 days 00:03:35,2,11,9
2,IST,P004554,P006590,P009664,0 days 00:03:33,-1,5,6
2,IST,P009846,P011078,P011981,0 days 00:03:12,-3,4,7
2,IST,P004888,P009513,P009846,0 days 00:03:12,-7,2,9
2,IST,P004888,P006590,P009513,0 days 00:03:12,-7,2,9
2,IST,P009513,P009846,P011981,0 days 00:03:12,-7,2,9
2,IST,P006590,P009513,P011981,0 days 00:03:12,-7,2,9
2,IST,P006590,P009513,P009846,0 days 00:03:12,-7,2,9
2,IST,P004888,P009513,P011981,0 days 00:03:12,-7,2,9
2,IST,P009664,P011078,P011981,0 days 00:03:00,-8,2,10
2,IST,P006590,P007200,P011981,0 days 00:02:14,-2,0,2
2,IST,P006590,P009846,P011078,0 days 00:02:06,-2,4,6
2,IST,P006590,P007200,P009846,0 days 00:02:06,-2,4,6
2,IST,P004554,P004888,P009846,0 days 00:01:55,4,8,4
2,IST,P009664,P009846,P011078,0 days 00:01:53,-2,2,4
2,IST,P004554,P009664,P009846,0 days 00:01:33,1,5,4
2,IST,P004554,P006590,P009846,0 days 00:01:33,1,5,4
2,IST,P006590,P009664,P011078,0 days 00:01:17,0,0,0
2,IST,P004888,P006372,P009664,0 days 00:00:45,-2,2,4
2,IST,P004888,P006372,P009846,0 days 00:00:45,-2,2,4
2,IST,P004888,P006372,P011981,0 days 00:00:45,-2,2,4
2,IST,P006372,P009664,P009846,0 days 00:00:45,-2,2,4
2,IST,P006372,P009664,P011981,0 days 00:00:45,-2,2,4
2,IST,P006372,P009846,P011981,0 days 00:00:45,-2,2,4
2,IST,P004554,P007200,P009846,0 days 00:00:22,3,3,0
2,IST,P004554,P009846,P011078,0 days 00:00:22,3,3,0
3,MUN,P003583,P006760,P007056,0 days 00:14:42,4,26,22
3,MUN,P006760,P007056,P008985,0 days 00:14:23,6,25,19
3,MUN,P003583,P006760,P008985,0 days 00:14:06,12,29,17
3,MUN,P003583,P006760,P010391,0 days 00:14:00,10,26,16
3,MUN,P006760,P007056,P010391,0 days 00:13:10,8,24,16
3,MUN,P003583,P007056,P010391,0 days 00:12:29,8,24,16
3,MUN,P007056,P008985,P010391,0 days 00:11:45,21,30,9
3,MUN,P007056,P007975,P010391,0 days 00:11:31,-1,21,22
3,MUN,P003583,P007056,P008985,0 days 00:11:17,10,23,13
3,MUN,P006760,P008985,P010391,0 days 00:10:54,16,23,7
3,MUN,P003583,P008985,P010391,0 days 00:10:35,16,23,7
3,MUN,P005478,P007056,P007975,0 days 00:07:59,3,18,15
3,MUN,P005478,P007975,P010391,0 days 00:07:59,5,21,16
3,MUN,P004508,P006760,P011987,0 days 00:07:29,-9,11,20
3,MUN,P005478,P007056,P010391,0 days 00:07:11,5,18,13
3,MUN,P006760,P007056,P011987,0 days 00:06:53,-10,6,16
3,MUN,P004508,P007056,P010391,0 days 00:06:37,14,19,5
3,MUN,P006760,P008985,P011987,0 days 00:06:18,-8,8,16
3,MUN,P007056,P007975,P011987,0 days 00:06:14,-6,10,16
3,MUN,P004508,P007056,P007975,0 days 00:06:07,3,10,7
3,MUN,P004508,P005478,P007975,0 days 00:05:57,9,17,8
3,MUN,P004508,P008985,P011987,0 days 00:05:48,-6,8,14
3,MUN,P005478,P007975,P011987,0 days 00:05:44,3,15,12
3,MUN,P006760,P007056,P007975,0 days 00:05:40,-8,5,13
3,MUN,P004508,P006760,P008985,0 days 00:05:36,-2,8,10
3,MUN,P004508,P007056,P008985,0 days 00:05:09,3,11,8
3,MUN,P004508,P007975,P010391,0 days 00:05:03,7,13,6
3,MUN,P007056,P008985,P011987,0 days 00:05:00,-8,4,12
3,MUN,P004508,P007975,P011987,0 days 00:04:55,-3,9,12
3,MUN,P006760,P007975,P011987,0 days 00:04:53,-2,10,12
3,MUN,P004508,P007056,P011987,0 days 00:04:39,-8,2,10
3,MUN,P004508,P005478,P007056,0 days 00:04:26,5,10,5
3,MUN,P004508,P005478,P010391,0 days 00:04:26,7,13,6
3,MUN,P005478,P007056,P011987,0 days 00:04:21,-4,8,12
3,MUN,P003583,P008985,P011987,0 days 00:03:57,-4,8,12
3,MUN,P004508,P006760,P007056,0 days 00:03:55,-6,2,8
3,MUN,P004508,P008985,P010391,0 days 00:03:53,9,11,2
3,MUN,P006760,P007975,P010391,0 days 00:03:47,-6,3,9
3,MUN,P004508,P010391,P011941,0 days 00:03:43,7,12,5
3,MUN,P004508,P008985,P011941,0 days 00:03:39,5,9,4
3,MUN,P007056,P010391,P011987,0 days 00:03:33,-2,8,10
3,MUN,P007975,P010391,P011987,0 days 00:03:33,-2,8,10
3,MUN,P005478,P010391,P011987,0 days 00:03:33,-2,8,10
3,MUN,P007056,P010391,P011941,0 days 00:03:32,7,9,2
3,MUN,P003583,P006760,P011987,0 days 00:03:31,-4,6,10
3,MUN,P004508,P006760,P007975,0 days 00:03:28,-5,5,10
3,MUN,P003583,P007056,P007975,0 days 00:03:25,-6,3,9
3,MUN,P003583,P006760,P007975,0 days 00:03:25,-6,3,9
3,MUN,P003583,P007975,P010391,0 days 00:03:25,-6,3,9
3,MUN,P003583,P004508,P008985,0 days 00:03:15,2,8,6
3,MUN,P004508,P005478,P011987,0 days 00:03:14,0,6,6
3,MUN,P004508,P007056,P011941,0 days 00:02:55,7,9,2
3,MUN,P003583,P004508,P006760,0 days 00:02:49,2,6,4
3,MUN,P004508,P005478,P011941,0 days 00:02:48,2,7,5
3,MUN,P007056,P008985,P011941,0 days 00:02:41,7,9,2
3,MUN,P008985,P010391,P011941,0 days 00:02:41,7,9,2
3,MUN,P005478,P011941,P011987,0 days 00:02:40,5,7,2
3,MUN,P006760,P007639,P011987,0 days 00:02:20,-3,5,8
3,MUN,P006760,P007639,P007975,0 days 00:02:20,-3,5,8
3,MUN,P004508,P007639,P011987,0 days 00:02:20,-3,5,8
3,MUN,P004508,P007639,P007975,0 days 00:02:20,-3,5,8
3,MUN,P004508,P006760,P007639,0 days 00:02:20,-3,5,8
3,MUN,P007639,P007975,P011987,0 days 00:02:20,-3,5,8
3,MUN,P003583,P007056,P011987,0 days 00:02:13,-4,2,6
3,MUN,P007975,P011941,P011987,0 days 00:02:12,7,9,2
3,MUN,P005478,P007975,P011941,0 days 00:02:11,7,10,3
3,MUN,P004508,P007975,P011941,0 days 00:02:04,4,7,3
3,MUN,P004508,P011941,P011987,0 days 00:02:00,2,4,2
3,MUN,P006760,P007975,P011941,0 days 00:01:47,3,5,2
3,MUN,P003583,P004508,P011987,0 days 00:01:44,0,6,6
3,MUN,P004508,P005478,P008985,0 days 00:01:43,-2,2,4
3,MUN,P005478,P008985,P011987,0 days 00:01:43,-2,2,4
3,MUN,P007056,P007975,P011941,0 days 00:01:40,0,2,2
