Gamecode,CODETEAM,J1,J2,J3,TIME,DELTA_SCORE,OFF,DEF
1,TSO,P008790,P009649,P012019,10.267,1,25,24
1,TSO,P008790,P009649,P013293,5.033,3,15,12
1,TSO,P008790,P009649,P013295,7.0,-4,17,21
1,TSO,P008790,P009649,P013297,5.6,8,15,7
1,TSO,P008790,P009649,P013298,9.9,4,24,20
1,TSO,P008790,P012019,P013293,6.2,4,16,12
1,TSO,P008790,P012019,P013295,7.333,-3,18,21
1,TSO,P008790,P012019,P013297,6.434,8,15,7
1,TSO,P008790,P012019,P013298,11.067,5,25,20
1,TSO,P008790,P013293,P013295,3.733,1,13,12
1,TSO,P008790,P013293,P013297,4.8,6,10,4
1,TSO,P008790,P013293,P013298,5.833,7,15,8
1,TSO,P008790,P013295,P013298,4.983,-3,12,15
1,TSO,P008790,P013297,P013298,8.417,11,20,9
1,TSO,P009649,P012019,P013293,17.667,-5,33,38
1,TSO,P009649,P012019,P013295,21.95,-11,40,51
1,TSO,P009649,P012019,P013296,19.934,-14,29,43
1,TSO,P009649,P012019,P013297,8.251,-2,14,16
1,TSO,P009649,P012019,P013298,12.534,-8,21,29
1,TSO,P009649,P013293,P013295,24.567,-2,55,57
1,TSO,P009649,P013293,P013296,23.334,-4,47,51
1,TSO,P009649,P013293,P013297,3.8,1,7,6
1,TSO,P009649,P013293,P013298,10.7,4,29,25
1,TSO,P009649,P013295,P013296,23.667,-6,47,53
1,TSO,P009649,P013295,P013298,14.817,-7,33,40
1,TSO,P009649,P013296,P013297,4.634,-7,4,11
1,TSO,P009649,P013296,P013298,13.334,-8,26,34
1,TSO,P009649,P013297,P013298,8.417,3,17,14
1,TSO,P012019,P013293,P013295,16.533,-2,34,36
1,TSO,P012019,P013293,P013296,15.567,-3,27,30
1,TSO,P012019,P013293,P013297,5.234,3,9,6
1,TSO,P012019,P013293,P013298,4.1,6,10,4
1,TSO,P012019,P013295,P013296,15.3,-7,25,32
1,TSO,P012019,P013295,P013298,6.783,-7,12,19
1,TSO,P012019,P013296,P013297,5.234,-5,6,11
1,TSO,P012019,P013296,P013298,5.567,-7,6,13
1,TSO,P012019,P013297,P013298,9.851,5,19,14
1,TSO,P013293,P013295,P013296,21.517,-2,45,47
1,TSO,P013293,P013295,P013298,9.4,2,27,25
1,TSO,P013293,P013296,P013297,2.417,0,4,4
1,TSO,P013293,P013296,P013298,8.967,3,24,21
1,TSO,P013293,P013297,P013298,5.4,8,12,4
1,TSO,P013295,P013296,P013298,10.517,-3,24,27
1,TSO,P013296,P013297,P013298,3.417,-3,4,7
1,ULM,P006245,P006997,P010726,0.617,-2,0,2
1,ULM,P006245,P006997,P011391,3.566,6,10,4
1,ULM,P006245,P006997,P011437,8.366,8,24,16
1,ULM,P006245,P006997,P012077,0.3,0,0,0
1,ULM,P006245,P006997,P012602,3.1,5,6,1
1,ULM,P006245,P006997,P013290,12.383,11,30,19
1,ULM,P006245,P006997,P013291,8.817,5,20,15
1,ULM,P006245,P007952,P011391,1.433,0,0,0
1,ULM,P006245,P007952,P012602,1.433,0,0,0
1,ULM,P006245,P007952,P013290,1.433,0,0,0
1,ULM,P006245,P010726,P011391,0.233,2,2,0
1,ULM,P006245,P010726,P012602,0.233,2,2,0
1,ULM,P006245,P010726,P013289,0.233,2,2,0
1,ULM,P006245,P010726,P013290,0.617,-2,0,2
1,ULM,P006245,P010726,P013291,0.617,-2,0,2
1,ULM,P006245,P011391,P011437,3.033,6,10,4
1,ULM,P006245,P011391,P012077,0.3,0,0,0
1,ULM,P006245,P011391,P012602,2.566,1,3,2
1,ULM,P006245,P011391,P013289,0.4,2,2,0
1,ULM,P006245,P011391,P013290,5.666,5,11,6
1,ULM,P006245,P011391,P013291,0.5,-1,1,2
1,ULM,P006245,P011437,P013290,8.366,8,24,16
1,ULM,P006245,P011437,P013291,5.333,2,14,12
1,ULM,P006245,P012077,P013290,0.3,0,0,0
1,ULM,P006245,P012602,P013289,0.4,2,2,0
1,ULM,P006245,P012602,P013290,5.2,4,7,3
1,ULM,P006245,P012602,P013291,3.367,4,7,3
1,ULM,P006245,P013289,P013290,0.167,0,0,0
1,ULM,P006245,P013290,P013291,9.317,4,21,17
1,ULM,P006997,P010726,P011437,0.85,0,0,0
1,ULM,P006997,P010726,P013290,1.467,-2,0,2
1,ULM,P006997,P010726,P013291,1.467,-2,0,2
1,ULM,P006997,P011391,P011437,8.35,9,22,13
1,ULM,P006997,P011391,P012077,3.85,2,9,7
1,ULM,P006997,P011391,P012602,2.0,1,3,2
1,ULM,P006997,P011391,P013290,8.883,9,22,13
1,ULM,P006997,P011437,P012077,9.717,-1,18,19
1,ULM,P006997,P011437,P012602,1.767,1,3,2
1,ULM,P006997,P011437,P013289,0.45,-3,0,3
1,ULM,P006997,P011437,P013290,20.7,8,45,37
1,ULM,P006997,P011437,P013291,11.9,2,23,21
1,ULM,P006997,P012077,P013289,0.45,-3,0,3
1,ULM,P006997,P012077,P013290,10.017,-1,18,19
1,ULM,P006997,P012077,P013291,5.717,0,9,9
1,ULM,P006997,P012602,P013290,4.867,6,9,3
1,ULM,P006997,P012602,P013291,2.867,5,6,1
1,ULM,P006997,P013289,P013290,0.45,-3,0,3
1,ULM,P006997,P013290,P013291,15.384,5,29,24
1,ULM,P007952,P010726,P011391,1.9,-5,7,12
1,ULM,P007952,P010726,P012077,1.9,-5,7,12
1,ULM,P007952,P010726,P013290,1.9,-5,7,12
1,ULM,P007952,P011391,P011437,3.483,-9,4,13
1,ULM,P007952,P011391,P012077,5.383,-14,11,25
1,ULM,P007952,P011391,P012602,3.066,-6,2,8
1,ULM,P007952,P011391,P013290,5.183,-8,9,17
1,ULM,P007952,P011437,P012077,3.483,-9,4,13
1,ULM,P007952,P011437,P012602,1.633,-6,2,8
1,ULM,P007952,P011437,P013290,1.85,-3,2,5
1,ULM,P007952,P012077,P012602,1.633,-6,2,8
1,ULM,P007952,P012077,P013290,3.75,-8,9,17
1,ULM,P007952,P012602,P013290,1.433,0,0,0
1,ULM,P010726,P011391,P011437,1.116,-1,3,4
1,ULM,P010726,P011391,P012077,3.6,-10,7,17
1,ULM,P010726,P011391,P012602,1.099,5,7,2
1,ULM,P010726,P011391,P013289,2.799,0,7,7
1,ULM,P010726,P011391,P013290,3.35,-6,9,15
1,ULM,P010726,P011437,P012077,2.883,0,4,4
1,ULM,P010726,P011437,P012602,0.333,1,3,2
1,ULM,P010726,P011437,P013289,3.216,1,7,6
1,ULM,P010726,P011437,P013290,0.85,0,0,0
1,ULM,P010726,P011437,P013291,2.95,2,4,2
1,ULM,P010726,P012077,P013289,3.8,-3,4,7
1,ULM,P010726,P012077,P013290,2.817,-8,7,15
1,ULM,P010726,P012077,P013291,2.1,2,4,2
1,ULM,P010726,P012602,P013289,1.099,5,7,2
1,ULM,P010726,P012602,P013290,0.533,2,2,0
1,ULM,P010726,P013289,P013290,1.45,-1,2,3
1,ULM,P010726,P013289,P013291,2.1,2,4,2
1,ULM,P010726,P013290,P013291,1.467,-2,0,2
1,ULM,P011391,P011437,P012077,12.483,-1,30,31
1,ULM,P011391,P011437,P012602,6.966,-7,13,20
1,ULM,P011391,P011437,P013289,5.449,1,13,12
1,ULM,P011391,P011437,P013290,18.1,11,46,35
1,ULM,P011391,P011437,P013291,3.567,3,12,9
1,ULM,P011391,P012077,P012602,1.633,-6,2,8
1,ULM,P011391,P012077,P013289,2.8,0,5,5
1,ULM,P011391,P012077,P013290,13.184,-1,35,36
1,ULM,P011391,P012077,P013291,3.567,3,12,9
1,ULM,P011391,P012602,P013289,4.499,2,12,10
1,ULM,P011391,P012602,P013290,7.866,-1,11,12
1,ULM,P011391,P012602,P013291,0.5,-1,1,2
1,ULM,P011391,P013289,P013290,5.95,1,12,11
1,ULM,P011391,P013290,P013291,4.067,2,13,11
1,ULM,P011437,P012077,P012602,1.633,-6,2,8
1,ULM,P011437,P012077,P013289,4.433,2,9,7
1,ULM,P011437,P012077,P013290,16.234,4,37,33
1,ULM,P011437,P012077,P013291,11.384,5,25,20
1,ULM,P011437,P012602,P013289,3.566,-2,8,10
1,ULM,P011437,P012602,P013290,5.0,-2,8,10
1,ULM,P011437,P013289,P013290,4.783,-1,10,11
1,ULM,P011437,P013289,P013291,2.1,2,4,2
1,ULM,P011437,P013290,P013291,15.467,5,35,30
1,ULM,P012077,P013289,P013290,2.467,-1,5,6
1,ULM,P012077,P013289,P013291,2.1,2,4,2
1,ULM,P012077,P013290,P013291,9.284,3,21,18
1,ULM,P012602,P013289,P013290,3.933,-1,7,8
1,ULM,P012602,P013290,P013291,3.367,4,7,3
2,HTA,P001927,P005181,P009818,6.983,-3,12,15
2,HTA,P001927,P005181,P010386,11.016,-3,22,25
2,HTA,P001927,P005181,P010550,4.899,0,9,9
2,HTA,P001927,P005181,P011157,12.966,-6,22,28
2,HTA,P001927,P005181,P011386,0.567,0,0,0
2,HTA,P001927,P005181,P012096,15.549,15,41,26
2,HTA,P001927,P005181,P013283,6.316,17,24,7
2,HTA,P001927,P005181,P013284,18.399,7,44,37
2,HTA,P001927,P009818,P010386,4.167,-7,4,11
2,HTA,P001927,P009818,P011157,10.967,-10,16,26
2,HTA,P001927,P009818,P012096,0.183,0,0,0
2,HTA,P001927,P009818,P013284,11.15,-10,16,26
2,HTA,P001927,P010386,P010550,4.416,2,9,7
2,HTA,P001927,P010386,P011157,8.45,-12,9,21
2,HTA,P001927,P010386,P012096,9.217,-3,17,20
2,HTA,P001927,P010386,P013283,1.45,-3,0,3
2,HTA,P001927,P010386,P013284,11.183,-13,17,30
2,HTA,P001927,P010550,P011157,2.966,-2,3,5
2,HTA,P001927,P010550,P011386,3.167,0,3,3
2,HTA,P001927,P010550,P012096,8.633,-4,10,14
2,HTA,P001927,P010550,P013283,1.95,-4,0,4
2,HTA,P001927,P010550,P013284,0.066,2,2,0
2,HTA,P001927,P011157,P011386,2.283,0,3,3
2,HTA,P001927,P011157,P012096,5.266,2,10,8
2,HTA,P001927,P011157,P013283,1.2,4,5,1
2,HTA,P001927,P011157,P013284,14.15,-15,19,34
2,HTA,P001927,P011386,P012096,3.167,0,3,3
2,HTA,P001927,P011386,P013283,0.317,0,0,0
2,HTA,P001927,P012096,P013283,8.05,14,24,10
2,HTA,P001927,P012096,P013284,8.633,12,27,15
2,HTA,P001927,P013283,P013284,4.966,14,19,5
2,HTA,P005181,P009818,P011157,6.8,-3,12,15
2,HTA,P005181,P009818,P012096,4.633,0,7,7
2,HTA,P005181,P009818,P013283,4.45,0,7,7
2,HTA,P005181,P009818,P013284,11.433,-3,19,22
2,HTA,P005181,P010386,P010550,3.216,4,9,5
2,HTA,P005181,P010386,P011157,4.816,-5,5,10
2,HTA,P005181,P010386,P012096,9.033,-2,20,22
2,HTA,P005181,P010386,P013283,1.766,-2,3,5
2,HTA,P005181,P010386,P013284,8.499,-7,16,23
2,HTA,P005181,P010550,P011157,0.683,-2,0,2
2,HTA,P005181,P010550,P011386,0.567,0,0,0
2,HTA,P005181,P010550,P012096,4.866,-2,7,9
2,HTA,P005181,P010550,P013283,0.433,-2,0,2
2,HTA,P005181,P010550,P013284,0.033,2,2,0
2,HTA,P005181,P011157,P012096,2.983,2,7,5
2,HTA,P005181,P011157,P013283,1.733,4,5,1
2,HTA,P005181,P011157,P013284,10.516,-8,15,23
2,HTA,P005181,P011386,P012096,0.567,0,0,0
2,HTA,P005181,P012096,P013283,11.999,15,34,19
2,HTA,P005181,P012096,P013284,14.066,11,37,26
2,HTA,P005181,P013283,P013284,10.899,13,29,16
2,HTA,P009818,P010386,P011157,4.167,-7,4,11
2,HTA,P009818,P010386,P013284,4.167,-7,4,11
2,HTA,P009818,P011157,P013284,10.967,-10,16,26
2,HTA,P009818,P012096,P013283,4.45,0,7,7
2,HTA,P009818,P012096,P013284,4.633,0,7,7
2,HTA,P009818,P013283,P013284,4.45,0,7,7
2,HTA,P010386,P010550,P012096,4.35,0,7,7
2,HTA,P010386,P010550,P013283,1.2,-2,0,2
2,HTA,P010386,P010550,P013284,0.066,2,2,0
2,HTA,P010386,P011157,P012096,1.1,0,2,2
2,HTA,P010386,P011157,P013283,0.533,0,0,0
2,HTA,P010386,P011157,P013284,7.883,-12,7,19
2,HTA,P010386,P012096,P013283,2.65,-5,3,8
2,HTA,P010386,P012096,P013284,5.0,-5,11,16
2,HTA,P010386,P013283,P013284,2.049,-3,3,6
2,HTA,P010550,P011157,P011386,2.283,0,3,3
2,HTA,P010550,P011157,P012096,2.966,-2,3,5
2,HTA,P010550,P011386,P012096,3.167,0,3,3
2,HTA,P010550,P011386,P013283,0.317,0,0,0
2,HTA,P010550,P012096,P013283,1.917,-4,0,4
2,HTA,P010550,P013283,P013284,0.033,0,0,0
2,HTA,P011157,P011386,P012096,2.283,0,3,3
2,HTA,P011157,P012096,P013283,1.2,4,5,1
2,HTA,P011157,P013283,P013284,0.533,0,0,0
2,HTA,P011386,P012096,P013283,0.317,0,0,0
2,HTA,P012096,P013283,P013284,10.616,12,29,17
2,JOV,P002361,P002507,P005099,4.6,-6,8,14
2,JOV,P002361,P002507,P010161,9.033,9,22,13
2,JOV,P002361,P002507,P013285,13.883,4,31,27
2,JOV,P002361,P002507,P013287,13.883,4,31,27
2,JOV,P002361,P002507,PJUG,0.25,1,1,0
2,JOV,P002361,P004834,P005099,2.25,-9,1,10
2,JOV,P002361,P004834,P010161,2.733,4,9,5
2,JOV,P002361,P004834,P012349,1.117,-7,0,7
2,JOV,P002361,P004834,P012740,1.117,-7,0,7
2,JOV,P002361,P004834,P013285,1.133,-2,1,3
2,JOV,P002361,P004834,P013287,3.866,2,10,8
2,JOV,P002361,P004834,PJUG,2.733,4,9,5
2,JOV,P002361,P005099,P012349,1.117,-7,0,7
2,JOV,P002361,P005099,P012740,1.117,-7,0,7
2,JOV,P002361,P005099,P013285,5.733,-8,9,17
2,JOV,P002361,P005099,P013287,5.733,-8,9,17
2,JOV,P002361,P010161,P012349,0.033,-2,0,2
2,JOV,P002361,P010161,P013285,9.066,7,22,15
2,JOV,P002361,P010161,P013287,11.799,11,31,20
2,JOV,P002361,P010161,PJUG,2.733,4,9,5
2,JOV,P002361,P012349,P012740,1.117,-7,0,7
2,JOV,P002361,P012349,P013285,0.033,-2,0,2
2,JOV,P002361,P012349,P013287,0.033,-2,0,2
2,JOV,P002361,P013285,P013287,15.049,0,32,32
2,JOV,P002361,P013285,PJUG,0.25,1,1,0
2,JOV,P002361,P013287,PJUG,2.983,5,10,5
2,JOV,P002507,P005099,P012349,4.017,1,6,5
2,JOV,P002507,P005099,P012740,4.334,1,6,5
2,JOV,P002507,P005099,P013285,7.934,-5,14,19
2,JOV,P002507,P005099,P013286,1.317,0,0,0
2,JOV,P002507,P005099,P013287,4.6,-6,8,14
2,JOV,P002507,P010161,P013285,13.816,16,34,18
2,JOV,P002507,P010161,P013287,13.816,16,34,18
2,JOV,P002507,P010161,PJUG,4.783,7,12,5
2,JOV,P002507,P012349,P012740,4.017,1,6,5
2,JOV,P002507,P012349,P013285,3.017,1,6,5
2,JOV,P002507,P012349,P013286,1.0,0,0,0
2,JOV,P002507,P012740,P013285,3.334,1,6,5
2,JOV,P002507,P012740,P013286,1.317,0,0,0
2,JOV,P002507,P013285,P013286,0.317,0,0,0
2,JOV,P002507,P013285,P013287,18.666,11,43,32
2,JOV,P002507,P013285,PJUG,5.033,8,13,5
2,JOV,P002507,P013287,PJUG,5.033,8,13,5
2,JOV,P004834,P005099,P012349,6.234,-13,7,20
2,JOV,P004834,P005099,P012740,9.451,-9,14,23
2,JOV,P004834,P005099,P013285,3.183,-2,4,6
2,JOV,P004834,P005099,P013286,6.284,-2,11,13
2,JOV,P004834,P005099,P013287,4.35,2,8,6
2,JOV,P004834,P010161,P012349,2.283,0,3,3
2,JOV,P004834,P010161,P012740,3.65,0,5,5
2,JOV,P004834,P010161,P013285,1.367,0,2,2
2,JOV,P004834,P010161,P013286,2.283,0,3,3
2,JOV,P004834,P010161,P013287,4.1,4,11,7
2,JOV,P004834,P010161,PJUG,2.733,4,9,5
2,JOV,P004834,P012349,P012740,8.517,-13,10,23
2,JOV,P004834,P012349,P013286,7.4,-6,10,16
2,JOV,P004834,P012740,P013285,3.417,0,5,5
2,JOV,P004834,P012740,P013286,8.567,-2,14,16
2,JOV,P004834,P012740,P013287,4.584,4,9,5
2,JOV,P004834,P013285,P013287,4.55,-2,6,8
2,JOV,P004834,P013286,P013287,1.167,4,4,0
2,JOV,P004834,P013287,PJUG,2.733,4,9,5
2,JOV,P005099,P012349,P012740,10.251,-12,13,25
2,JOV,P005099,P012349,P013285,3.017,1,6,5
2,JOV,P005099,P012349,P013286,6.117,-6,7,13
2,JOV,P005099,P012740,P013285,5.384,1,9,8
2,JOV,P005099,P012740,P013286,7.601,-2,11,13
2,JOV,P005099,P012740,P013287,3.217,4,7,3
2,JOV,P005099,P013285,P013286,0.317,0,0,0
2,JOV,P005099,P013285,P013287,7.783,-8,12,20
2,JOV,P005099,P013286,P013287,1.167,4,4,0
2,JOV,P010161,P012349,P012740,2.283,0,3,3
2,JOV,P010161,P012349,P013285,0.033,-2,0,2
2,JOV,P010161,P012349,P013286,2.283,0,3,3
2,JOV,P010161,P012349,P013287,0.033,-2,0,2
2,JOV,P010161,P012740,P013285,1.367,0,2,2
2,JOV,P010161,P012740,P013286,2.283,0,3,3
2,JOV,P010161,P012740,P013287,1.367,0,2,2
2,JOV,P010161,P013285,P013287,15.216,14,36,22
2,JOV,P010161,P013285,PJUG,4.783,7,12,5
2,JOV,P010161,P013287,PJUG,7.516,11,21,10
2,JOV,P012349,P012740,P013285,3.017,1,6,5
2,JOV,P012349,P012740,P013286,8.4,-6,10,16
2,JOV,P012349,P013285,P013287,0.033,-2,0,2
2,JOV,P012740,P013285,P013286,0.317,0,0,0
2,JOV,P012740,P013285,P013287,3.417,0,5,5
2,JOV,P012740,P013286,P013287,1.167,4,4,0
2,JOV,P013285,P013287,PJUG,5.033,8,13,5
3,BAH,P003840,P004172,P009601,8.667,7,23,16
3,BAH,P003840,P004172,P011201,4.9,6,11,5
3,BAH,P003840,P004172,P011821,8.384,8,21,13
3,BAH,P003840,P004172,P011823,11.284,14,28,14
3,BAH,P003840,P004172,P012405,2.0,0,4,4
3,BAH,P003840,P004172,P012711,4.617,7,9,2
3,BAH,P003840,P008278,P009601,0.117,-3,0,3
3,BAH,P003840,P008278,P011201,0.117,-3,0,3
3,BAH,P003840,P008278,P012711,0.117,-3,0,3
3,BAH,P003840,P009601,P011192,9.484,4,22,18
3,BAH,P003840,P009601,P011201,3.784,-2,9,11
3,BAH,P003840,P009601,P011821,17.301,10,42,32
3,BAH,P003840,P009601,P011823,17.051,11,41,30
3,BAH,P003840,P009601,P012405,0.983,0,4,4
3,BAH,P003840,P009601,P012711,1.467,-3,3,6
3,BAH,P003840,P011192,P011201,3.1,-2,2,4
3,BAH,P003840,P011192,P011821,16.451,12,39,27
3,BAH,P003840,P011192,P011823,14.167,7,29,22
3,BAH,P003840,P011192,P012405,5.15,3,12,9
3,BAH,P003840,P011192,P012711,9.95,6,19,13
3,BAH,P003840,P011201,P011821,1.784,-3,3,6
3,BAH,P003840,P011201,P011823,5.883,4,9,5
3,BAH,P003840,P011201,P012405,2.317,-3,4,7
3,BAH,P003840,P011201,P012711,7.467,-3,10,13
3,BAH,P003840,P011821,P011823,19.568,17,48,31
3,BAH,P003840,P011821,P012405,5.467,0,12,12
3,BAH,P003840,P011821,P012711,10.551,7,24,17
3,BAH,P003840,P011823,P012711,8.4,10,16,6
3,BAH,P003840,P012405,P012711,6.484,0,12,12
3,BAH,P004172,P009601,P011192,0.5,-2,0,2
3,BAH,P004172,P009601,P011201,4.783,-2,10,12
3,BAH,P004172,P009601,P011821,9.55,1,21,20
3,BAH,P004172,P009601,P011823,8.184,5,19,14
3,BAH,P004172,P009601,P012405,3.566,-3,8,11
3,BAH,P004172,P011192,P011201,2.417,-2,0,2
3,BAH,P004172,P011192,P011821,0.5,-2,0,2
3,BAH,P004172,P011192,P011823,0.5,-2,0,2
3,BAH,P004172,P011192,P012405,2.417,-2,0,2
3,BAH,P004172,P011192,P012711,2.417,-2,0,2
3,BAH,P004172,P011201,P011821,2.583,-3,4,7
3,BAH,P004172,P011201,P011823,2.9,6,7,1
3,BAH,P004172,P011201,P012405,7.0,-5,8,13
3,BAH,P004172,P011201,P012711,5.117,3,5,2
3,BAH,P004172,P011821,P011823,8.884,6,21,15
3,BAH,P004172,P011821,P012405,2.583,-3,4,7
3,BAH,P004172,P011821,P012711,1.917,2,4,2
3,BAH,P004172,P011823,P012711,3.6,7,9,2
3,BAH,P004172,P012405,P012711,3.434,-2,0,2
3,BAH,P008278,P009601,P011201,0.117,-3,0,3
3,BAH,P008278,P009601,P012711,0.117,-3,0,3
3,BAH,P008278,P011201,P012711,0.117,-3,0,3
3,BAH,P009601,P011192,P011201,0.117,0,0,0
3,BAH,P009601,P011192,P011821,9.984,2,22,20
3,BAH,P009601,P011192,P011823,9.867,2,22,20
3,BAH,P009601,P011201,P011821,4.05,-3,7,10
3,BAH,P009601,P011201,P011823,1.217,1,2,1
3,BAH,P009601,P011201,P012405,3.566,-3,8,11
3,BAH,P009601,P011201,P012711,1.467,-3,3,6
3,BAH,P009601,P011821,P011823,16.334,8,39,31
3,BAH,P009601,P011821,P012405,2.583,-3,4,7
3,BAH,P009601,P011821,P012711,1.35,0,3,3
3,BAH,P011192,P011201,P011821,0.117,0,0,0
3,BAH,P011192,P011201,P011823,2.983,-2,2,4
3,BAH,P011192,P011201,P012405,2.417,-2,0,2
3,BAH,P011192,P011201,P012711,5.4,-4,2,6
3,BAH,P011192,P011821,P011823,11.684,7,27,20
3,BAH,P011192,P011821,P012405,5.15,3,12,9
3,BAH,P011192,P011821,P012711,6.967,8,17,9
3,BAH,P011192,P011823,P012711,4.8,3,7,4
3,BAH,P011192,P012405,P012711,7.567,1,12,11
3,BAH,P011201,P011821,P012405,2.9,-6,4,10
3,BAH,P011201,P011821,P012711,1.667,-3,3,6
3,BAH,P011201,P011823,P012711,4.666,3,7,4
3,BAH,P011201,P012405,P012711,3.751,-5,0,5
3,BAH,P011821,P011823,P012711,3.734,7,9,2
3,BAH,P011821,P012405,P012711,5.467,0,12,12
3,WOL,P003212,P004645,P005516,3.266,1,6,5
3,WOL,P003212,P004645,P006853,3.266,1,6,5
3,WOL,P003212,P004645,P008186,2.483,1,3,2
3,WOL,P003212,P004645,P012577,0.783,0,3,3
3,WOL,P003212,P005516,P006853,3.266,1,6,5
3,WOL,P003212,P005516,P008186,2.483,1,3,2
3,WOL,P003212,P005516,P012577,0.783,0,3,3
3,WOL,P003212,P006853,P008186,2.483,1,3,2
3,WOL,P003212,P006853,P012577,0.783,0,3,3
3,WOL,P004645,P005516,P006546,2.184,5,7,2
3,WOL,P004645,P005516,P006853,9.1,-1,11,12
3,WOL,P004645,P005516,P008186,10.284,10,16,6
3,WOL,P004645,P005516,P011248,3.817,-2,7,9
3,WOL,P004645,P005516,P012003,7.918,9,13,4
3,WOL,P004645,P005516,P012577,2.683,-4,6,10
3,WOL,P004645,P006546,P006853,0.117,0,0,0
3,WOL,P004645,P006546,P008186,4.917,6,17,11
3,WOL,P004645,P006546,P011248,2.85,1,10,9
3,WOL,P004645,P006546,P012003,5.034,6,17,11
3,WOL,P004645,P006853,P008186,6.3,3,5,2
3,WOL,P004645,P006853,P011248,1.9,-4,3,7
3,WOL,P004645,P006853,P012003,3.934,2,2,0
3,WOL,P004645,P006853,P012577,2.683,-4,6,10
3,WOL,P004645,P008186,P011248,4.767,3,14,11
3,WOL,P004645,P008186,P012003,10.651,10,23,13
3,WOL,P004645,P011248,P012003,4.767,3,14,11
3,WOL,P004645,P011248,P012577,1.9,-4,3,7
3,WOL,P005516,P006546,P006853,0.117,0,0,0
3,WOL,P005516,P006546,P008186,2.067,5,7,2
3,WOL,P005516,P006546,P011248,2.417,-2,3,5
3,WOL,P005516,P006546,P012003,2.301,8,10,2
3,WOL,P005516,P006546,P012577,2.417,-2,3,5
3,WOL,P005516,P006546,P012789,2.3,-5,0,5
3,WOL,P005516,P006853,P008186,6.3,3,5,2
3,WOL,P005516,P006853,P011248,1.9,-4,3,7
3,WOL,P005516,P006853,P012003,4.434,2,2,0
3,WOL,P005516,P006853,P012577,3.183,-4,6,10
3,WOL,P005516,P006853,P012789,0.5,0,0,0
3,WOL,P005516,P008186,P011248,1.917,2,4,2
3,WOL,P005516,P008186,P012003,7.801,9,13,4
3,WOL,P005516,P011248,P012003,3.851,0,7,7
3,WOL,P005516,P011248,P012577,6.134,-11,6,17
3,WOL,P005516,P011248,P012789,4.117,-10,0,10
3,WOL,P005516,P012003,P012577,2.434,-2,3,5
3,WOL,P005516,P012003,P012789,2.317,-5,0,5
3,WOL,P005516,P012577,P012789,4.617,-10,0,10
3,WOL,P006546,P006853,P012003,0.117,0,0,0
3,WOL,P006546,P008186,P011248,6.717,-2,17,19
3,WOL,P006546,P008186,P012003,8.784,3,24,21
3,WOL,P006546,P008186,P012577,3.867,-3,7,10
3,WOL,P006546,P011248,P012003,22.301,-7,47,54
3,WOL,P006546,P011248,P012577,21.751,-13,37,50
3,WOL,P006546,P011248,P012789,17.767,-13,27,40
3,WOL,P006546,P012003,P012577,19.451,-8,37,45
3,WOL,P006546,P012003,P012789,15.467,-8,27,35
3,WOL,P006546,P012577,P012789,17.767,-13,27,40
3,WOL,P006853,P008186,P012003,3.817,2,2,0
3,WOL,P006853,P011248,P012577,1.9,-4,3,7
3,WOL,P006853,P012003,P012577,0.5,0,0,0
3,WOL,P006853,P012003,P012789,0.5,0,0,0
3,WOL,P006853,P012577,P012789,0.5,0,0,0
3,WOL,P008186,P011248,P012003,8.634,0,21,21
3,WOL,P008186,P011248,P012577,3.867,-3,7,10
3,WOL,P008186,P012003,P012577,3.867,-3,7,10
3,WOL,P011248,P012003,P012577,21.268,-13,37,50
3,WOL,P011248,P012003,P012789,17.284,-13,27,40
3,WOL,P011248,P012577,P012789,19.584,-18,27,45
3,WOL,P012003,P012577,P012789,17.784,-13,27,40
4,BES,P003783,P007914,P008945,8.733,10,28,18
4,BES,P003783,P007914,P009680,12.033,12,38,26
4,BES,P003783,P007914,P010652,13.15,18,40,22
4,BES,P003783,P007914,P011379,1.75,-1,3,4
4,BES,P003783,P007914,P011927,3.333,3,7,4
4,BES,P003783,P007914,P011936,6.4,6,16,10
4,BES,P003783,P008945,P009680,7.55,6,24,18
4,BES,P003783,P008945,P010652,7.1,11,25,14
4,BES,P003783,P008945,P011379,1.75,-1,3,4
4,BES,P003783,P008945,P011927,1.3,4,4,0
4,BES,P003783,P008945,P013255,0.117,0,0,0
4,BES,P003783,P009680,P010652,10.167,14,34,20
4,BES,P003783,P009680,P011379,1.75,-1,3,4
4,BES,P003783,P009680,P011927,0.233,-1,1,2
4,BES,P003783,P009680,P011936,4.6,6,14,8
4,BES,P003783,P009680,P013255,0.117,0,0,0
4,BES,P003783,P010652,P011927,5.067,2,6,4
4,BES,P003783,P010652,P011936,8.134,5,15,10
4,BES,P003783,P010652,P013255,2.084,-2,0,2
4,BES,P003783,P011927,P011936,4.0,-3,3,6
4,BES,P003783,P011927,P013255,1.967,-2,0,2
4,BES,P003783,P011936,P013255,1.967,-2,0,2
4,BES,P007914,P008945,P009680,9.416,3,26,23
4,BES,P007914,P008945,P010652,6.983,11,25,14
4,BES,P007914,P008945,P011379,3.733,-4,5,9
4,BES,P007914,P008945,P011924,0.05,0,0,0
4,BES,P007914,P008945,P011927,1.3,4,4,0
4,BES,P007914,P008945,P011936,2.033,-3,2,5
4,BES,P007914,P008945,P013255,0.05,0,0,0
4,BES,P007914,P009680,P010652,10.05,14,34,20
