Gamecode,CODETEAM,J1,TIME,DELTA_SCORE,OFF,DEF
4,PAR,P000956,5.616,5,16,11
4,PAR,P003983,25.866,-7,56,63
4,PAR,P004058,13.233,-7,22,29
4,PAR,P004172,4.917,-9,9,18
4,PAR,P007400,23.816,-5,54,59
4,PAR,P007673,14.1,0,33,33
4,PAR,P008987,26.066,-18,46,64
4,PAR,P009862,24.516,-21,38,59
4,PAR,P011050,11.15,-11,20,31
4,PAR,P011051,25.316,1,53,52
4,PAR,P012742,19.083,2,43,41
4,PAR,P012743,6.316,-5,15,20
4,TEL,P004233,6.6,-9,12,21
4,TEL,P005145,15.183,14,39,25
4,TEL,P007990,22.516,16,61,45
4,TEL,P009622,24.948,14,61,47
4,TEL,P009783,21.832,19,54,35
4,TEL,P011193,20.197,6,50,44
4,TEL,P011199,15.399,11,37,26
4,TEL,P011214,13.932,-8,31,39
4,TEL,P011219,21.381,1,48,47
4,TEL,P011971,15.532,4,37,33
4,TEL,P012744,22.465,7,50,43
5,VIR,P001133,31.016,-1,66,67
5,VIR,P001844,28.633,-19,46,65
5,VIR,P002084,10.666,-8,13,21
5,VIR,P003048,7.7,-3,10,13
5,VIR,P004007,24.732,9,56,47
5,VIR,P006739,11.366,16,33,17
5,VIR,P008847,25.234,11,58,47
5,VIR,P009549,28.883,-7,58,65
5,VIR,P011192,11.766,0,21,21
5,VIR,P012714,5.332,-4,11,15
5,VIR,PBCN,14.667,-9,23,32
5,ZAL,P002329,28.316,4,59,55
5,ZAL,P002676,20.065,-6,36,42
5,ZAL,P003210,7.783,-10,13,23
5,ZAL,P003211,26.633,22,64,42
5,ZAL,P005504,8.799,-22,9,31
5,ZAL,P007109,25.916,6,52,46
5,ZAL,P007513,0.15,-3,0,3
5,ZAL,P010390,27.516,21,63,42
5,ZAL,P011218,27.365,10,59,49
5,ZAL,P011965,11.932,-3,24,27
5,ZAL,P012715,15.515,-4,31,35
6,MIL,P000796,35.717,-11,65,76
6,MIL,P001518,0.134,-2,0,2
6,MIL,P002812,14.501,1,29,28
6,MIL,P002849,28.201,6,53,47
6,MIL,P005670,15.883,-1,33,34
6,MIL,P006433,27.517,0,46,46
6,MIL,P006509,17.517,-2,30,32
6,MIL,P006701,2.516,-3,3,6
6,MIL,P007201,32.75,-2,63,65
6,MIL,P007831,37.319,5,71,66
6,MIL,P009960,12.95,-6,17,23
6,ULK,P001932,7.933,7,16,9
6,ULK,P002968,6.033,4,11,7
6,ULK,P002969,0.117,2,2,0
6,ULK,P004004,18.633,1,34,33
6,ULK,P005844,31.565,6,62,56
6,ULK,P006661,31.115,6,58,52
6,ULK,P008962,30.699,1,63,62
6,ULK,P009849,30.415,1,59,58
6,ULK,P010560,33.015,-3,61,64
6,ULK,P011052,13.616,-4,26,30
6,ULK,P011157,13.299,-6,20,26
6,ULK,P011980,8.55,0,13,13
7,OLY,P001255,26.3,-8,51,59
7,OLY,P003941,35.567,18,75,57
7,OLY,P006302,0.35,0,0,0
7,OLY,P006589,10.0,-8,13,21
7,OLY,P007853,6.25,-10,6,16
7,OLY,P007982,27.217,5,49,44
7,OLY,P008829,36.833,21,78,57
7,OLY,P008855,38.75,20,82,62
7,OLY,P010392,11.917,-6,17,23
7,OLY,P010612,31.816,18,69,51
7,PAN,P001926,31.199,-1,55,56
7,PAN,P002328,30.383,-10,55,65
7,PAN,P003842,33.666,-6,58,64
7,PAN,P007553,12.45,-9,20,29
7,PAN,P007947,21.216,-17,27,44
7,PAN,P008084,8.05,10,17,7
7,PAN,P011204,32.5,-7,57,64
7,PAN,P011209,0.433,0,0,0
7,PAN,P011221,0.433,0,0,0
7,PAN,P011826,11.466,5,28,23
7,PAN,P012712,43.199,-15,73,88
8,BAS,P004603,11.233,-5,22,27
8,BAS,P004761,16.234,-7,29,36
8,BAS,P007230,27.3,0,48,48
8,BAS,P008072,23.933,7,51,44
8,BAS,P008850,1.684,-6,0,6
8,BAS,P009048,19.784,-2,39,41
8,BAS,P010444,21.234,-1,40,41
8,BAS,P011064,19.0,6,38,32
8,BAS,P011085,12.584,-2,29,31
8,BAS,P011948,23.417,5,48,43
8,BAS,P012201,23.602,-5,41,46
8,MAD,P001392,19.818,6,37,31
8,MAD,P003108,10.284,-1,26,27
8,MAD,P003733,2.217,-4,4,8
8,MAD,P004887,24.932,3,47,44
8,MAD,P005928,22.734,4,44,40
8,MAD,P006540,23.484,-10,42,52
8,MAD,P010357,34.834,9,70,61
8,MAD,P010868,6.151,-2,9,11
8,MAD,PBMT,17.634,11,39,28
8,MAD,PCVM,17.267,-2,35,37
8,MAD,PTGB,20.65,-4,42,46
9,MCO,P004790,7.734,-6,13,19
9,MCO,P005985,33.566,6,60,54
9,MCO,P008099,10.084,-17,10,27
9,MCO,P010588,32.249,11,60,49
9,MCO,P011196,10.101,-13,10,23
9,MCO,P011212,29.45,1,51,50
9,MCO,P011226,24.167,-13,33,46
9,MCO,P011231,18.0,-13,26,39
9,MCO,P012515,11.083,1,17,16
9,MCO,PLCZ,23.566,18,45,27
9,PAM,P000556,4.283,1,5,4
9,PAM,P003960,20.217,-9,26,35
9,PAM,P004863,19.4,16,40,24
9,PAM,P006643,15.4,-6,24,30
9,PAM,P007870,15.117,-2,22,24
9,PAM,P010393,9.484,8,21,13
9,PAM,P010568,25.134,-1,40,41
9,PAM,P011970,8.401,-1,17,18
9,PAM,P011982,21.735,6,43,37
9,PAM,P012738,17.017,13,39,26
9,PAM,P012739,18.434,-4,30,34
9,PAM,P012740,25.383,4,43,39
10,BAS,P004603,18.183,-6,43,49
10,BAS,P004761,22.583,2,54,52
10,BAS,P007230,28.949,12,67,55
10,BAS,P008072,14.316,15,33,18
10,BAS,P009048,26.85,1,53,52
10,BAS,P010444,24.516,11,52,41
10,BAS,P011064,16.183,2,44,42
10,BAS,P011085,4.85,1,15,14
10,BAS,P011948,20.949,-2,41,43
10,BAS,P012201,22.616,-11,53,64
10,BER,P003958,24.766,-7,47,54
10,BER,P006251,17.317,6,48,42
10,BER,P006819,4.033,-3,6,9
10,BER,P006919,23.966,-12,40,52
10,BER,P007550,17.049,-8,30,38
10,BER,P008173,22.951,3,56,53
10,BER,P008211,11.85,7,27,20
10,BER,P008384,19.467,8,52,44
10,BER,P008967,23.867,-9,49,58
10,BER,P012720,20.783,-13,38,51
10,BER,P012721,13.951,3,37,34
11,IST,P004554,23.133,0,53,53
11,IST,P004888,17.232,-30,26,56
11,IST,P006372,22.516,3,51,48
11,IST,P006590,21.883,4,53,49
11,IST,P007200,23.883,-45,33,78
11,IST,P009513,9.417,2,22,20
11,IST,P009664,21.616,-7,48,55
11,IST,P011078,32.482,-10,68,78
11,IST,P011981,15.166,-18,25,43
11,IST,P012415,1.517,0,2,2
11,IST,PLHK,11.15,-14,19,33
11,MAD,P001392,26.132,32,76,44
11,MAD,P003108,22.266,5,54,49
11,MAD,P004887,19.032,1,45,44
11,MAD,P005791,17.45,18,49,31
11,MAD,P005928,26.583,40,83,43
11,MAD,P006540,21.733,22,58,36
11,MAD,P009005,13.682,1,29,28
11,MAD,P009213,1.517,2,4,2
11,MAD,P010357,26.3,22,74,52
11,MAD,PCVM,11.433,-19,16,35
11,MAD,PTGB,13.867,-9,27,36
12,MIL,P000796,31.216,-6,74,80
12,MIL,P001518,5.45,-2,7,9
12,MIL,P002812,5.533,-6,4,10
12,MIL,P002849,23.666,-9,56,65
12,MIL,P006433,19.817,-1,40,41
12,MIL,P006509,6.616,-5,10,15
12,MIL,P007032,20.149,-5,50,55
12,MIL,P007201,30.666,-2,78,80
12,MIL,P007831,33.516,-12,80,92
12,MIL,P009960,13.383,8,33,25
12,MIL,P011205,9.983,0,18,18
12,TEL,P004233,8.483,5,18,13
12,TEL,P005145,11.266,-10,16,26
12,TEL,P007990,2.35,-3,5,8
12,TEL,P009622,30.565,6,76,70
12,TEL,P009783,31.249,6,82,76
12,TEL,P011193,19.798,7,43,36
12,TEL,P011199,23.033,3,62,59
12,TEL,P011214,19.415,12,45,33
12,TEL,P011219,6.116,-2,11,13
12,TEL,P011971,24.799,11,66,55
12,TEL,P012744,22.916,5,66,61
13,MUN,P001557,19.235,7,37,30
13,MUN,P003583,19.951,-4,35,39
13,MUN,P004508,17.884,-3,35,38
13,MUN,P006760,29.25,-7,55,62
13,MUN,P007056,30.284,-11,55,66
13,MUN,P007975,18.902,-3,32,35
13,MUN,P008985,27.384,6,55,49
13,MUN,P010391,13.352,-5,18,23
13,MUN,P011941,7.65,-6,11,17
13,MUN,P011987,16.118,-9,22,31
13,PAN,P002328,23.684,15,58,43
13,PAN,P003842,33.451,6,68,62
13,PAN,P005161,24.3,-2,42,44
13,PAN,P006544,1.467,-2,2,4
13,PAN,P007553,5.7,-4,4,8
13,PAN,P007947,29.817,3,56,53
13,PAN,P008084,15.351,0,32,32
13,PAN,P011204,33.535,9,65,56
13,PAN,P011221,1.117,-1,1,2
13,PAN,P011826,6.466,2,11,9
13,PAN,P012712,25.117,9,51,42
14,ASV,P000229,12.734,2,22,20
14,ASV,P002100,19.316,-12,28,40
14,ASV,P004194,20.183,-19,30,49
14,ASV,P011225,27.051,-21,38,59
14,ASV,P012080,31.25,-18,56,74
14,ASV,P012729,28.05,-26,43,69
14,ASV,P012730,19.434,-6,31,37
14,ASV,P012731,8.066,-1,10,11
14,ASV,P012732,21.583,-28,32,60
14,ASV,PKIR,12.333,-1,20,21
14,PAR,P000956,15.716,16,39,23
14,PAR,P003983,22.865,23,58,35
14,PAR,P004172,9.084,-1,16,17
14,PAR,P007400,32.116,22,71,49
14,PAR,P007673,13.916,3,27,24
14,PAR,P008987,27.982,26,67,41
14,PAR,P009862,22.848,9,45,36
14,PAR,P011050,8.617,1,16,15
14,PAR,P011051,15.282,15,36,21
14,PAR,P012742,15.465,6,29,23
14,PAR,P012743,16.099,10,36,26
15,MCO,P004197,18.5,-11,28,39
15,MCO,P004790,18.532,-6,31,37
15,MCO,P005985,29.85,-21,42,63
15,MCO,P008099,17.367,-2,30,32
15,MCO,P010588,14.284,-9,15,24
15,MCO,P011196,14.766,-9,24,33
15,MCO,P011212,27.633,-20,39,59
15,MCO,P011226,20.2,-12,28,40
15,MCO,P011231,17.185,-11,24,35
15,MCO,P012515,6.45,-6,10,16
15,MCO,PLCZ,15.233,-13,24,37
15,VIR,P001133,25.967,19,56,37
15,VIR,P001844,17.516,12,40,28
15,VIR,P003048,23.699,18,52,34
15,VIR,P003527,3.416,-3,4,7
15,VIR,P004007,20.781,13,43,30
15,VIR,P006739,10.916,2,19,17
15,VIR,P008847,20.848,12,43,31
15,VIR,P009549,16.05,13,35,22
15,VIR,P010781,22.248,8,42,34
15,VIR,P011192,13.266,13,30,17
15,VIR,P012714,5.633,0,9,9
15,VIR,PBCN,19.65,13,42,29
16,BAR,P000925,22.25,14,49,35
16,BAR,P002939,20.266,8,40,32
16,BAR,P003196,17.682,-5,28,33
16,BAR,P003478,14.983,13,34,21
16,BAR,P004866,26.933,10,56,46
16,BAR,P006435,27.999,10,58,48
16,BAR,P007464,12.233,2,21,19
16,BAR,P007519,20.733,0,37,37
16,BAR,P009992,2.75,-2,3,5
16,BAR,P010641,0.067,0,0,0
16,BAR,P011244,20.7,-1,39,40
16,BAR,P012745,13.399,-4,20,24
16,OLY,P001255,29.632,-12,49,61
16,OLY,P003941,27.166,-10,47,57
16,OLY,P006302,8.516,5,16,11
16,OLY,P008811,12.799,1,21,20
16,OLY,P008829,32.215,-7,56,63
16,OLY,P008855,35.582,-13,59,72
16,OLY,P010392,18.182,1,31,30
16,OLY,P010612,17.633,-10,31,41
16,OLY,P011983,18.265,0,30,30
17,PAM,P000556,16.683,4,37,33
17,PAM,P003960,20.616,8,45,37
17,PAM,P004863,5.516,8,15,7
17,PAM,P006643,12.067,1,27,26
17,PAM,P007870,21.283,10,46,36
17,PAM,P009101,9.967,-1,20,21
17,PAM,P010393,5.367,-7,8,15
17,PAM,P010568,27.266,0,48,48
17,PAM,P011982,23.901,-1,43,44
17,PAM,P012738,16.734,3,29,26
17,PAM,P012739,16.067,-8,26,34
17,PAM,P012740,24.533,-2,41,43
17,ULK,P001932,4.083,-6,2,8
17,ULK,P002968,15.768,-1,33,34
17,ULK,P002969,0.067,-2,0,2
17,ULK,P004004,21.418,-2,38,40
17,ULK,P005844,22.8,-6,36,42
17,ULK,P006661,21.369,-2,40,42
17,ULK,P008962,33.37,5,65,60
17,ULK,P009849,24.552,4,50,46
17,ULK,P010560,14.468,-6,21,27
17,ULK,P011052,22.035,2,46,44
17,ULK,P011157,6.251,-1,11,12
17,ULK,P011980,13.834,0,28,28
18,RED,P000848,23.335,5,51,46
18,RED,P002553,22.451,5,41,36
18,RED,P005099,20.367,11,38,27
18,RED,P006436,32.017,-16,56,72
18,RED,P007960,26.633,-5,55,60
18,RED,P008966,6.834,-2,14,16
18,RED,P009035,12.683,-6,23,29
18,RED,P011224,14.816,-6,22,28
18,RED,P011964,12.251,-9,13,22
18,RED,P012711,3.15,-4,4,8
18,RED,PJDR,25.468,2,53,51
18,ZAL,P002329,34.034,13,74,61
18,ZAL,P002676,19.884,-7,36,43
18,ZAL,P003210,3.016,3,6,3
18,ZAL,P003211,29.201,23,65,42
18,ZAL,P005504,11.283,-7,15,22
18,ZAL,P007109,25.635,18,59,41
18,ZAL,P007513,1.75,-7,0,7
18,ZAL,P010390,22.35,-1,43,44
18,ZAL,P011218,25.301,5,53,48
18,ZAL,P011965,11.351,-14,14,28
18,ZAL,P012715,16.2,-1,30,31
19,ASV,P000229,3.4,-8,2,10
19,ASV,P002100,26.583,19,70,51
19,ASV,P004194,23.498,-6,49,55
19,ASV,P006568,16.266,-10,29,39
19,ASV,P011225,31.382,-3,71,74
19,ASV,P011386,8.616,-2,13,15
19,ASV,P012080,15.2,-14,23,37
19,ASV,P012729,23.849,10,61,51
19,ASV,P012730,17.116,-6,31,37
19,ASV,P012731,15.532,9,42,33
19,ASV,P012732,18.548,-14,29,43
19,IST,P004554,24.184,10,55,45
19,IST,P004888,31.801,11,75,64
19,IST,P006372,8.833,-11,16,27
19,IST,P006590,28.867,7,69,62
19,IST,P007200,32.318,16,75,59
19,IST,P009513,2.2,-9,2,11
19,IST,P009664,31.584,4,65,61
19,IST,P011078,16.6,2,36,34
19,IST,P011981,11.85,-2,30,32
19,IST,P012415,2.084,-5,4,9
19,IST,P012710,5.717,5,14,9
19,IST,PLHK,3.967,-3,4,7
20,MIL,P000796,29.834,12,56,44
20,MIL,P002812,6.917,5,7,2
20,MIL,P002849,30.299,15,53,38
20,MIL,P005670,10.483,5,14,9
20,MIL,P006433,29.884,11,55,44
20,MIL,P006509,10.099,1,14,13
20,MIL,P007201,27.25,13,47,34
20,MIL,P007831,31.201,10,56,46
20,MIL,P009960,8.817,-8,10,18
20,MIL,P011205,12.233,-6,9,15
20,MIL,P011926,2.983,2,4,2
20,OLY,P001255,33.016,-13,45,58
20,OLY,P003941,28.383,-8,41,49
20,OLY,P006302,17.366,-15,17,32
20,OLY,P006589,10.232,-6,7,13
20,OLY,P008811,11.616,-4,12,16
20,OLY,P008829,22.333,-6,34,40
20,OLY,P008855,30.916,-3,46,49
20,OLY,P010392,15.167,-2,19,21
20,OLY,P010612,7.5,7,17,10
20,OLY,P011983,18.633,-6,19,25
20,OLY,P012023,4.833,-4,8,12
21,PAN,P001926,22.302,-25,28,53
21,PAN,P002328,22.068,-23,34,57
21,PAN,P003842,26.901,-10,48,58
21,PAN,P007553,4.167,-2,8,10
21,PAN,P007947,19.568,-9,34,43
21,PAN,P008084,19.301,2,39,37
21,PAN,P011204,26.101,8,55,47
21,PAN,P011209,11.235,1,20,19
21,PAN,P011221,8.935,-2,13,15
21,PAN,P011826,18.735,6,36,30
21,PAN,P012712,20.702,-16,30,46
21,ULK,P001932,29.284,22,69,47
21,ULK,P004004,23.183,8,48,40
21,ULK,P005844,21.083,-9,32,41
21,ULK,P006661,20.417,-3,37,40
21,ULK,P006961,12.55,-7,18,25
21,ULK,P008962,27.283,21,65,44
21,ULK,P010560,28.733,27,64,37
21,ULK,P011052,14.016,-8,23,31
21,ULK,P011157,18.917,23,51,28
21,ULK,P011980,4.534,-4,8,12
22,BAR,P000925,22.299,13,53,40
22,BAR,P002939,24.932,6,64,58
22,BAR,P003196,17.567,-4,39,43
22,BAR,P003478,18.883,-1,40,41
22,BAR,P004866,21.349,10,52,42
22,BAR,P006435,27.95,11,73,62
22,BAR,P007464,4.667,2,9,7
22,BAR,P007519,16.017,4,32,28
22,BAR,P009992,6.199,-5,6,11
22,BAR,P010641,0.133,0,0,0
22,BAR,P011244,21.2,13,54,41
22,BAR,P012745,18.799,-4,38,42
22,PAR,P000956,9.117,5,18,13
22,PAR,P003983,20.733,2,37,35
22,PAR,P004058,5.232,-4,7,11
22,PAR,P007400,25.416,-11,58,69
22,PAR,P007673,16.316,8,38,30
22,PAR,P008987,30.933,-11,58,69
22,PAR,P009862,27.032,-16,59,75
22,PAR,P011050,9.917,1,24,23
22,PAR,P011051,19.484,-7,42,49
22,PAR,P012742,21.916,-14,48,62
22,PAR,P012743,13.899,2,26,24
23,MAD,P001392,10.55,-6,17,23
23,MAD,P003108,7.784,6,23,17
23,MAD,P004887,20.751,8,53,45
23,MAD,P005791,19.25,6,40,34
23,MAD,P005928,23.3,5,52,47
23,MAD,P006540,13.383,0,23,23
23,MAD,P009005,22.817,2,51,49
23,MAD,P010357,23.834,0,46,46
23,MAD,PBMT,21.617,24,64,40
23,MAD,PCVM,16.701,9,41,32
23,MAD,PTGB,20.018,16,55,39
23,ZAL,P002329,28.215,-14,57,71
23,ZAL,P003210,16.649,-1,38,39
23,ZAL,P003211,10.166,-8,17,25
23,ZAL,P005504,12.867,2,29,27
23,ZAL,P006860,4.95,2,10,8
23,ZAL,P007109,24.265,-4,47,51
23,ZAL,P007513,21.582,3,41,38
23,ZAL,P010390,18.716,-11,32,43
23,ZAL,P011218,23.266,-13,41,54
23,ZAL,P011965,20.116,-9,43,52
23,ZAL,P012715,19.198,-17,40,57
24,BAS,P004603,22.317,-7,42,49
24,BAS,P004761,23.3,-5,40,45
24,BAS,P007230,28.984,-9,46,55
24,BAS,P008072,17.55,1,26,25
24,BAS,P008850,0.133,-2,0,2
24,BAS,P009048,22.383,-9,39,48
24,BAS,P010444,21.583,-9,42,51
24,BAS,P011064,17.617,1,29,28
24,BAS,P011085,7.25,4,15,11
24,BAS,P011948,20.333,-4,35,39
24,BAS,P012201,18.55,-1,26,27
24,MUN,P001557,22.282,17,43,26
24,MUN,P004508,20.899,14,39,25
24,MUN,P005478,4.117,-1,10,11
24,MUN,P006245,0.4,-3,0,3
24,MUN,P006760,13.2,-7,24,31
24,MUN,P007056,27.782,3,55,52
24,MUN,P007639,12.234,-2,18,20
24,MUN,P007975,23.099,11,46,35
24,MUN,P008985,16.5,0,30,30
24,MUN,P010391,27.432,13,51,38
24,MUN,P011941,13.133,-2,24,26
24,MUN,P011987,18.917,-3,40,43
25,MCO,P002581,6.084,-12,8,20
25,MCO,P004197,12.367,0,25,25
25,MCO,P004790,10.068,-16,13,29
25,MCO,P005985,35.752,6,78,72
25,MCO,P010588,24.251,17,53,36
25,MCO,P011196,13.834,-1,27,28
25,MCO,P011212,31.501,11,62,51
25,MCO,P011226,20.635,0,44,44
25,MCO,P011231,17.751,15,44,29
25,MCO,P012709,10.317,-9,14,23
25,MCO,PLCZ,17.45,19,42,23
25,RED,P000848,25.3,1,51,50
25,RED,P002553,12.583,-7,19,26
25,RED,P004720,6.25,-6,8,14
25,RED,P005099,24.766,-6,42,48
25,RED,P006436,29.716,-5,63,68
25,RED,P007960,21.551,10,43,33
25,RED,P008966,12.383,-5,22,27
25,RED,P009035,15.517,3,35,32
25,RED,P011224,21.933,-5,39,44
25,RED,P011964,1.65,-1,4,5
25,RED,P012711,10.433,-4,21,25
25,RED,PJDR,17.918,-5,33,38
26,PAM,P000556,22.8,12,48,36
26,PAM,P003960,20.166,-9,38,47
26,PAM,P004863,19.45,23,47,24
26,PAM,P006643,21.216,-5,36,41
26,PAM,P007870,17.801,-5,32,37
26,PAM,P009101,3.983,7,11,4
26,PAM,P010393,14.733,14,29,15
26,PAM,P010568,25.55,3,46,43
26,PAM,P010754,2.434,4,5,1
26,PAM,P012738,15.484,15,30,15
26,PAM,P012739,11.816,3,21,18
26,PAM,P012740,24.567,-17,32,49
26,TEL,P005145,13.283,8,35,27
26,TEL,P007990,20.184,-24,21,45
26,TEL,P009622,33.766,7,65,58
26,TEL,P009783,31.533,7,61,54
26,TEL,P011193,21.033,-8,34,42
26,TEL,P011199,21.267,3,34,31
26,TEL,P011214,20.9,-11,34,45
26,TEL,P011219,11.25,-12,10,22
26,TEL,P011971,14.617,-6,17,23
26,TEL,P012744,12.167,-9,19,28
27,BER,P003958,26.817,8,60,52
27,BER,P006251,14.867,-18,18,36
27,BER,P006819,1.0,0,2,2
27,BER,P006919,20.384,-4,45,49
27,BER,P007025,12.35,-9,19,28
27,BER,P007550,14.101,-18,17,35
27,BER,P008173,14.866,-4,30,34
27,BER,P008211,11.034,11,29,18
27,BER,P008384,13.467,-13,19,32
27,BER,P008967,27.651,-2,57,59
27,BER,P012720,26.534,2,57,55
27,BER,P012721,16.934,-8,27,35
27,VIR,P001133,27.366,14,68,54
27,VIR,P001844,20.7,-8,42,50
27,VIR,P003048,21.316,8,50,42
27,VIR,P003527,12.633,-3,19,22
27,VIR,P004007,14.899,5,31,26
27,VIR,P006739,19.299,19,45,26
27,VIR,P008847,18.683,3,37,34
27,VIR,P009549,25.517,0,54,54
27,VIR,P010781,6.183,6,14,8
27,VIR,P011192,8.999,4,19,15
27,VIR,PBCN,24.4,7,56,49
28,ASV,P000229,1.034,-4,1,5
28,ASV,P002100,24.814,-19,51,70
28,ASV,P004194,25.266,-10,57,67
28,ASV,P006568,24.699,-7,49,56
28,ASV,P011225,20.233,9,50,41
28,ASV,P011386,5.266,-6,11,17
28,ASV,P012729,18.265,-13,37,50
28,ASV,P012730,11.232,1,28,27
28,ASV,P012731,11.315,-5,25,30
28,ASV,P012732,28.383,-9,59,68
28,ASV,PKIR,29.483,-12,62,74
28,ULK,P001932,23.701,13,60,47
28,ULK,P002968,7.183,-11,11,22
28,ULK,P004004,20.967,5,48,43
28,ULK,P005844,10.0,1,27,26
28,ULK,P006661,20.066,6,51,45
28,ULK,P006961,22.234,27,67,40
28,ULK,P008962,27.882,22,76,54
28,ULK,P010560,22.651,-8,50,58
28,ULK,P011052,15.066,6,41,35
28,ULK,P011157,30.0,14,74,60
28,ULK,P011980,0.25,0,0,0
29,OLY,P001255,39.583,9,88,79
29,OLY,P003941,26.416,14,67,53
29,OLY,P006302,5.5,-4,8,12
29,OLY,P007982,31.15,8,71,63
29,OLY,P008811,18.583,-10,31,41
29,OLY,P008829,20.082,-13,33,46
29,OLY,P008855,37.266,7,84,77
29,OLY,P010392,21.999,14,57,43
29,OLY,P010612,24.416,-5,51,56
29,PAR,P000956,34.716,0,74,74
29,PAR,P003983,19.583,-6,33,39
29,PAR,P004058,3.217,-2,8,10
29,PAR,P007400,34.3,-7,70,77
29,PAR,P007673,3.183,-2,8,10
29,PAR,P008987,41.484,-5,86,91
29,PAR,P009862,36.517,3,76,73
29,PAR,P011050,10.016,-11,21,32
29,PAR,P011051,15.783,9,32,23
29,PAR,P012742,9.8,-5,25,30
29,PAR,P012743,16.401,6,37,31
30,MAD,P003108,21.368,7,41,34
30,MAD,P004887,18.084,11,38,27
30,MAD,P005791,11.017,3,27,24
30,MAD,P005928,19.851,6,46,40
30,MAD,P006540,17.683,6,41,35
30,MAD,P009005,20.567,14,53,39
30,MAD,P009213,7.584,-4,13,17
30,MAD,P010357,25.283,14,59,45
30,MAD,PBMT,19.051,2,35,33
30,MAD,PCVM,18.2,15,40,25
30,MAD,PTGB,21.317,11,47,36
30,MIL,P000796,26.683,-13,48,61
30,MIL,P001518,5.399,-5,9,14
30,MIL,P002812,4.05,-2,9,11
30,MIL,P002849,18.367,-7,33,40
30,MIL,P005670,18.783,-6,31,37
30,MIL,P006433,21.4,-7,41,48
30,MIL,P006509,9.417,-7,17,24
30,MIL,P007201,21.467,-12,37,49
30,MIL,P007831,32.432,-18,54,72
30,MIL,P009960,14.932,-4,30,34
30,MIL,P011205,24.282,-4,42,46
30,MIL,P011926,2.783,0,4,4
31,BAS,P003198,8.384,-10,14,24
31,BAS,P004603,13.717,-5,26,31
31,BAS,P004761,17.967,-22,31,53
31,BAS,P007230,26.751,-26,47,73
31,BAS,P009048,24.083,2,53,51
31,BAS,P010444,24.634,-11,52,63
31,BAS,P011064,15.085,-14,31,45
31,BAS,P011085,15.9,5,39,34
31,BAS,P011948,25.934,-9,53,62
31,BAS,P012201,27.55,5,64,59
31,ZAL,P002329,33.417,13,84,71
31,ZAL,P002676,15.302,3,36,33
31,ZAL,P003211,17.385,-7,32,39
31,ZAL,P005504,8.2,14,23,9
31,ZAL,P006860,0.533,1,1,0
31,ZAL,P007109,25.502,16,67,51
31,ZAL,P007513,22.617,24,67,43
