CODETEAM,PLAYER_ID,PLAYER
VIR,P011987,"EDWARDS, CARSEN"
MAD,P005791,"TAVARES, WALTER"
MAD,P003108,"HEZONJA, MARIO"
MAD,P011247,"FELIZ, ANDRES"
VIR,P006739,"PAJOLA, ALESSANDRO"
VIR,P005422,"JALLOW, KARIM"
MAD,P003733,"ABALDE, ALBERTO"
VIR,P012687,"NIANG, SALIOU"
MAD,P005928,"CAMPAZZO, FACUNDO"
VIR,P013374,"DIOUF, MOUHAMET"
VIR,P007947,"VILDOZA, LUCA"
VIR,P001844,"HACKETT, DANIEL"
VIR,P012585,"MORGAN, MATTHEW"
MAD,P014117,"LYLES, TREY"
MAD,P006482,"KRAMER, DAVID"
MAD,P009005,"DECK, GABRIEL"
MAD,P013667,"FERNANDO, BRUNO"
VIR,P014108,"DIARRA, ALIOU"
MAD,P007630,"GARUBA, USMAN"
MAD,PTGB,"LLULL, SERGIO"
VIR,P014004,"TAYLOR, BRANDON"
PRS,P012403,"FAYE, MOUHAMED"
ULK,P014124,"HORTON TUCKER, TALEN"
PRS,P014008,"ROBINSON, JUSTIN"
ULK,P011205,"HALL, DEVON"
ULK,P014015,"BACOT JR., ARMANDO"
PRS,P007993,"M'BAYE, AMATH"
ULK,P009783,"COLSON, BONZIE"
ULK,P012613,"JANTUNEN, MIKAEL"
PRS,P012640,"HIFI, NADIR"
PRS,P012611,"HERRERA, SEBASTIAN"
PRS,P010431,"MORGAN, JEREMY"
PRS,P004655,"BAKO, ISMAEL"
PRS,P004197,"OUATTARA, YAKUBA"
PRS,P011949,"HOMMES, DAULTON"
PRS,P009664,"WILLIS, DEREK"
ULK,P009863,"BALDWIN IV, WADE"
ULK,P002849,"MELLI, NICOLO"
ULK,P006961,"BIBEROVIC, TARIK"
ULK,P014016,"BOSTON JR., BRANDON"
ULK,P007182,"BIRCH, KHEM"
PRS,P013373,"CAVALIERE, LEOPOLD"
PRS,P014010,"DOKOSSI, ALLAN"
ULK,P003091,"BIRSEN, METECAN"
ULK,P007929,"BITIM, ONURALP"
MCO,P005985,"JAMES, MIKE"
MCO,P011226,"DIALLO, ALPHA"
ZAL,P005504,"BIRUTIS, LAURYNAS"
ZAL,P007975,"FRANCISCO, SYLVAIN"
MCO,P011212,"OKOBO, ELIE"
MCO,P004132,"THEIS, DANIEL"
ZAL,P011927,"SLEVA, DUSTIN"
ZAL,P007982,"WILLIAMS-GOSS, NIGEL"
ZAL,P002329,"ULANOVAS, EDGARAS"
MCO,P000796,"MIROTIC, NIKOLA"
ZAL,P012878,"WRIGHT, MOSES"
ZAL,P007032,"LO, MAODO"
MCO,P010390,"HAYES, KEVARRIUS"
MCO,P008099,"STRAZEL, MATTHEW"
ZAL,P011983,"BRAZDEIKIS, IGNAS"
ZAL,P008192,"TUBELIS, AZUOLAS"
MCO,P011231,"BLOSSOMGAME, JARON"
MCO,P012515,"TARPEY, TERRY"
MCO,P000848,"NEDOVIC, NEMANJA"
ZAL,P002676,"BUTKEVICIUS, ARNAS"
ZAL,P007029,"SIRVYDIS, DEIVIDAS"
ASV,P010316,"AJINCA, MELVIN"
PAM,P011980,"SESTINA, NATHAN"
PAM,P010750,"DE LARREA, SERGIO"
ASV,P013371,"HARRISON, SHAQUILLE"
ASV,P012731,"NDIAYE, MBAYE"
PAM,P011217,"TAYLOR, KAMERON"
ASV,P002100,"DE COLO, NANDO"
ASV,P014014,"VAUTIER, BASTIEN"
PAM,P012738,"REUVERS, NATHAN"
PAM,P014115,"MOORE, OMARI"
PAM,P011078,"THOMPSON, DARIUS"
ASV,P012618,"MASSA, BODIAN"
ASV,P014013,"WATSON, GLYNN"
PAM,P006643,"PUERTO, JOSEP"
PAM,P010545,"SAKO, NEAL"
PAM,P010444,"COSTELLO, MATTHEW"
ASV,P014088,"SELJAAS, ZACHARY"
ASV,P000229,"JACKSON, EDWIN"
ASV,P003526,"LIGHTY, DAVID"
PAM,P014133,"IROEGBU, IKE"
PAM,P010393,"PRADILLA, JAIME"
ASV,P010319,"TRAORE, ARMEL"
PAM,P010162,"NOGUES, ISAAC"
OLY,P011221,"ANTETOKOUNMPO, KOSTAS"
HTA,P008858,"ENNIS, TYLER"
IST,P006590,"BEAUBOIS, RODRIGUE"
PRS,P006904,"AYAYI, JOEL"
BAS,P014027,"DIAKITE, MAMADI"
ASV,P012268,"ATAMNA, ADAM"
PAN,P004088,"OSMAN, CEDI"
BAR,P014134,"NORRIS, MILES"
PAN,P011209,"KALAITZAKIS, PANAGIOTIS"
ZAL,P009299,"RUBSTAVICIUS, MANTAS"
BAS,P005713,"KURUCS, RODIONS"
MIL,P009622,"BROWN, LORENZO"
MIL,P003048,"DUNSTON, BRYANT"
ASV,P009556,"NGOUAMA, MEHDY"
MAD,P010105,"ALMANSA, IZAN"
MAD,P013555,"GRINVALDS, GUNARS"
IST,P012742,"DOZIER, PJ"
OLY,P006591,"NTILIKINA, FRANK"
DUB,P002968,"SANLI, SERTAC"
OLY,P014122,"NETZIPOGLOU, OMIROS"
DUB,P000956,"ANDJUSIC, DANILO"
OLY,P010392,"LARENTZAKIS, GIANNOULIS"
PAM,P007527,"BADIO, BRANCOU"
MUN,P009513,"HOLLATZ, JUSTUS"
RED,PLCZ,"MOTIEJUNAS, DONATAS"
RED,P012044,"DOS SANTOS, YAGO"
ULK,P002969,"MAHMUTOGLU, MELIH"
MIL,P013385,"DIOP, OUSMANE"
ULK,P006661,"WILBEKIN, SCOTTIE"
ULK,P008104,"ZAGARS, ARTURS"
DUB,P014141,"ARMSTRONG, TARAN"
BAR,P012885,"KEITA, SAYON"
TEL,P014120,"LAVI, GUR"
PAR,P012997,"MUURINEN, MIIKKA"
MAD,P007027,"MALEDON, THEO"
PAM,P005356,"LOPEZ-AROSTEGUI, XABI"
VIR,P011816,"AKELE, NICOLA"
PAN,P004292,"TOLIOPOULOS, VASSILIS"
PAM,P010042,"MONTERO, JEAN"
HTA,P013283,"PALATIN, GUY"
BAS,P014152,"SIMMONS, KOBI"
RED,P004007,"DOBRIC, OGNJEN"
MIL,P011980,"SESTINA, NATHAN"
IST,P010318,"DESSERT, BRICE"
OLY,P007853,"MCKISSIC, SHAQUIELLE"
PRS,P012612,"SHAHRVIN, ENZO"
PAR,P012167,"BOSNJAKOVIC, MITAR"
PAR,P012943,"MIJAILOVIC, UROS"
PAN,P004451,"KOUZELOGLOU, IOANNIS"
RED,P006240,"PLAVSIC, UROS"
MUN,P007201,"VOIGTMANN, JOHANNES"
PAR,P013667,"FERNANDO, BRUNO"
MIL,P006509,"TONUT, STEFANO"
MUN,P014162,"DINWIDDIE, SPENCER"
RED,P014163,"BUTLER, JARED"
TEL,P014121,"OMORUYI, CLIFFORD"
MAD,P008384,"PROCIDA, GABRIELE"
DUB,P014157,"ELLIS, BOOGIE"
ZAL,P012977,"MIKALAUSKAS, KAJUS"
BAS,P012365,"HRABAR, VIT"
PAR,P001932,"CALATHES, NICK"
HTA,P004846,"TIMOR, BAR"
MCO,P011935,"MAKOUNDOU, YOAN"
MAD,P014169,"LEN, ALEX"
PAM,P014168,"KEY, BRAXTON"
PAN,P011284,"FARIED, KENNETH"
PAM,P005596,"SIMA, YANKUBA"
DUB,P003983,"AVRAMOVIC, ALEKSA"
OLY,P011218,"EVANS, KEENAN"
ASV,PKLT,"HEURTEL, THOMAS"
MCO,P008161,"BEGARIN, JUHANN"
IST,P008176,"MUTAF, DAVID"
MIL,P006277,"TOTE, LEONARDO"
HTA,P004161,"SEGEV, ITAY"
DUB,P014177,"RYAN, MATT"
PRS,P014178,"RHODEN, JARED"
PRS,P014009,"STEVENS, LAMAR"
MCO,P003836,"MICHINEAU, DAVID"
RED,P014028,"GRAHAM, DEVONTE"
TEL,P010781,"LUNDBERG, IFFE"
MIL,P005670,"FLACCADORI, DIEGO"
