GAMECODE,CODETEAM,joueur_1,joueur_2,joueur_3,TIME,DELTA_SCORE,OFF,DEF
1,PMT,P002020,P011823,P012600,0 days 00:00:04,2,2,0
1,PMT,P011823,P011943,P011966,0 days 00:00:04,2,2,0
1,PMT,P011823,P011943,P012600,0 days 00:00:04,2,2,0
1,HAM,P011168,P011187,P012582,0 days 00:13:14,-14,28,42
1,HAM,P011168,P012581,P012582,0 days 00:11:31,-18,21,39
1,HAM,P009663,P011168,P012578,0 days 00:10:47,-4,22,26
1,HAM,P011168,P012579,P012582,0 days 00:10:38,-7,22,29
1,HAM,P001990,P012580,P012581,0 days 00:09:51,5,17,12
1,HAM,P011168,P011187,P012581,0 days 00:09:32,-12,19,31
1,HAM,P011187,P012581,P012582,0 days 00:09:32,-12,19,31
1,HAM,P011187,P012580,P012581,0 days 00:09:26,-2,20,22
1,HAM,P011168,P012580,P012582,0 days 00:09:13,-7,24,31
1,HAM,P001990,P011187,P012580,0 days 00:08:51,2,15,13
1,HAM,P011168,P011187,P012579,0 days 00:08:05,-5,16,21
1,HAM,P011187,P012579,P012582,0 days 00:08:05,-5,16,21
1,HAM,P011168,P012579,P012581,0 days 00:07:50,-10,9,19
1,HAM,P001990,P011187,P012578,0 days 00:07:45,1,14,13
1,HAM,P001990,P012578,P012580,0 days 00:07:40,-1,11,12
1,HAM,P009663,P011168,P012580,0 days 00:07:40,-5,15,20
1,HAM,P009663,P011168,P012582,0 days 00:07:16,-2,21,23
1,HAM,P011187,P012578,P012580,0 days 00:07:00,0,11,11
1,HAM,P011187,P012580,P012582,0 days 00:06:45,-7,16,23
1,HAM,P001990,P012578,P012581,0 days 00:06:41,4,13,9
1,HAM,P009663,P012578,P012580,0 days 00:06:32,-3,13,16
1,HAM,P011187,P012579,P012581,0 days 00:06:22,-5,12,17
1,HAM,P001990,P011187,P012581,0 days 00:06:16,5,13,8
1,HAM,P009663,P012580,P012581,0 days 00:06:04,-2,9,11
1,HAM,P011187,P012578,P012581,0 days 00:06:01,5,13,8
1,HAM,P012578,P012580,P012581,0 days 00:05:56,3,10,7
1,HAM,P012579,P012581,P012582,0 days 00:05:52,-9,9,18
1,HAM,P011168,P012578,P012580,0 days 00:05:52,-2,13,15
1,HAM,P009663,P011168,P012579,0 days 00:05:43,-5,6,11
1,HAM,P012580,P012581,P012582,0 days 00:05:39,-9,12,21
1,HAM,P011168,P012580,P012581,0 days 00:05:39,-9,12,21
1,HAM,P011168,P012578,P012579,0 days 00:05:24,-2,6,8
1,HAM,P009663,P012578,P012579,0 days 00:05:24,-2,6,8
1,HAM,P011168,P012578,P012582,0 days 00:05:13,4,19,15
1,HAM,P009663,P012578,P012582,0 days 00:05:13,4,19,15
1,HAM,P011168,P011187,P012580,0 days 00:05:09,-9,12,21
1,HAM,P009663,P012580,P012648,0 days 00:04:46,-4,7,11
1,HAM,P001990,P009663,P012580,0 days 00:04:20,1,7,6
1,HAM,P001990,P009663,P012581,0 days 00:04:20,1,7,6
1,HAM,P001990,P012580,P012648,0 days 00:04:13,3,8,5
1,HAM,P009663,P012580,P012582,0 days 00:04:04,2,12,10
1,HAM,P009663,P011168,P012581,0 days 00:03:57,-7,2,9
1,HAM,P011168,P012580,P012648,0 days 00:03:38,-8,5,13
1,HAM,P009663,P012579,P012581,0 days 00:03:31,-3,3,6
1,HAM,P009663,P011168,P012648,0 days 00:03:07,-7,6,13
1,HAM,P009663,P012578,P012648,0 days 00:03:07,-7,6,13
1,HAM,P011168,P012578,P012648,0 days 00:03:07,-7,6,13
1,HAM,P011187,P012580,P012648,0 days 00:03:05,-1,6,7
1,HAM,P001990,P012579,P012580,0 days 00:03:02,-3,4,7
1,HAM,P012578,P012579,P012580,0 days 00:02:56,-6,1,7
1,HAM,P012580,P012582,P012648,0 days 00:02:50,-1,6,7
1,HAM,P011187,P012582,P012648,0 days 00:02:50,-1,6,7
1,HAM,P012578,P012579,P012581,0 days 00:02:43,0,3,3
1,HAM,P009663,P012578,P012581,0 days 00:02:38,-2,0,2
1,HAM,P001990,P012581,P012648,0 days 00:02:37,1,4,3
1,HAM,P012580,P012581,P012648,0 days 00:02:37,1,4,3
1,HAM,P009663,P012579,P012580,0 days 00:02:34,-1,3,4
1,HAM,P009663,P012579,P012582,0 days 00:02:33,-2,6,8
1,HAM,P001990,P011187,P012579,0 days 00:02:29,-3,4,7
1,HAM,P011187,P012578,P012579,0 days 00:02:29,-3,4,7
1,HAM,P001990,P012578,P012579,0 days 00:02:29,-3,4,7
1,HAM,P011168,P012579,P012694,0 days 00:02:28,1,7,6
1,HAM,P011168,P011187,P012694,0 days 00:02:28,1,7,6
1,HAM,P011187,P012579,P012694,0 days 00:02:28,1,7,6
1,HAM,P011187,P012582,P012694,0 days 00:02:28,1,7,6
1,HAM,P011168,P012582,P012694,0 days 00:02:28,1,7,6
1,HAM,P012579,P012582,P012694,0 days 00:02:28,1,7,6
1,HAM,P012578,P012580,P012648,0 days 00:02:24,-5,3,8
1,HAM,P001990,P009663,P012648,0 days 00:02:22,1,4,3
1,HAM,P009663,P012581,P012648,0 days 00:02:22,1,4,3
1,HAM,P012578,P012580,P012582,0 days 00:02:16,5,10,5
1,HAM,P012578,P012579,P012582,0 days 00:02:14,1,6,5
1,HAM,P001990,P012579,P012581,0 days 00:02:03,2,6,4
1,HAM,P009663,P012581,P012582,0 days 00:01:59,-6,2,8
1,HAM,P011168,P012578,P012581,0 days 00:01:58,-1,0,1
1,HAM,P011168,P012582,P012648,0 days 00:01:57,-5,5,10
1,HAM,P001990,P011187,P012648,0 days 00:01:51,2,4,2
1,HAM,P011187,P012579,P012580,0 days 00:01:44,-4,1,5
1,HAM,P001990,P012582,P012648,0 days 00:01:36,2,4,2
1,HAM,P001990,P012580,P012582,0 days 00:01:36,2,4,2
1,HAM,P001990,P011187,P012582,0 days 00:01:36,2,4,2
1,HAM,P001990,P009663,P012579,0 days 00:01:18,1,3,2
1,HAM,P012579,P012580,P012581,0 days 00:01:18,1,3,2
1,HAM,P011168,P012579,P012580,0 days 00:01:16,-2,0,2
1,HAM,P011168,P011187,P012648,0 days 00:01:14,-3,2,5
1,HAM,P009663,P012582,P012648,0 days 00:00:43,-2,3,5
1,HAM,P012578,P012582,P012648,0 days 00:00:43,-2,3,5
1,HAM,P001990,P009663,P012578,0 days 00:00:40,-1,0,1
1,HAM,P011187,P012581,P012648,0 days 00:00:15,0,0,0
1,HAM,P012579,P012580,P012582,0 days 00:00:04,0,0,0
2,LLI,P006600,P009649,P012586,0 days 00:14:53,1,23,22
2,LLI,P004479,P009649,P012586,0 days 00:13:21,2,24,22
2,LLI,P004479,P006600,P009649,0 days 00:12:59,-8,17,25
2,LLI,P009649,P012585,P012586,0 days 00:11:19,1,22,21
2,LLI,P004479,P006600,P012586,0 days 00:11:16,-3,17,20
2,LLI,P006600,P012585,P012586,0 days 00:10:18,3,22,19
2,LLI,P006600,P009649,P012585,0 days 00:09:59,0,17,17
2,LLI,P005247,P012020,P012586,0 days 00:09:45,8,24,16
2,LLI,P005247,P009680,P012020,0 days 00:09:36,5,21,16
2,LLI,P004479,P005247,P012020,0 days 00:09:32,14,24,10
2,LLI,P004773,P005247,P012020,0 days 00:08:47,2,18,16
2,LLI,P004773,P005247,P009680,0 days 00:08:33,-6,16,22
2,LLI,P004479,P009649,P012585,0 days 00:08:13,-1,16,17
2,LLI,P004773,P006600,P012586,0 days 00:08:04,-9,9,18
2,LLI,P005247,P009680,P012586,0 days 00:07:49,-4,17,21
2,LLI,P004773,P005247,P012586,0 days 00:07:43,3,17,14
2,LLI,P004479,P006600,P012585,0 days 00:07:42,-2,13,15
2,LLI,P004773,P009680,P012020,0 days 00:07:16,-3,13,16
2,LLI,P004479,P009680,P012020,0 days 00:07:04,7,17,10
2,LLI,P004479,P009680,P012585,0 days 00:07:03,8,15,7
2,LLI,P004773,P009649,P012586,0 days 00:06:47,-6,6,12
2,LLI,P005247,P006600,P012586,0 days 00:06:39,1,14,13
2,LLI,P005247,P009649,P012586,0 days 00:06:39,8,16,8
2,LLI,P004479,P005247,P009680,0 days 00:06:33,6,14,8
2,LLI,P004479,P004773,P012586,0 days 00:06:32,-1,9,10
2,LLI,P004773,P009680,P012586,0 days 00:06:30,-2,12,14
2,LLI,P004773,P012020,P012586,0 days 00:06:26,6,14,8
2,LLI,P004773,P006600,P009649,0 days 00:06:22,-6,6,12
2,LLI,P009680,P012020,P012586,0 days 00:05:54,0,11,11
2,LLI,P005247,P009680,P012585,0 days 00:05:49,8,15,7
2,LLI,P004479,P005247,P012586,0 days 00:05:44,12,14,2
2,LLI,P009680,P012020,P012585,0 days 00:05:42,10,15,5
2,LLI,P009649,P012020,P012586,0 days 00:05:33,1,12,11
2,LLI,P006600,P009680,P012585,0 days 00:05:26,-5,7,12
2,LLI,P009649,P009680,P012585,0 days 00:05:19,-3,7,10
2,LLI,P004479,P012585,P012586,0 days 00:04:57,1,11,10
2,LLI,P005247,P012585,P012586,0 days 00:04:53,-1,12,13
2,LLI,P005247,P006600,P009680,0 days 00:04:46,-3,10,13
2,LLI,P004479,P004773,P012020,0 days 00:04:42,1,9,8
2,LLI,P004479,P004773,P005247,0 days 00:04:42,1,9,8
2,LLI,P006600,P009680,P012586,0 days 00:04:41,-5,8,13
2,LLI,P004479,P004773,P006600,0 days 00:04:36,-6,4,10
2,LLI,P004479,P004773,P009649,0 days 00:04:36,-6,4,10
2,LLI,P009649,P012020,P012585,0 days 00:04:36,-1,10,11
2,LLI,P005247,P012020,P012585,0 days 00:04:24,5,11,6
2,LLI,P004479,P012020,P012585,0 days 00:04:18,11,13,2
2,LLI,P005247,P006600,P012585,0 days 00:04:16,4,11,7
2,LLI,P009680,P012585,P012586,0 days 00:04:05,-3,7,10
2,LLI,P004479,P012020,P012586,0 days 00:04:01,10,12,2
2,LLI,P004479,P005247,P009649,0 days 00:03:48,7,9,2
2,LLI,P004479,P005247,P012585,0 days 00:03:47,10,10,0
2,LLI,P005247,P009649,P012020,0 days 00:03:44,2,10,8
2,LLI,P004479,P009649,P012020,0 days 00:03:38,8,12,4
2,LLI,P009649,P009680,P012020,0 days 00:03:22,2,7,5
2,LLI,P004479,P009649,P009680,0 days 00:03:16,-2,5,7
2,LLI,P012020,P012585,P012586,0 days 00:03:03,-4,5,9
2,LLI,P005247,P006600,P009649,0 days 00:02:55,6,6,0
2,LLI,P005247,P009649,P012585,0 days 00:02:51,1,7,6
2,LLI,P004479,P004773,P009680,0 days 00:02:46,-4,4,8
2,LLI,P009649,P009680,P012586,0 days 00:02:46,-1,2,3
2,LLI,P004479,P006600,P009680,0 days 00:02:45,-3,2,5
2,LLI,P004479,P005247,P006600,0 days 00:02:45,4,4,0
2,LLI,P006600,P009649,P009680,0 days 00:02:40,-5,0,5
2,LLI,P004773,P006600,P009680,0 days 00:02:00,-3,3,6
2,LLI,P004773,P005247,P006600,0 days 00:01:42,-3,3,6
2,LLI,P004773,P006600,P012585,0 days 00:01:28,0,2,2
2,LLI,P004773,P009649,P012585,0 days 00:01:28,0,2,2
2,LLI,P004773,P012585,P012586,0 days 00:01:28,0,2,2
2,LLI,P004773,P009649,P009680,0 days 00:00:43,0,0,0
2,LLI,P004773,P009649,P012020,0 days 00:00:25,0,0,0
2,VNC,P004381,P011909,P011928,0 days 00:25:16,6,49,43
2,VNC,P004381,P011928,P012591,0 days 00:23:18,6,44,38
2,VNC,P011909,P011928,P012591,0 days 00:22:16,8,44,36
2,VNC,P004381,P011909,P012591,0 days 00:22:16,8,44,36
2,VNC,P003759,P011909,P011928,0 days 00:19:53,12,44,32
2,VNC,P003759,P004381,P012591,0 days 00:18:27,6,38,32
2,VNC,P003759,P004381,P011928,0 days 00:18:27,6,38,32
2,VNC,P003759,P011928,P012591,0 days 00:18:27,6,38,32
2,VNC,P003759,P004381,P011909,0 days 00:17:25,8,38,30
2,VNC,P003759,P011909,P012591,0 days 00:17:25,8,38,30
2,VNC,P004117,P011928,P012590,0 days 00:11:08,-12,13,25
2,VNC,P004117,P009400,P011928,0 days 00:09:54,-16,12,28
2,VNC,P004117,P009400,P012590,0 days 00:09:53,-15,10,25
2,VNC,P009400,P011928,P012590,0 days 00:09:01,-13,10,23
2,VNC,P011928,P012587,P012590,0 days 00:08:49,-10,11,21
2,VNC,P004117,P011909,P011928,0 days 00:08:37,1,14,13
2,VNC,P004117,P012587,P012590,0 days 00:07:42,-14,9,23
2,VNC,P004117,P004381,P011928,0 days 00:06:55,0,11,11
2,VNC,P004117,P004381,P011909,0 days 00:06:55,0,11,11
2,VNC,P009400,P012587,P012590,0 days 00:06:21,-14,5,19
2,VNC,P004117,P011928,P012587,0 days 00:06:21,-14,5,19
2,VNC,P009400,P011928,P012587,0 days 00:06:21,-14,5,19
2,VNC,P004117,P009400,P012587,0 days 00:06:21,-14,5,19
2,VNC,P011909,P011928,P012590,0 days 00:06:17,6,12,6
2,VNC,P004117,P011909,P012590,0 days 00:05:10,2,10,8
2,VNC,P004117,P011928,P012591,0 days 00:04:53,2,8,6
2,VNC,P004117,P004381,P012591,0 days 00:03:55,2,6,4
2,VNC,P004117,P011909,P012591,0 days 00:03:55,2,6,4
2,VNC,P003759,P011909,P012587,0 days 00:03:49,4,10,6
2,VNC,P003759,P011909,P012590,0 days 00:03:49,4,10,6
2,VNC,P003759,P012587,P012590,0 days 00:03:49,4,10,6
2,VNC,P011909,P012587,P012590,0 days 00:03:49,4,10,6
2,VNC,P009400,P011909,P011928,0 days 00:03:31,-4,5,9
2,VNC,P004117,P004381,P012590,0 days 00:02:59,-1,3,4
2,VNC,P009400,P011928,P012591,0 days 00:02:56,-4,2,6
2,VNC,P004381,P009400,P011928,0 days 00:02:51,-7,2,9
2,VNC,P004117,P009400,P011909,0 days 00:02:35,-2,5,7
2,VNC,P011909,P011928,P012587,0 days 00:02:28,4,6,2
2,VNC,P003759,P011928,P012587,0 days 00:02:28,4,6,2
2,VNC,P003759,P011928,P012590,0 days 00:02:28,4,6,2
2,VNC,P003759,P004117,P012590,0 days 00:02:13,-2,4,6
2,VNC,P004381,P011909,P012590,0 days 00:02:07,1,3,2
2,VNC,P004381,P011928,P012590,0 days 00:02:07,1,3,2
2,VNC,P004381,P009400,P012591,0 days 00:01:58,-4,0,4
2,VNC,P003759,P004381,P009400,0 days 00:01:54,-4,0,4
2,VNC,P004381,P009400,P011909,0 days 00:01:49,-5,2,7
2,VNC,P004117,P004381,P009400,0 days 00:01:45,-5,2,7
2,VNC,P009400,P011909,P012590,0 days 00:01:42,1,3,2
2,VNC,P003759,P004117,P012587,0 days 00:01:21,0,4,4
2,VNC,P003759,P004117,P011909,0 days 00:01:21,0,4,4
2,VNC,P004117,P011909,P012587,0 days 00:01:21,0,4,4
2,VNC,P003759,P009400,P011928,0 days 00:01:02,-2,0,2
2,VNC,P003759,P009400,P012591,0 days 00:01:02,-2,0,2
2,VNC,P011928,P012590,P012591,0 days 00:00:58,0,2,2
2,VNC,P009400,P012590,P012591,0 days 00:00:58,0,2,2
2,VNC,P004117,P012590,P012591,0 days 00:00:58,0,2,2
2,VNC,P004117,P009400,P012591,0 days 00:00:58,0,2,2
2,VNC,P009400,P011909,P012591,0 days 00:00:56,-2,0,2
2,VNC,P003759,P004117,P004381,0 days 00:00:52,-2,0,2
2,VNC,P003759,P004117,P009400,0 days 00:00:52,-2,0,2
2,VNC,P003759,P004381,P012590,0 days 00:00:52,-2,0,2
2,VNC,P003759,P009400,P012590,0 days 00:00:52,-2,0,2
2,VNC,P004381,P009400,P012590,0 days 00:00:52,-2,0,2
3,PRS,P004512,P012608,P012610,0 days 00:16:59,20,49,29
3,PRS,P003481,P012609,P012611,0 days 00:16:22,7,41,34
3,PRS,P012609,P012611,P012640,0 days 00:14:19,13,39,26
3,PRS,P003481,P012609,P012640,0 days 00:14:11,12,38,26
3,PRS,P003481,P012611,P012640,0 days 00:14:11,12,38,26
3,PRS,P005793,P012608,P012610,0 days 00:12:28,12,34,22
3,PRS,P012609,P012613,P012640,0 days 00:11:25,4,28,24
3,PRS,P004512,P005793,P012610,0 days 00:10:48,8,30,22
3,PRS,P004512,P005793,P012608,0 days 00:10:48,8,30,22
3,PRS,P011887,P012608,P012610,0 days 00:10:42,15,33,18
3,PRS,P004512,P011887,P012608,0 days 00:10:30,15,33,18
3,PRS,P004512,P011887,P012610,0 days 00:10:30,15,33,18
3,PRS,P012611,P012613,P012640,0 days 00:08:06,6,18,12
3,PRS,P012609,P012611,P012613,0 days 00:08:06,6,18,12
3,PRS,P003481,P012613,P012640,0 days 00:07:58,5,17,12
3,PRS,P003481,P012611,P012613,0 days 00:07:58,5,17,12
3,PRS,P003481,P012609,P012613,0 days 00:07:58,5,17,12
3,PRS,P003481,P005793,P012609,0 days 00:07:40,1,22,21
3,PRS,P003481,P005793,P012611,0 days 00:07:40,1,22,21
3,PRS,P005793,P012609,P012611,0 days 00:07:40,1,22,21
3,PRS,P012608,P012610,P012613,0 days 00:07:39,16,23,7
3,PRS,P005793,P012608,P012611,0 days 00:07:26,-1,15,16
3,PRS,P005793,P012609,P012640,0 days 00:07:23,6,24,18
3,PRS,P004512,P012608,P012613,0 days 00:06:11,12,19,7
3,PRS,P004512,P012610,P012613,0 days 00:06:11,12,19,7
3,PRS,P011887,P012610,P012613,0 days 00:05:29,8,15,7
3,PRS,P004512,P011887,P012613,0 days 00:05:29,8,15,7
3,PRS,P005793,P012611,P012640,0 days 00:05:29,6,19,13
3,PRS,P011887,P012608,P012613,0 days 00:05:29,8,15,7
3,PRS,P003481,P005793,P012640,0 days 00:05:29,6,19,13
3,PRS,P004512,P005793,P012611,0 days 00:05:15,4,12,8
3,PRS,P004512,P012608,P012611,0 days 00:05:15,4,12,8
3,PRS,P004512,P012610,P012611,0 days 00:05:15,4,12,8
3,PRS,P005793,P012610,P012611,0 days 00:05:15,4,12,8
3,PRS,P012608,P012610,P012611,0 days 00:05:15,4,12,8
3,PRS,P005793,P011887,P012610,0 days 00:05:13,7,18,11
3,PRS,P005793,P011887,P012608,0 days 00:05:13,7,18,11
3,PRS,P004512,P005793,P011887,0 days 00:05:01,7,18,11
3,PRS,P005793,P012608,P012609,0 days 00:04:49,-8,8,16
3,PRS,P005793,P012608,P012613,0 days 00:03:22,4,9,5
3,PRS,P005793,P012613,P012640,0 days 00:03:22,4,9,5
3,PRS,P005793,P012608,P012640,0 days 00:03:22,4,9,5
3,PRS,P012608,P012613,P012640,0 days 00:03:22,4,9,5
3,PRS,P010801,P011887,P012640,0 days 00:02:57,-5,5,10
3,PRS,P012608,P012609,P012613,0 days 00:02:36,4,9,5
3,PRS,P012608,P012609,P012611,0 days 00:02:11,-5,3,8
3,PRS,P003481,P012608,P012611,0 days 00:02:11,-5,3,8
3,PRS,P003481,P012608,P012609,0 days 00:02:11,-5,3,8
3,PRS,P003481,P005793,P012608,0 days 00:02:11,-5,3,8
3,PRS,P005793,P012609,P012613,0 days 00:01:54,0,5,5
3,PRS,P012608,P012609,P012640,0 days 00:01:54,0,5,5
3,PRS,P010801,P012613,P012640,0 days 00:01:33,-1,6,7
3,PRS,P010801,P012609,P012640,0 days 00:01:33,-1,6,7
3,PRS,P010801,P012609,P012613,0 days 00:01:33,-1,6,7
3,PRS,P011551,P011887,P012640,0 days 00:01:32,-3,0,3
3,PRS,P010801,P011551,P012610,0 days 00:01:32,-3,0,3
3,PRS,P011551,P012610,P012640,0 days 00:01:32,-3,0,3
3,PRS,P010801,P011551,P011887,0 days 00:01:32,-3,0,3
3,PRS,P011551,P011887,P012610,0 days 00:01:32,-3,0,3
3,PRS,P010801,P012610,P012640,0 days 00:01:32,-3,0,3
3,PRS,P010801,P011887,P012610,0 days 00:01:32,-3,0,3
3,PRS,P010801,P011551,P012640,0 days 00:01:32,-3,0,3
3,PRS,P011887,P012610,P012640,0 days 00:01:32,-3,0,3
3,PRS,P005793,P012610,P012613,0 days 00:01:28,4,4,0
3,PRS,P005793,P012610,P012640,0 days 00:01:28,4,4,0
3,PRS,P012608,P012610,P012640,0 days 00:01:28,4,4,0
3,PRS,P012610,P012613,P012640,0 days 00:01:28,4,4,0
3,PRS,P012608,P012609,P012610,0 days 00:01:26,1,4,3
3,PRS,P011887,P012613,P012640,0 days 00:01:25,-2,5,7
3,PRS,P011887,P012609,P012640,0 days 00:01:25,-2,5,7
3,PRS,P011887,P012609,P012613,0 days 00:01:25,-2,5,7
3,PRS,P010801,P011887,P012613,0 days 00:01:25,-2,5,7
