Gamecode,CODETEAM,J1,J2,J3,J4,TIME,DELTA_SCORE,OFF,DEF
4,DUB,P003458,P006540,P011194,P012795,2.35,2,7,5
4,DUB,P003458,P006540,P011286,P012606,14.883,9,43,34
4,DUB,P003458,P006540,P011286,P012796,11.1,8,31,23
4,DUB,P003458,P006540,P012606,P012795,2.35,2,7,5
4,DUB,P003458,P006540,P012606,P012796,11.1,8,31,23
4,DUB,P003458,P006540,P012795,P014031,0.5,2,2,0
4,DUB,P003458,P008325,P012795,P014031,0.5,2,2,0
4,DUB,P003458,P011194,P011286,P012606,2.05,1,5,4
4,DUB,P003458,P011194,P012606,P012795,4.833,7,12,5
4,DUB,P003458,P011286,P012606,P012796,11.1,8,31,23
4,DUB,P003527,P005942,P011194,P012606,0.117,0,0,0
4,DUB,P003527,P006540,P011194,P012606,6.033,-1,13,14
4,DUB,P003527,P011194,P011286,P012606,1.05,0,0,0
4,DUB,P003527,P011194,P011286,P014031,1.883,-2,4,6
4,DUB,P005942,P006540,P011194,P011286,1.35,0,2,2
4,DUB,P005942,P006540,P011194,P012606,1.35,0,2,2
4,DUB,P005942,P006540,P011286,P012606,2.367,1,4,3
4,DUB,P005942,P006540,P011286,P012796,1.017,1,2,1
4,DUB,P005942,P006540,P012606,P012796,1.017,1,2,1
4,DUB,P005942,P011194,P011286,P012606,1.35,0,2,2
4,DUB,P005942,P011286,P012606,P012796,1.017,1,2,1
4,DUB,P006540,P008325,P011194,P012795,0.817,0,0,0
4,DUB,P006540,P008325,P011194,P014031,0.817,0,0,0
4,DUB,P006540,P008325,P012795,P014031,1.317,2,2,0
4,DUB,P006540,P011194,P011286,P012606,6.833,-5,9,14
4,DUB,P006540,P011194,P011286,P012795,3.433,-6,2,8
4,DUB,P006540,P011194,P012606,P012795,8.183,-3,14,17
4,DUB,P006540,P011194,P012606,P012796,2.4,1,5,4
4,DUB,P006540,P011194,P012795,P012796,2.4,1,5,4
4,DUB,P006540,P011194,P012795,P014031,0.817,0,0,0
4,DUB,P006540,P011286,P012606,P012795,4.366,-2,6,8
4,DUB,P006540,P011286,P012606,P012796,13.05,13,37,24
4,DUB,P006540,P011286,P012795,P012796,0.933,4,4,0
4,DUB,P006540,P012606,P012795,P012796,3.333,5,9,4
4,DUB,P008325,P011194,P012795,P014031,1.567,-2,0,2
4,DUB,P011194,P011286,P012606,P012795,3.433,-6,2,8
4,DUB,P011194,P012606,P012795,P012796,2.4,1,5,4
4,DUB,P011286,P012606,P012795,P012796,0.933,4,4,0
4,PAR,P004761,P006760,P010581,P013369,2.233,0,4,4
4,PAR,P004761,P006760,P010581,P014007,2.233,0,4,4
4,PAR,P004761,P006760,P011981,P013369,6.533,0,14,14
4,PAR,P004761,P006760,P011981,P014007,6.533,0,14,14
4,PAR,P004761,P006760,P013369,P014007,8.766,0,18,18
4,PAR,P004761,P010581,P013369,P014007,2.233,0,4,4
4,PAR,P004761,P011981,P013369,P014007,6.533,0,14,14
4,PAR,P006760,P008232,P011981,P012720,4.783,7,11,4
4,PAR,P006760,P008232,P011981,P013369,6.516,7,18,11
4,PAR,P006760,P008232,P011981,P014007,1.733,0,7,7
4,PAR,P006760,P008232,P012720,P013369,4.783,7,11,4
4,PAR,P006760,P008232,P013369,P014007,1.733,0,7,7
4,PAR,P006760,P010581,P012720,P013369,0.633,-2,0,2
4,PAR,P006760,P010581,P012720,P014007,0.633,-2,0,2
4,PAR,P006760,P010581,P012745,P013369,0.283,0,0,0
4,PAR,P006760,P010581,P012745,P013370,4.833,-6,6,12
4,PAR,P006760,P010581,P012745,P014007,5.116,-6,6,12
4,PAR,P006760,P010581,P013369,P014007,3.149,-2,4,6
4,PAR,P006760,P010581,P013370,P014007,4.833,-6,6,12
4,PAR,P006760,P011981,P012720,P012745,5.083,-2,8,10
4,PAR,P006760,P011981,P012720,P013369,9.866,5,19,14
4,PAR,P006760,P011981,P012745,P013369,6.7,-6,8,14
4,PAR,P006760,P011981,P012745,P014007,1.617,-4,0,4
4,PAR,P006760,P011981,P013369,P014007,9.883,-4,21,25
4,PAR,P006760,P012720,P012745,P013369,5.083,-2,8,10
4,PAR,P006760,P012720,P013369,P014007,0.633,-2,0,2
4,PAR,P006760,P012745,P013369,P014007,1.9,-4,0,4
4,PAR,P006760,P012745,P013370,P014007,4.833,-6,6,12
4,PAR,P007736,P010581,P012720,P012745,5.8,-9,10,19
4,PAR,P007736,P010581,P012720,P013370,5.8,-9,10,19
4,PAR,P007736,P010581,P012745,P013370,5.8,-9,10,19
4,PAR,P007736,P011981,P012720,P012745,1.15,-1,2,3
4,PAR,P007736,P011981,P012720,P013369,1.15,-1,2,3
4,PAR,P007736,P011981,P012745,P013369,1.15,-1,2,3
4,PAR,P007736,P012720,P012745,P013369,1.15,-1,2,3
4,PAR,P007736,P012720,P012745,P013370,5.8,-9,10,19
4,PAR,P008232,P011981,P012720,P013369,4.783,7,11,4
4,PAR,P008232,P011981,P013369,P014007,1.733,0,7,7
4,PAR,P010581,P012720,P012745,P013369,0.717,4,4,0
4,PAR,P010581,P012720,P012745,P013370,5.8,-9,10,19
4,PAR,P010581,P012720,P012745,P014007,0.717,4,4,0
4,PAR,P010581,P012720,P013369,P014007,1.35,2,4,2
4,PAR,P010581,P012745,P013369,P014007,1.0,4,4,0
4,PAR,P010581,P012745,P013370,P014007,4.833,-6,6,12
4,PAR,P011981,P012720,P012745,P013369,10.833,-3,20,23
4,PAR,P011981,P012720,P012745,P014007,4.6,0,10,10
4,PAR,P011981,P012720,P013369,P014007,4.6,0,10,10
4,PAR,P011981,P012745,P013369,P014007,6.217,-4,10,14
4,PAR,P012720,P012745,P013369,P014007,5.317,4,14,10
5,BAR,P000925,P001133,P002939,P004888,11.75,4,29,25
5,BAR,P000925,P001133,P002939,P009862,11.95,2,29,27
5,BAR,P000925,P001133,P002939,P013269,0.2,-2,0,2
5,BAR,P000925,P001133,P004888,P009862,11.75,4,29,25
5,BAR,P000925,P001133,P009862,P013269,0.2,-2,0,2
5,BAR,P000925,P002939,P004888,P007464,0.85,-3,1,4
5,BAR,P000925,P002939,P004888,P009862,12.083,2,29,27
5,BAR,P000925,P002939,P004888,P013269,0.517,-1,1,2
5,BAR,P000925,P002939,P007464,P009862,0.333,-2,0,2
5,BAR,P000925,P002939,P007464,P009992,0.917,2,2,0
5,BAR,P000925,P002939,P007464,P013269,1.434,1,3,2
5,BAR,P000925,P002939,P009862,P013269,0.2,-2,0,2
5,BAR,P000925,P002939,P009992,P013269,0.917,2,2,0
5,BAR,P000925,P004888,P007464,P009862,0.333,-2,0,2
5,BAR,P000925,P004888,P007464,P013269,0.517,-1,1,2
5,BAR,P000925,P006435,P007464,P009948,2.35,-4,5,9
5,BAR,P000925,P006435,P007464,P009992,2.3,-8,4,12
5,BAR,P000925,P006435,P007464,P013269,4.65,-12,9,21
5,BAR,P000925,P006435,P009948,P013269,2.35,-4,5,9
5,BAR,P000925,P006435,P009992,P013269,2.3,-8,4,12
5,BAR,P000925,P007464,P009862,P009948,0.267,2,2,0
5,BAR,P000925,P007464,P009862,P013269,0.267,2,2,0
5,BAR,P000925,P007464,P009948,P013269,2.617,-2,7,9
5,BAR,P000925,P007464,P009992,P013269,3.217,-6,6,12
5,BAR,P000925,P009862,P009948,P013269,0.267,2,2,0
5,BAR,P001133,P002939,P003196,P004888,10.15,2,23,21
5,BAR,P001133,P002939,P003196,P009862,11.133,1,24,23
5,BAR,P001133,P002939,P003196,P009992,0.633,-3,0,3
5,BAR,P001133,P002939,P003196,P013269,1.616,-4,1,5
5,BAR,P001133,P002939,P004888,P009862,21.9,6,52,46
5,BAR,P001133,P002939,P009862,P013269,1.183,-3,1,4
5,BAR,P001133,P002939,P009992,P013269,0.633,-3,0,3
5,BAR,P001133,P003196,P004888,P009862,10.15,2,23,21
5,BAR,P001133,P003196,P009862,P013269,0.983,-1,1,2
5,BAR,P001133,P003196,P009992,P013269,0.633,-3,0,3
5,BAR,P001133,P007464,P009862,P009948,0.25,0,0,0
5,BAR,P001133,P007464,P009862,P013269,0.25,0,0,0
5,BAR,P001133,P007464,P009948,P013269,0.25,0,0,0
5,BAR,P001133,P009862,P009948,P013269,0.25,0,0,0
5,BAR,P002939,P003196,P004888,P009862,10.15,2,23,21
5,BAR,P002939,P003196,P007464,P009992,0.3,0,0,0
5,BAR,P002939,P003196,P007464,P013269,0.3,0,0,0
5,BAR,P002939,P003196,P009862,P013269,0.983,-1,1,2
5,BAR,P002939,P003196,P009992,P013269,0.933,-3,0,3
5,BAR,P002939,P004888,P006568,P007464,0.617,3,3,0
5,BAR,P002939,P004888,P006568,P009862,0.617,3,3,0
5,BAR,P002939,P004888,P007464,P009862,0.95,1,3,2
5,BAR,P002939,P004888,P007464,P009992,0.067,0,0,0
5,BAR,P002939,P004888,P007464,P013269,0.584,-1,1,2
5,BAR,P002939,P004888,P009992,P013269,0.067,0,0,0
5,BAR,P002939,P006435,P006568,P007464,2.4,0,4,4
5,BAR,P002939,P006435,P006568,P013269,2.4,0,4,4
5,BAR,P002939,P006435,P007464,P013269,2.4,0,4,4
5,BAR,P002939,P006568,P007464,P009862,0.617,3,3,0
5,BAR,P002939,P006568,P007464,P013269,2.4,0,4,4
5,BAR,P002939,P007464,P009992,P013269,1.284,2,2,0
5,BAR,P003196,P007464,P009992,P013269,0.3,0,0,0
5,BAR,P004888,P006435,P006568,P007464,1.4,-2,2,4
5,BAR,P004888,P006435,P006568,P009862,1.4,-2,2,4
5,BAR,P004888,P006435,P007464,P009862,1.4,-2,2,4
5,BAR,P004888,P006568,P007464,P009862,2.017,1,5,4
5,BAR,P004888,P007464,P009992,P013269,0.067,0,0,0
5,BAR,P006435,P006568,P007464,P009862,1.4,-2,2,4
5,BAR,P006435,P006568,P007464,P009992,3.667,-2,11,13
5,BAR,P006435,P006568,P007464,P013269,6.067,-2,15,17
5,BAR,P006435,P006568,P009992,P013269,3.667,-2,11,13
5,BAR,P006435,P007464,P009948,P013269,2.35,-4,5,9
5,BAR,P006435,P007464,P009992,P013269,5.967,-10,15,25
5,BAR,P006568,P007464,P009948,P009992,0.9,-4,0,4
5,BAR,P006568,P007464,P009948,P013269,0.9,-4,0,4
5,BAR,P006568,P007464,P009992,P013269,4.567,-6,11,17
5,BAR,P006568,P009948,P009992,P013269,0.9,-4,0,4
5,BAR,P007464,P009862,P009948,P013269,0.517,2,2,0
5,BAR,P007464,P009948,P009992,P013269,0.9,-4,0,4
5,HTA,P002580,P009846,P010550,P012609,1.117,2,2,0
5,HTA,P002580,P009846,P010550,P012788,3.617,4,7,3
5,HTA,P002580,P009846,P010550,P013284,2.433,2,5,3
5,HTA,P002580,P009846,P010550,P013402,0.067,0,0,0
5,HTA,P002580,P009846,P010568,P012788,2.95,5,7,2
5,HTA,P002580,P009846,P010568,P013284,2.95,5,7,2
5,HTA,P002580,P009846,P011157,P012788,0.917,-1,2,3
5,HTA,P002580,P009846,P011157,P013284,0.917,-1,2,3
5,HTA,P002580,P009846,P012609,P012788,13.334,1,30,29
5,HTA,P002580,P009846,P012609,P013284,12.217,-1,28,29
5,HTA,P002580,P009846,P012788,P013284,18.517,5,42,37
5,HTA,P002580,P009846,P012788,P013402,0.067,0,0,0
5,HTA,P002580,P010550,P010568,P011157,2.4,0,4,4
5,HTA,P002580,P010550,P010568,P013402,2.4,0,4,4
5,HTA,P002580,P010550,P011157,P013402,2.4,0,4,4
5,HTA,P002580,P010550,P012609,P012788,2.05,0,4,4
5,HTA,P002580,P010550,P012609,P013402,0.933,-2,2,4
5,HTA,P002580,P010550,P012788,P013284,2.433,2,5,3
5,HTA,P002580,P010550,P012788,P013402,1.0,-2,2,4
5,HTA,P002580,P010568,P011157,P013284,3.783,3,10,7
5,HTA,P002580,P010568,P011157,P013402,6.183,3,14,11
5,HTA,P002580,P010568,P012788,P013284,3.817,1,7,6
5,HTA,P002580,P010568,P012788,P013402,0.867,-4,0,4
5,HTA,P002580,P010568,P013284,P013402,4.65,-1,10,11
5,HTA,P002580,P011157,P012609,P013284,0.267,-2,0,2
5,HTA,P002580,P011157,P012609,P013402,0.267,-2,0,2
5,HTA,P002580,P011157,P012788,P013284,0.917,-1,2,3
5,HTA,P002580,P011157,P013284,P013402,4.05,1,10,9
5,HTA,P002580,P012609,P012788,P013284,12.217,-1,28,29
5,HTA,P002580,P012609,P012788,P013402,0.933,-2,2,4
5,HTA,P002580,P012609,P013284,P013402,0.267,-2,0,2
5,HTA,P002580,P012788,P013284,P013402,0.867,-4,0,4
5,HTA,P009846,P010550,P010568,P011157,3.267,4,11,7
5,HTA,P009846,P010550,P010568,P012788,0.383,2,2,0
5,HTA,P009846,P010550,P010568,P013402,3.65,6,13,7
5,HTA,P009846,P010550,P011157,P011823,0.017,-2,0,2
5,HTA,P009846,P010550,P011157,P013284,0.017,-2,0,2
5,HTA,P009846,P010550,P011157,P013402,3.267,4,11,7
5,HTA,P009846,P010550,P011823,P013284,0.017,-2,0,2
5,HTA,P009846,P010550,P012609,P012788,1.117,2,2,0
5,HTA,P009846,P010550,P012788,P013284,2.433,2,5,3
5,HTA,P009846,P010550,P012788,P013402,0.45,2,2,0
5,HTA,P009846,P010568,P011157,P013402,3.267,4,11,7
5,HTA,P009846,P010568,P012609,P012788,0.967,2,4,2
5,HTA,P009846,P010568,P012609,P013284,0.967,2,4,2
5,HTA,P009846,P010568,P012788,P013284,3.917,7,11,4
5,HTA,P009846,P010568,P012788,P013402,0.383,2,2,0
5,HTA,P009846,P011157,P011823,P013284,0.017,-2,0,2
5,HTA,P009846,P011157,P012788,P013284,0.917,-1,2,3
5,HTA,P009846,P012609,P012788,P013284,13.184,1,32,31
5,HTA,P010550,P010568,P011157,P012609,1.05,1,3,2
5,HTA,P010550,P010568,P011157,P013284,4.017,3,14,11
5,HTA,P010550,P010568,P011157,P013402,10.734,8,32,24
5,HTA,P010550,P010568,P012609,P013402,1.05,1,3,2
5,HTA,P010550,P010568,P012788,P013402,0.383,2,2,0
5,HTA,P010550,P010568,P013284,P013402,4.017,3,14,11
5,HTA,P010550,P011157,P011823,P013284,0.017,-2,0,2
5,HTA,P010550,P011157,P012609,P013402,1.05,1,3,2
5,HTA,P010550,P011157,P013284,P013402,4.017,3,14,11
5,HTA,P010550,P012609,P012788,P013402,0.933,-2,2,4
5,HTA,P010568,P011157,P012609,P013284,2.35,4,9,5
5,HTA,P010568,P011157,P012609,P013402,3.4,5,12,7
5,HTA,P010568,P011157,P013284,P013402,10.15,10,33,23
5,HTA,P010568,P012609,P012788,P013284,0.967,2,4,2
5,HTA,P010568,P012609,P013284,P013402,2.35,4,9,5
5,HTA,P010568,P012788,P013284,P013402,0.867,-4,0,4
5,HTA,P011157,P012609,P013284,P013402,2.617,2,9,7
6,MUN,P001288,P001557,P004508,P013378,2.167,-3,2,5
6,MUN,P001288,P001557,P004508,P013386,2.167,-3,2,5
6,MUN,P001288,P001557,P004863,P013378,2.883,-6,2,8
6,MUN,P001288,P001557,P004863,P013383,1.233,-2,0,2
6,MUN,P001288,P001557,P004863,P013386,1.65,-4,2,6
6,MUN,P001288,P001557,P013378,P013383,1.233,-2,0,2
6,MUN,P001288,P001557,P013378,P013386,3.817,-7,4,11
6,MUN,P001288,P004508,P011836,P012597,1.067,0,0,0
6,MUN,P001288,P004508,P011836,P013378,2.233,0,4,4
6,MUN,P001288,P004508,P011836,P013383,3.3,0,4,4
6,MUN,P001288,P004508,P012597,P013383,1.067,0,0,0
6,MUN,P001288,P004508,P013378,P013383,2.233,0,4,4
6,MUN,P001288,P004508,P013378,P013386,2.167,-3,2,5
6,MUN,P001288,P004512,P004863,P011836,2.2,0,2,2
6,MUN,P001288,P004512,P004863,P013378,2.2,0,2,2
6,MUN,P001288,P004512,P011836,P013378,2.2,0,2,2
6,MUN,P001288,P004863,P011244,P013378,0.583,-2,0,2
6,MUN,P001288,P004863,P011244,P013386,0.583,-2,0,2
6,MUN,P001288,P004863,P011836,P013378,10.983,4,27,23
6,MUN,P001288,P004863,P011836,P013383,8.783,4,25,21
6,MUN,P001288,P004863,P013378,P013383,10.016,2,25,23
6,MUN,P001288,P004863,P013378,P013386,2.233,-6,2,8
6,MUN,P001288,P011244,P013378,P013386,0.583,-2,0,2
6,MUN,P001288,P011836,P012597,P013378,4.55,2,15,13
6,MUN,P001288,P011836,P012597,P013383,5.617,2,15,13
6,MUN,P001288,P011836,P013378,P013383,15.566,6,44,38
6,MUN,P001288,P012597,P013378,P013383,4.55,2,15,13
6,MUN,P001557,P004508,P004863,P013290,2.317,1,7,6
6,MUN,P001557,P004508,P004863,P013383,2.317,1,7,6
6,MUN,P001557,P004508,P012597,P013290,5.8,2,13,11
6,MUN,P001557,P004508,P012597,P013383,3.433,2,9,7
6,MUN,P001557,P004508,P012597,P013386,2.367,0,4,4
6,MUN,P001557,P004508,P013290,P013383,5.75,3,16,13
6,MUN,P001557,P004508,P013290,P013386,2.367,0,4,4
6,MUN,P001557,P004508,P013378,P013386,2.167,-3,2,5
6,MUN,P001557,P004863,P013290,P013383,2.317,1,7,6
6,MUN,P001557,P004863,P013378,P013383,1.233,-2,0,2
6,MUN,P001557,P004863,P013378,P013386,1.65,-4,2,6
6,MUN,P001557,P012597,P013290,P013383,3.433,2,9,7
6,MUN,P001557,P012597,P013290,P013386,2.367,0,4,4
6,MUN,P004508,P004863,P011244,P013290,0.933,-2,0,2
6,MUN,P004508,P004863,P011244,P013378,0.617,0,0,0
6,MUN,P004508,P004863,P011244,P013386,1.55,-2,0,2
6,MUN,P004508,P004863,P011836,P013290,1.75,-1,3,4
6,MUN,P004508,P004863,P011836,P013383,0.3,-1,1,2
6,MUN,P004508,P004863,P011836,P013386,1.45,0,2,2
6,MUN,P004508,P004863,P013290,P013383,2.617,0,8,8
6,MUN,P004508,P004863,P013290,P013386,2.383,-2,2,4
6,MUN,P004508,P004863,P013378,P013386,0.617,0,0,0
6,MUN,P004508,P011244,P013290,P013386,0.933,-2,0,2
6,MUN,P004508,P011244,P013378,P013386,0.617,0,0,0
6,MUN,P004508,P011836,P012597,P013290,4.116,-3,6,9
6,MUN,P004508,P011836,P012597,P013383,2.55,-4,0,4
6,MUN,P004508,P011836,P012597,P013386,2.633,1,6,5
6,MUN,P004508,P011836,P013290,P013383,1.783,-5,1,6
6,MUN,P004508,P011836,P013290,P013386,4.083,1,8,7
6,MUN,P004508,P011836,P013378,P013383,2.233,0,4,4
6,MUN,P004508,P012597,P013290,P013383,4.916,-2,9,11
6,MUN,P004508,P012597,P013290,P013386,5.0,1,10,9
6,MUN,P004512,P004863,P011836,P013378,2.2,0,2,2
6,MUN,P004863,P011244,P013290,P013386,0.933,-2,0,2
6,MUN,P004863,P011244,P013378,P013386,1.2,-2,0,2
6,MUN,P004863,P011836,P013290,P013383,0.3,-1,1,2
6,MUN,P004863,P011836,P013290,P013386,1.45,0,2,2
6,MUN,P004863,P011836,P013378,P013383,8.783,4,25,21
6,MUN,P011836,P012597,P013290,P013383,1.483,-4,0,4
6,MUN,P011836,P012597,P013290,P013386,2.633,1,6,5
6,MUN,P011836,P012597,P013378,P013383,4.55,2,15,13
6,PAN,P001926,P002328,P005353,P007866,3.583,4,6,2
6,PAN,P001926,P002328,P005353,P011204,6.133,8,12,4
6,PAN,P001926,P002328,P005353,P011442,2.55,4,6,2
6,PAN,P001926,P002328,P007866,P011204,3.583,4,6,2
6,PAN,P001926,P002328,P011204,P011442,2.55,4,6,2
6,PAN,P001926,P005353,P007866,P011085,0.933,0,0,0
6,PAN,P001926,P005353,P007866,P011204,3.583,4,6,2
6,PAN,P001926,P005353,P007866,P012774,0.933,0,0,0
6,PAN,P001926,P005353,P011085,P011442,4.25,-2,13,15
6,PAN,P001926,P005353,P011085,P012774,5.183,-2,13,15
6,PAN,P001926,P005353,P011204,P011442,2.583,4,6,2
6,PAN,P001926,P005353,P011204,P012712,1.867,-3,4,7
6,PAN,P001926,P005353,P011204,P012774,1.9,-3,4,7
6,PAN,P001926,P005353,P011442,P012608,1.567,-1,3,4
6,PAN,P001926,P005353,P011442,P012774,5.85,-3,16,19
6,PAN,P001926,P005353,P012608,P012774,1.567,-1,3,4
6,PAN,P001926,P005353,P012712,P012774,1.867,-3,4,7
6,PAN,P001926,P007866,P011085,P012774,0.933,0,0,0
6,PAN,P001926,P011085,P011442,P012774,4.25,-2,13,15
6,PAN,P001926,P011204,P011442,P012774,0.033,0,0,0
6,PAN,P001926,P011204,P012712,P012774,1.867,-3,4,7
6,PAN,P001926,P011442,P012608,P012774,1.567,-1,3,4
6,PAN,P002328,P005353,P007866,P011204,5.433,4,12,8
6,PAN,P002328,P005353,P007866,P012774,1.85,0,6,6
6,PAN,P002328,P005353,P011204,P011442,2.55,4,6,2
6,PAN,P002328,P005353,P011204,P012774,1.85,0,6,6
6,PAN,P002328,P007866,P011204,P012774,1.85,0,6,6
6,PAN,P005353,P007866,P011085,P011204,0.25,2,2,0
6,PAN,P005353,P007866,P011085,P012608,0.783,2,2,0
6,PAN,P005353,P007866,P011085,P012774,1.966,4,4,0
6,PAN,P005353,P007866,P011204,P012774,2.1,2,8,6
6,PAN,P005353,P007866,P012608,P012774,0.783,2,2,0
6,PAN,P005353,P011085,P011204,P012712,0.6,0,2,2
6,PAN,P005353,P011085,P011204,P012774,0.85,2,4,2
6,PAN,P005353,P011085,P011442,P012608,2.167,3,5,2
6,PAN,P005353,P011085,P011442,P012774,6.417,1,18,17
6,PAN,P005353,P011085,P012608,P012774,2.95,5,7,2
6,PAN,P005353,P011085,P012712,P012774,0.6,0,2,2
6,PAN,P005353,P011204,P011442,P012774,0.033,0,0,0
6,PAN,P005353,P011204,P012712,P012774,2.467,-3,6,9
6,PAN,P005353,P011442,P012608,P012774,3.734,2,8,6
6,PAN,P007866,P011085,P011204,P012774,4.133,-2,9,11
6,PAN,P007866,P011085,P011204,P014011,3.883,-4,7,11
6,PAN,P007866,P011085,P012608,P012774,1.683,1,4,3
6,PAN,P007866,P011085,P012608,P014011,0.9,-1,2,3
6,PAN,P007866,P011085,P012774,P014011,4.783,-5,9,14
6,PAN,P007866,P011204,P012774,P014011,3.883,-4,7,11
6,PAN,P007866,P012608,P012774,P014011,0.9,-1,2,3
6,PAN,P011085,P011204,P012712,P012774,10.217,4,19,15
6,PAN,P011085,P011204,P012712,P014011,9.617,4,17,13
6,PAN,P011085,P011204,P012774,P014011,13.5,0,24,24
6,PAN,P011085,P011442,P012608,P012774,2.167,3,5,2
6,PAN,P011085,P012608,P012712,P012774,5.167,0,12,12
6,PAN,P011085,P012608,P012712,P014011,5.167,0,12,12
6,PAN,P011085,P012608,P012774,P014011,6.067,-1,14,15
6,PAN,P011085,P012712,P012774,P014011,14.784,4,29,25
6,PAN,P011204,P012712,P012774,P014011,9.617,4,17,13
6,PAN,P012608,P012712,P012774,P014011,5.167,0,12,12
7,MAD,P003108,P003733,P005791,P005928,7.816,1,8,7
7,MAD,P003108,P003733,P005791,P009005,4.783,1,6,5
7,MAD,P003108,P003733,P005791,P011247,3.25,2,7,5
7,MAD,P003108,P003733,P005791,P014006,6.283,2,9,7
7,MAD,P003108,P003733,P005928,P009005,4.783,1,6,5
7,MAD,P003108,P003733,P005928,P014006,3.033,0,2,2
7,MAD,P003108,P003733,P011247,P014006,3.25,2,7,5
7,MAD,P003108,P005791,P005928,P009005,8.55,1,13,12
7,MAD,P003108,P005791,P005928,P011247,2.617,2,7,5
7,MAD,P003108,P005791,P005928,P014006,4.15,-1,2,3
7,MAD,P003108,P005791,P005928,PTGB,2.267,-3,0,3
7,MAD,P003108,P005791,P009005,P011247,2.617,2,7,5
7,MAD,P003108,P005791,P009005,PTGB,1.15,-2,0,2
7,MAD,P003108,P005791,P011247,P014006,4.517,-1,9,10
7,MAD,P003108,P005791,P011247,PTGB,1.267,-3,2,5
7,MAD,P003108,P005791,P014006,PTGB,2.384,-4,2,6
7,MAD,P003108,P005928,P009005,P011247,4.8,3,14,11
7,MAD,P003108,P005928,P009005,P014006,2.0,3,7,4
7,MAD,P003108,P005928,P009005,PTGB,1.333,-4,0,4
7,MAD,P003108,P005928,P011247,P014006,2.0,3,7,4
7,MAD,P003108,P005928,P011247,PTGB,0.183,-2,0,2
7,MAD,P003108,P005928,P013667,P014006,0.617,2,2,0
7,MAD,P003108,P005928,P013667,PTGB,0.617,2,2,0
7,MAD,P003108,P005928,P014006,PTGB,1.734,1,2,1
7,MAD,P003108,P007630,P011247,P014006,3.417,-5,6,11
7,MAD,P003108,P007630,P011247,P014117,1.3,-2,0,2
7,MAD,P003108,P007630,P011247,PTGB,4.717,-7,6,13
7,MAD,P003108,P007630,P014006,PTGB,3.417,-5,6,11
7,MAD,P003108,P007630,P014117,PTGB,1.3,-2,0,2
7,MAD,P003108,P009005,P011247,P014006,2.0,3,7,4
7,MAD,P003108,P009005,P011247,PTGB,0.183,-2,0,2
7,MAD,P003108,P011247,P014006,PTGB,4.684,-8,8,16
7,MAD,P003108,P011247,P014117,PTGB,1.3,-2,0,2
7,MAD,P003108,P013667,P014006,PTGB,0.617,2,2,0
7,MAD,P003733,P005791,P005928,P009005,7.666,5,14,9
7,MAD,P003733,P005791,P005928,P014006,3.033,0,2,2
7,MAD,P003733,P005791,P005928,P014117,2.883,4,8,4
7,MAD,P003733,P005791,P009005,P014117,2.883,4,8,4
7,MAD,P003733,P005791,P011247,P014006,3.25,2,7,5
7,MAD,P003733,P005928,P009005,P014117,2.883,4,8,4
7,MAD,P005791,P005928,P009005,P011247,4.617,-2,9,11
7,MAD,P005791,P005928,P009005,P014006,2.0,-4,2,6
7,MAD,P005791,P005928,P009005,P014117,2.883,4,8,4
7,MAD,P005791,P005928,P009005,PTGB,1.15,-2,0,2
7,MAD,P005791,P005928,P011247,P014006,2.0,-4,2,6
7,MAD,P005791,P005928,P014006,PTGB,1.117,-1,0,1
7,MAD,P005791,P009005,P011247,P014006,2.0,-4,2,6
7,MAD,P005791,P011247,P014006,PTGB,1.267,-3,2,5
7,MAD,P005928,P006482,P009005,P013667,4.85,1,10,9
7,MAD,P005928,P006482,P009005,P014117,4.85,1,10,9
7,MAD,P005928,P006482,P013667,P014006,0.517,0,0,0
7,MAD,P005928,P006482,P013667,P014117,4.85,1,10,9
7,MAD,P005928,P006482,P013667,PTGB,0.517,0,0,0
7,MAD,P005928,P006482,P014006,PTGB,0.517,0,0,0
7,MAD,P005928,P009005,P011247,P014006,4.0,-1,9,10
7,MAD,P005928,P009005,P011247,PTGB,0.183,-2,0,2
7,MAD,P005928,P009005,P013667,P014117,4.85,1,10,9
7,MAD,P005928,P013667,P014006,PTGB,1.134,2,2,0
7,MAD,P006482,P009005,P013667,P014117,4.85,1,10,9
7,MAD,P006482,P011247,P013667,P014006,4.95,-2,9,11
7,MAD,P006482,P011247,P013667,PTGB,4.95,-2,9,11
7,MAD,P006482,P011247,P014006,PTGB,4.95,-2,9,11
7,MAD,P006482,P013667,P014006,PTGB,5.467,-2,9,11
7,MAD,P007630,P011247,P014006,PTGB,3.417,-5,6,11
7,MAD,P007630,P011247,P014117,PTGB,1.3,-2,0,2
7,MAD,P009005,P011247,P013667,P014006,0.067,0,0,0
7,MAD,P009005,P011247,P013667,PTGB,0.067,0,0,0
7,MAD,P009005,P011247,P014006,PTGB,0.067,0,0,0
7,MAD,P009005,P013667,P014006,PTGB,0.067,0,0,0
7,MAD,P011247,P013667,P014006,PTGB,5.017,-2,9,11
7,VIR,P001844,P006739,P011051,P012585,0.183,4,4,0
7,VIR,P001844,P006739,P011051,P012687,0.183,4,4,0
7,VIR,P001844,P006739,P012585,P012687,0.183,4,4,0
7,VIR,P001844,P007947,P012585,P012687,6.616,2,14,12
7,VIR,P001844,P007947,P012585,P013374,2.333,-3,5,8
