Gamecode,CODETEAM,J1,J2,TIME,DELTA_SCORE,OFF,DEF
1,PMT,P001686,P011066,12.299,11,37,26
1,PMT,P001686,P011823,11.333,5,33,28
1,PMT,P001686,P011943,0.167,1,1,0
1,PMT,P001686,P011944,8.116,3,23,20
1,PMT,P001686,P011966,2.784,-1,5,6
1,PMT,P001686,P012599,14.916,9,41,32
1,PMT,P001686,P012600,6.967,7,19,12
1,PMT,P002020,P002644,21.033,3,42,39
1,PMT,P002020,P011066,10.616,1,22,21
1,PMT,P002020,P011823,2.517,4,8,4
1,PMT,P002020,P011943,13.117,5,33,28
1,PMT,P002020,P011944,11.282,4,21,17
1,PMT,P002020,P011947,6.617,-4,14,18
1,PMT,P002020,P011966,12.934,6,28,22
1,PMT,P002020,P012599,8.716,4,15,11
1,PMT,P002020,P012600,7.368,5,17,12
1,PMT,P002644,P011066,10.166,2,23,21
1,PMT,P002644,P011943,13.217,4,32,28
1,PMT,P002644,P011944,13.199,7,28,21
1,PMT,P002644,P011947,4.383,-6,8,14
1,PMT,P002644,P011966,15.417,7,31,24
1,PMT,P002644,P012599,9.849,6,17,11
1,PMT,P002644,P012600,10.518,7,23,16
1,PMT,P002644,P012601,0.8,1,3,2
1,PMT,P011066,P011823,13.983,13,41,28
1,PMT,P011066,P011943,4.283,-2,10,12
1,PMT,P011066,P011944,16.366,12,44,32
1,PMT,P011066,P011947,3.333,-3,6,9
1,PMT,P011066,P012599,17.932,13,47,34
1,PMT,P011066,P012600,6.384,10,21,11
1,PMT,P011066,P012601,1.234,3,5,2
1,PMT,P011823,P011943,0.067,2,2,0
1,PMT,P011823,P011944,7.433,3,21,18
1,PMT,P011823,P011947,2.367,2,6,4
1,PMT,P011823,P011966,0.434,-2,2,4
1,PMT,P011823,P012599,13.783,7,39,32
1,PMT,P011823,P012600,5.184,8,18,10
1,PMT,P011823,P012601,0.567,2,2,0
1,PMT,P011943,P011944,7.533,-1,15,16
1,PMT,P011943,P011947,2.45,-1,8,9
1,PMT,P011943,P011966,9.001,8,24,16
1,PMT,P011943,P012600,3.301,8,11,3
1,PMT,P011944,P011966,4.266,-2,5,7
1,PMT,P011944,P012599,11.165,7,27,20
1,PMT,P011944,P012600,1.934,4,7,3
1,PMT,P011944,P012601,1.234,3,5,2
1,PMT,P011947,P011966,3.417,-1,8,9
1,PMT,P011947,P012599,3.15,0,6,6
1,PMT,P011947,P012600,1.15,-3,0,3
1,PMT,P011947,P012601,0.133,0,0,0
1,PMT,P011966,P012599,5.7,0,9,9
1,PMT,P011966,P012600,9.318,5,20,15
1,PMT,P011966,P012601,0.133,0,0,0
1,PMT,P012599,P012600,9.317,6,23,17
1,PMT,P012600,P012601,1.367,3,5,2
2,LLI,P004479,P004773,9.3,-5,13,18
2,LLI,P004479,P005247,12.283,18,28,10
2,LLI,P004479,P006600,14.017,-6,19,25
2,LLI,P004479,P009649,16.617,0,29,29
2,LLI,P004479,P009680,9.817,4,19,15
2,LLI,P004479,P012020,11.083,17,29,12
2,LLI,P004479,P012585,12.0,9,26,17
2,LLI,P004479,P012586,15.283,7,29,22
2,LLI,P004773,P005247,10.483,-1,21,22
2,LLI,P004773,P006600,8.067,-9,9,18
2,LLI,P004773,P009649,6.784,-6,6,12
2,LLI,P004773,P009680,9.267,-6,16,22
2,LLI,P004773,P012020,9.2,2,18,16
2,LLI,P004773,P012585,1.467,0,2,2
2,LLI,P004773,P012586,14.5,-3,23,26
2,LLI,P005247,P006600,7.683,3,16,13
2,LLI,P005247,P009649,6.65,8,16,8
2,LLI,P005247,P009680,14.366,2,31,29
2,LLI,P005247,P012020,15.266,12,36,24
2,LLI,P005247,P012585,8.666,9,22,13
2,LLI,P005247,P012586,16.399,9,38,29
2,LLI,P006600,P009649,16.601,-4,23,27
2,LLI,P006600,P009680,7.433,-8,10,18
2,LLI,P006600,P012585,13.05,0,24,24
2,LLI,P006600,P012586,18.617,-4,31,35
2,LLI,P009649,P009680,6.034,-3,7,10
2,LLI,P009649,P012020,7.1,4,17,13
2,LLI,P009649,P012585,14.584,-1,27,28
2,LLI,P009649,P012586,20.434,2,35,33
2,LLI,P009680,P012020,12.967,7,28,21
2,LLI,P009680,P012585,11.133,5,22,17
2,LLI,P009680,P012586,10.583,-5,19,24
2,LLI,P012020,P012585,7.35,7,18,11
2,LLI,P012020,P012586,11.566,7,26,19
2,LLI,P012585,P012586,13.35,-1,27,28
2,VNC,P003759,P004117,2.217,-2,4,6
2,VNC,P003759,P004381,19.317,4,38,34
2,VNC,P003759,P009400,1.9,-4,0,4
2,VNC,P003759,P011909,21.234,12,48,36
2,VNC,P003759,P011928,20.917,10,44,34
2,VNC,P003759,P012587,3.817,4,10,6
2,VNC,P003759,P012590,4.684,2,10,8
2,VNC,P003759,P012591,18.45,6,38,32
2,VNC,P004117,P004381,7.784,-2,11,13
2,VNC,P004117,P009400,10.767,-18,12,30
2,VNC,P004117,P011909,9.967,1,18,17
2,VNC,P004117,P011928,15.934,-13,21,34
2,VNC,P004117,P012587,7.7,-14,9,23
2,VNC,P004117,P012590,13.351,-14,17,31
2,VNC,P004117,P012591,4.884,2,8,6
2,VNC,P004381,P009400,3.716,-9,2,11
2,VNC,P004381,P011909,25.267,6,49,43
2,VNC,P004381,P011928,26.3,4,49,45
2,VNC,P004381,P012590,2.984,-1,3,4
2,VNC,P004381,P012591,23.3,6,44,38
2,VNC,P009400,P011909,3.516,-4,5,9
2,VNC,P009400,P011928,11.866,-20,12,32
2,VNC,P009400,P012587,6.35,-14,5,19
2,VNC,P009400,P012590,9.884,-15,10,25
2,VNC,P009400,P012591,2.933,-4,2,6
2,VNC,P011909,P011928,29.434,11,58,47
2,VNC,P011909,P012587,3.817,4,10,6
2,VNC,P011909,P012590,7.634,6,16,10
2,VNC,P011909,P012591,22.267,8,44,36
2,VNC,P011928,P012587,8.817,-10,11,21
2,VNC,P011928,P012590,13.601,-8,19,27
2,VNC,P011928,P012591,24.267,6,46,40
2,VNC,P012587,P012590,10.167,-10,15,25
2,VNC,P012590,P012591,0.967,0,2,2
3,PRS,P003481,P005793,7.666,1,22,21
3,PRS,P003481,P012608,2.183,-5,3,8
3,PRS,P003481,P012609,16.366,7,41,34
3,PRS,P003481,P012610,0.733,1,2,1
3,PRS,P003481,P012611,16.366,7,41,34
3,PRS,P003481,P012613,7.967,5,17,12
3,PRS,P003481,P012640,14.183,12,38,26
3,PRS,P004512,P005793,10.8,8,30,22
3,PRS,P004512,P011887,10.5,15,33,18
3,PRS,P004512,P012608,16.983,20,49,29
3,PRS,P004512,P012609,1.233,1,4,3
3,PRS,P004512,P012610,16.983,20,49,29
3,PRS,P004512,P012611,5.25,4,12,8
3,PRS,P004512,P012613,6.183,12,19,7
3,PRS,P005793,P011887,5.217,7,18,11
3,PRS,P005793,P012608,16.55,7,42,35
3,PRS,P005793,P012609,10.299,-2,27,29
3,PRS,P005793,P012610,12.467,12,34,22
3,PRS,P005793,P012611,12.916,5,34,29
3,PRS,P005793,P012613,3.367,4,9,5
3,PRS,P005793,P012640,8.85,10,28,18
3,PRS,P010801,P011551,1.533,-3,0,3
3,PRS,P010801,P011887,2.95,-5,5,10
3,PRS,P010801,P012609,1.55,-1,6,7
3,PRS,P010801,P012610,1.533,-3,0,3
3,PRS,P010801,P012611,0.133,1,1,0
3,PRS,P010801,P012613,1.55,-1,6,7
3,PRS,P010801,P012640,3.083,-4,6,10
3,PRS,P011551,P011887,1.533,-3,0,3
3,PRS,P011551,P012610,1.533,-3,0,3
3,PRS,P011551,P012640,1.533,-3,0,3
3,PRS,P011887,P012608,10.7,15,33,18
3,PRS,P011887,P012609,1.617,-2,5,7
3,PRS,P011887,P012610,12.233,12,33,21
3,PRS,P011887,P012613,6.9,6,20,14
3,PRS,P011887,P012640,2.95,-5,5,10
3,PRS,P012608,P012609,5.516,-4,12,16
3,PRS,P012608,P012610,18.65,24,53,29
3,PRS,P012608,P012611,7.433,-1,15,16
3,PRS,P012608,P012613,9.55,16,28,12
3,PRS,P012608,P012640,3.367,4,9,5
3,PRS,P012609,P012610,2.166,2,6,4
3,PRS,P012609,P012611,16.499,8,42,34
3,PRS,P012609,P012613,12.117,8,32,24
3,PRS,P012609,P012640,17.633,11,49,38
3,PRS,P012610,P012611,5.983,5,14,9
3,PRS,P012610,P012613,7.65,16,23,7
3,PRS,P012610,P012640,3.733,2,6,4
3,PRS,P012611,P012613,8.1,6,18,12
3,PRS,P012611,P012640,14.316,13,39,26
3,PRS,P012613,P012640,12.884,8,32,24
3,WOL,P002333,P002387,9.134,-7,21,28
3,WOL,P002333,P005516,9.45,-1,18,19
3,WOL,P002333,P006154,11.467,4,29,25
3,WOL,P002333,P006907,3.083,4,10,6
3,WOL,P002333,P008104,5.65,-5,15,20
3,WOL,P002333,P011150,11.001,-3,26,29
3,WOL,P002333,P012577,4.083,-4,5,9
3,WOL,P002387,P004229,5.7,-4,7,11
3,WOL,P002387,P004645,0.667,-2,0,2
3,WOL,P002387,P005516,15.484,-17,29,46
3,WOL,P002387,P006154,13.851,-9,32,41
3,WOL,P002387,P008104,17.134,-25,30,55
3,WOL,P002387,P011150,27.018,-24,51,75
3,WOL,P002387,P012576,14.417,-20,27,47
3,WOL,P002387,P012577,16.267,-24,23,47
3,WOL,P004229,P006154,0.4,0,0,0
3,WOL,P004229,P008104,5.7,-4,7,11
3,WOL,P004229,P011150,5.7,-4,7,11
3,WOL,P004229,P012577,5.3,-4,7,11
3,WOL,P004645,P005516,3.033,-3,6,9
3,WOL,P004645,P006154,3.033,-3,6,9
3,WOL,P004645,P008104,1.433,0,5,5
3,WOL,P004645,P011150,1.6,-3,1,4
3,WOL,P004645,P012576,2.366,-1,6,7
3,WOL,P005516,P006154,15.6,6,35,29
3,WOL,P005516,P006907,1.533,3,3,0
3,WOL,P005516,P008104,7.567,-8,14,22
3,WOL,P005516,P011150,16.084,-9,28,37
3,WOL,P005516,P012576,13.9,-9,27,36
3,WOL,P005516,P012577,13.417,-10,20,30
3,WOL,P006154,P006907,3.083,4,10,6
3,WOL,P006154,P008104,12.367,-6,30,36
3,WOL,P006154,P011150,17.534,-5,42,47
3,WOL,P006154,P012576,10.733,-3,26,29
3,WOL,P006154,P012577,5.0,8,10,2
3,WOL,P006907,P008104,2.25,1,7,6
3,WOL,P006907,P011150,1.55,1,7,6
3,WOL,P006907,P012577,0.833,3,3,0
3,WOL,P008104,P011150,16.651,-17,33,50
3,WOL,P008104,P012576,12.201,-14,25,39
3,WOL,P008104,P012577,13.251,-14,22,36
3,WOL,P011150,P012576,14.7,-15,28,43
3,WOL,P011150,P012577,16.434,-17,21,38
3,WOL,P012576,P012577,12.351,-10,21,31
4,HTA,P003533,P004846,8.718,9,18,9
4,HTA,P003533,P006835,10.385,15,26,11
4,HTA,P003533,P007759,18.385,18,48,30
4,HTA,P003533,P010465,16.101,14,40,26
4,HTA,P003533,P010550,15.001,10,37,27
4,HTA,P003533,P011990,12.285,13,30,17
4,HTA,P003533,P011991,20.652,21,53,32
4,HTA,P003533,P012028,0.017,0,0,0
4,HTA,P004846,P006835,15.102,9,43,34
4,HTA,P004846,P007759,7.718,4,21,17
4,HTA,P004846,P010465,10.034,6,26,20
4,HTA,P004846,P010550,11.501,3,30,27
4,HTA,P004846,P011990,7.084,5,20,15
4,HTA,P004846,P011991,10.668,5,27,22
4,HTA,P004846,P012592,0.183,-1,3,4
4,HTA,P006835,P007759,15.418,15,41,26
4,HTA,P006835,P010465,12.517,7,30,23
4,HTA,P006835,P010550,12.634,5,34,29
4,HTA,P006835,P011990,12.351,12,32,20
4,HTA,P006835,P011991,16.118,14,43,29
4,HTA,P006835,P012592,1.133,-1,3,4
4,HTA,P006835,P012706,0.95,0,0,0
4,HTA,P007759,P010465,12.9,10,33,23
4,HTA,P007759,P010550,22.501,13,59,46
4,HTA,P007759,P011990,10.118,12,28,16
4,HTA,P007759,P011991,25.568,20,66,46
4,HTA,P010465,P010550,18.017,12,45,33
4,HTA,P010465,P011990,6.3,0,12,12
4,HTA,P010465,P011991,18.434,14,47,33
4,HTA,P010465,P012028,0.85,-2,0,2
4,HTA,P010465,P012592,1.983,-3,3,6
4,HTA,P010465,P012706,1.8,-2,0,2
4,HTA,P010550,P011990,5.401,4,15,11
4,HTA,P010550,P011991,25.468,13,64,51
4,HTA,P010550,P012028,0.017,0,0,0
4,HTA,P011990,P011991,7.551,9,20,11
4,HTA,P011990,P012028,0.867,-2,0,2
4,HTA,P011990,P012592,1.983,-3,3,6
4,HTA,P011990,P012706,1.8,-2,0,2
4,HTA,P011991,P012028,0.017,0,0,0
4,HTA,P012028,P012592,0.85,-2,0,2
4,HTA,P012028,P012706,0.85,-2,0,2
4,HTA,P012592,P012706,1.8,-2,0,2
4,LJU,P002561,P007066,2.85,-4,0,4
4,LJU,P002561,P008883,1.867,-2,0,2
4,LJU,P002561,P009395,0.983,-2,0,2
4,LJU,P002561,P010594,1.867,-2,0,2
4,LJU,P002561,P011261,2.85,-4,0,4
4,LJU,P002561,P012700,0.983,-2,0,2
4,LJU,P003452,P005969,22.517,-14,46,60
4,LJU,P003452,P007066,3.25,-1,7,8
4,LJU,P003452,P008883,8.834,-3,18,21
4,LJU,P003452,P009395,22.8,-21,44,65
4,LJU,P003452,P010594,6.217,-1,16,17
4,LJU,P003452,P010771,1.183,-4,1,5
4,LJU,P003452,P011261,5.666,-11,10,21
4,LJU,P003452,P012598,18.65,-17,34,51
4,LJU,P003452,P012700,15.083,-16,28,44
4,LJU,P005969,P007066,10.167,-4,21,25
4,LJU,P005969,P008883,17.818,-6,34,40
4,LJU,P005969,P009395,24.718,-11,49,60
4,LJU,P005969,P010594,9.967,0,22,22
4,LJU,P005969,P010771,1.183,-4,1,5
4,LJU,P005969,P011261,9.9,-4,23,27
4,LJU,P005969,P012598,21.201,-11,43,54
4,LJU,P005969,P012700,17.001,-6,33,39
4,LJU,P007066,P008883,8.634,-3,14,17
4,LJU,P007066,P009395,2.25,-2,2,4
4,LJU,P007066,P010594,6.067,0,10,10
4,LJU,P007066,P010771,1.183,-4,1,5
4,LJU,P007066,P011261,11.9,-10,19,29
4,LJU,P007066,P012598,3.517,-2,8,10
4,LJU,P007066,P012700,2.25,-2,2,4
4,LJU,P008883,P009395,11.051,-5,20,25
4,LJU,P008883,P010594,10.884,-3,18,21
4,LJU,P008883,P011261,7.517,-5,12,17
4,LJU,P008883,P012598,8.801,-5,16,21
4,LJU,P008883,P012700,3.334,0,4,4
4,LJU,P009395,P010594,5.767,-2,12,14
4,LJU,P009395,P011261,6.633,-8,11,19
4,LJU,P009395,P012598,21.217,-17,40,57
4,LJU,P009395,P012700,21.517,-16,38,54
4,LJU,P010594,P011261,4.95,-2,8,10
4,LJU,P010594,P012700,1.617,2,2,0
4,LJU,P010771,P011261,1.183,-4,1,5
4,LJU,P011261,P012598,7.9,-8,17,25
4,LJU,P011261,P012700,6.633,-8,11,19
4,LJU,P012598,P012700,17.65,-16,34,50
5,BES,P003783,P007914,27.933,8,46,38
5,BES,P003783,P007917,23.866,5,38,33
5,BES,P003783,P008945,3.933,2,9,7
5,BES,P003783,P009582,21.033,7,38,31
5,BES,P003783,P011357,8.75,-1,15,16
5,BES,P003783,P011379,9.467,2,13,11
5,BES,P003783,P011936,21.683,10,33,23
5,BES,P003783,P012647,17.599,3,24,21
5,BES,P007914,P007917,20.467,4,36,32
5,BES,P007914,P008945,3.933,2,9,7
5,BES,P007914,P009582,16.717,4,32,28
5,BES,P007914,P011357,10.984,-1,21,22
5,BES,P007914,P011379,10.384,4,17,13
5,BES,P007914,P011936,18.284,9,31,22
5,BES,P007914,P012647,11.966,2,16,14
5,BES,P007917,P008945,8.133,-6,12,18
5,BES,P007917,P009582,16.85,-7,27,34
5,BES,P007917,P011357,9.734,0,20,20
5,BES,P007917,P011379,4.234,0,6,6
5,BES,P007917,P011936,18.417,-2,26,28
5,BES,P007917,P012647,19.499,-6,23,29
5,BES,P008945,P009582,4.2,-8,3,11
5,BES,P008945,P011357,0.733,-2,3,5
5,BES,P008945,P011379,0.967,1,2,1
5,BES,P008945,P011936,4.2,-8,3,11
5,BES,P008945,P012647,6.433,-5,7,12
5,BES,P009582,P011357,4.784,-3,9,12
5,BES,P009582,P011379,6.15,4,11,7
5,BES,P009582,P011936,20.95,-3,31,34
5,BES,P009582,P012647,15.516,-6,21,27
5,BES,P011357,P011379,1.8,1,4,3
5,BES,P011357,P011936,7.151,2,12,10
5,BES,P011379,P011936,7.067,6,15,9
5,BES,P011379,P012647,1.467,-2,0,2
5,BES,P011936,P012647,14.716,-6,17,23
5,JOV,P002361,P002507,20.217,0,29,29
5,JOV,P002361,P005094,15.684,4,26,22
5,JOV,P002361,P006771,8.551,-5,10,15
5,JOV,P002361,P010161,6.5,1,12,11
5,JOV,P002361,P010166,8.533,8,18,10
5,JOV,P002361,P010458,2.967,-6,2,8
5,JOV,P002361,P010709,0.217,2,2,0
5,JOV,P002361,P011247,8.1,-3,11,14
5,JOV,P002361,P011248,10.867,3,22,19
5,JOV,P002361,P012076,2.984,0,8,8
5,JOV,P002361,PJUG,8.184,-4,8,12
5,JOV,P002507,P005094,13.717,4,20,16
5,JOV,P002507,P006771,9.234,-2,9,11
5,JOV,P002507,P010161,5.483,1,10,9
5,JOV,P002507,P010166,9.433,10,20,10
5,JOV,P002507,P010458,3.917,-3,5,8
5,JOV,P002507,P011247,10.75,0,16,16
5,JOV,P002507,P011248,10.833,3,18,15
5,JOV,P002507,PJUG,7.884,-1,9,10
5,JOV,P005094,P006771,8.818,3,11,8
5,JOV,P005094,P010161,2.65,-4,3,7
5,JOV,P005094,P010166,5.733,11,14,3
5,JOV,P005094,P010458,2.134,-6,0,6
5,JOV,P005094,P011247,10.384,-4,10,14
5,JOV,P005094,P011248,14.834,10,28,18
5,JOV,P005094,P012076,7.234,4,12,8
5,JOV,P005094,PJUG,7.284,-6,4,10
5,JOV,P006771,P010166,3.0,0,4,4
5,JOV,P006771,P010458,5.0,-5,5,10
5,JOV,P006771,P011247,8.267,3,10,7
5,JOV,P006771,P011248,9.7,-2,11,13
5,JOV,P006771,P012076,7.584,0,11,11
5,JOV,P006771,PJUG,7.118,0,9,9
5,JOV,P010161,P010166,4.15,1,7,6
5,JOV,P010161,P010458,6.684,-7,12,19
5,JOV,P010161,P010709,0.217,2,2,0
5,JOV,P010161,P011247,10.184,-4,19,23
5,JOV,P010161,P011248,1.333,0,3,3
5,JOV,P010161,P012076,5.884,-1,14,15
5,JOV,P010161,PJUG,7.051,-5,14,19
5,JOV,P010166,P011247,8.5,5,14,9
5,JOV,P010166,P011248,6.816,12,16,4
5,JOV,P010166,P012076,3.45,2,5,3
5,JOV,P010166,PJUG,1.917,-1,2,3
5,JOV,P010458,P011247,9.684,-8,15,23
5,JOV,P010458,P011248,2.116,-4,0,4
5,JOV,P010458,P012076,7.567,-7,12,19
5,JOV,P010458,PJUG,10.535,-10,17,27
5,JOV,P010709,P012076,0.217,2,2,0
5,JOV,P010709,PJUG,0.217,2,2,0
5,JOV,P011247,P011248,8.433,2,10,8
5,JOV,P011247,P012076,12.984,0,20,20
5,JOV,P011247,PJUG,12.318,-7,19,26
5,JOV,P011248,P012076,7.2,4,12,8
5,JOV,P012076,PJUG,8.768,-4,16,20
6,BOU,P004525,P010431,4.617,8,14,6
6,BOU,P004525,P010449,7.6,11,23,12
6,BOU,P004525,P010450,14.383,10,29,19
6,BOU,P004525,P010718,15.549,11,32,21
6,BOU,P004525,P011161,12.566,8,23,15
6,BOU,P004525,P011837,2.784,7,9,2
6,BOU,P004525,P012619,17.382,12,37,25
6,BOU,P004525,P012628,5.783,9,17,8
6,BOU,P010431,P010449,18.684,8,48,40
6,BOU,P010431,P010450,4.7,-3,8,11
6,BOU,P010431,P010718,2.067,3,9,6
6,BOU,P010431,P011161,0.5,-3,0,3
6,BOU,P010431,P011836,16.85,-5,38,43
6,BOU,P010431,P011837,15.951,3,39,36
6,BOU,P010431,P012619,5.516,0,13,13
6,BOU,P010431,P012628,16.983,1,39,38
6,BOU,P010449,P010450,4.9,5,13,8
6,BOU,P010449,P010718,8.033,8,24,16
6,BOU,P010449,P011836,17.05,2,40,38
6,BOU,P010449,P011837,17.651,4,42,38
6,BOU,P010449,P012619,6.999,9,21,12
6,BOU,P010449,P012628,17.683,5,41,36
6,BOU,P010450,P010718,12.466,8,25,17
6,BOU,P010450,P011161,9.983,2,16,14
6,BOU,P010450,P011836,2.783,-5,4,9
6,BOU,P010450,P011837,0.667,0,0,0
6,BOU,P010450,P012619,16.499,5,33,28
6,BOU,P010450,P012628,2.283,-2,4,6
6,BOU,P010718,P011161,12.566,8,23,15
6,BOU,P010718,P011836,5.05,5,15,10
6,BOU,P010718,P011837,4.667,8,16,8
6,BOU,P010718,P012619,15.932,8,31,23
6,BOU,P010718,P012628,6.066,5,13,8
6,BOU,P011161,P011836,0.5,-3,0,3
6,BOU,P011161,P011837,0.9,4,4,0
6,BOU,P011161,P012619,12.166,1,19,18
6,BOU,P011161,P012628,3.083,3,7,4
6,BOU,P011836,P011837,15.767,1,37,36
6,BOU,P011836,P012619,4.066,-4,7,11
6,BOU,P011836,P012628,17.266,-3,35,38
6,BOU,P011837,P012628,15.817,5,37,32
6,BOU,P012619,P012628,7.232,1,15,14
6,WRO,P001694,P003034,5.867,-5,8,13
6,WRO,P001694,P005531,20.566,5,46,41
6,WRO,P001694,P009896,23.866,4,50,46
6,WRO,P001694,P011900,13.234,-5,23,28
6,WRO,P001694,P012308,1.7,-1,2,3
6,WRO,P001694,P012699,18.666,2,39,37
6,WRO,P001694,P012735,18.217,1,34,33
6,WRO,P001694,P012736,16.816,-5,30,35
6,WRO,P003034,P005531,8.533,-7,17,24
6,WRO,P003034,P009896,8.2,-12,10,22
6,WRO,P003034,P011900,11.351,-11,15,26
6,WRO,P003034,P012699,5.116,-9,6,15
6,WRO,P003034,P012735,12.834,-17,17,34
6,WRO,P003034,P012736,8.767,-11,11,22
6,WRO,P005531,P009896,25.116,-7,51,58
6,WRO,P005531,P011900,9.084,-3,23,26
6,WRO,P005531,P012699,20.149,-4,41,45
6,WRO,P005531,P012735,17.25,-3,36,39
6,WRO,P005531,P012736,10.966,-1,26,27
6,WRO,P009896,P011900,15.684,-9,30,39
6,WRO,P009896,P012308,1.7,-1,2,3
6,WRO,P009896,P012699,18.666,-3,37,40
6,WRO,P009896,P012735,23.85,-9,43,52
6,WRO,P009896,P012736,15.05,-3,29,32
6,WRO,P011900,P012308,1.7,-1,2,3
6,WRO,P011900,P012699,4.7,-3,9,12
6,WRO,P011900,P012735,16.918,-13,28,41
6,WRO,P011900,P012736,12.001,-11,18,29
6,WRO,P012308,P012735,1.7,-1,2,3
6,WRO,P012699,P012735,9.933,-4,17,21
6,WRO,P012699,P012736,8.566,-3,15,18
6,WRO,P012735,P012736,13.234,-10,23,33
7,CLU,P004862,P005113,14.866,5,35,30
7,CLU,P004862,P005373,6.7,-9,8,17
7,CLU,P004862,P005714,12.633,2,27,25
7,CLU,P004862,P010569,24.099,6,48,42
7,CLU,P004862,P011797,14.983,-6,23,29
7,CLU,P004862,P011801,12.633,2,27,25
7,CLU,P004862,P012621,22.332,12,50,38
7,CLU,P004862,P012698,8.35,-4,18,22
7,CLU,P005113,P005714,2.066,6,8,2
7,CLU,P005113,P010569,14.433,4,32,28
7,CLU,P005113,P011797,12.333,8,27,19
7,CLU,P005113,P011801,2.066,6,8,2
7,CLU,P005113,P012621,16.499,10,40,30
7,CLU,P005113,P012698,3.733,1,10,9
7,CLU,P005373,P005714,9.351,-1,15,16
7,CLU,P005373,P010569,6.567,-6,9,15
7,CLU,P005373,P011797,8.767,6,16,10
7,CLU,P005373,P011801,13.835,-3,24,27
7,CLU,P005373,P012620,1.517,-3,0,3
7,CLU,P005373,P012621,6.567,-6,9,15
7,CLU,P005373,P012698,10.368,-6,15,21
7,CLU,P005714,P010569,7.583,6,16,10
7,CLU,P005714,P011797,7.05,7,13,6
7,CLU,P005714,P011801,19.0,11,39,28
7,CLU,P005714,P012620,1.517,-3,0,3
7,CLU,P005714,P012621,7.449,17,23,6
7,CLU,P005714,P012698,9.351,-1,15,16
7,CLU,P010569,P011797,18.45,-3,32,35
7,CLU,P010569,P011801,12.067,4,25,21
7,CLU,P010569,P012621,26.383,9,56,47
7,CLU,P010569,P012698,4.75,-4,10,14
7,CLU,P011797,P011801,10.517,10,22,12
7,CLU,P011797,P012621,17.883,7,36,29
7,CLU,P011797,P012698,3.217,7,7,0
7,CLU,P011801,P012620,1.517,-3,0,3
7,CLU,P011801,P012621,11.933,15,32,17
7,CLU,P011801,P012698,10.368,-6,15,21
7,CLU,P012620,P012698,1.517,-3,0,3
7,CLU,P012621,P012698,4.75,-4,10,14
7,TTK,P000497,P006693,2.183,-5,0,5
7,TTK,P000497,P011239,2.183,-5,0,5
7,TTK,P000497,P011834,2.183,-5,0,5
7,TTK,P000497,P011925,2.183,-5,0,5
7,TTK,P004801,P005000,7.801,-7,15,22
7,TTK,P004801,P005685,2.984,-5,6,11
7,TTK,P004801,P006693,8.084,-3,14,17
7,TTK,P004801,P009845,1.5,-1,3,4
7,TTK,P004801,P011239,7.834,-1,14,15
7,TTK,P004801,P011834,12.318,-7,23,30
7,TTK,P004801,P011925,-0.05,0,0,0
7,TTK,P004801,P012056,4.567,0,8,8
