Gamecode,CODETEAM,J1,J2,J3,TIME,DELTA_SCORE,OFF,DEF
1,RED,P000848,P002553,P008966,1.617,3,3,0
1,RED,P000848,P002553,P011224,5.084,7,14,7
1,RED,P000848,P002553,P012711,1.85,3,5,2
1,RED,P000848,P002553,PJDR,1.667,5,7,2
1,RED,P000848,P003479,P005099,1.867,2,5,3
1,RED,P000848,P003479,P006436,2.584,3,10,7
1,RED,P000848,P003479,P011224,1.617,1,6,5
1,RED,P000848,P003479,P012711,2.35,-4,2,6
1,RED,P000848,P003479,PJDR,2.85,2,7,5
1,RED,P000848,P003479,PLUO,2.35,-4,2,6
1,RED,P000848,P004720,P005099,3.55,-4,5,9
1,RED,P000848,P004720,P008966,2.667,-2,5,7
1,RED,P000848,P004720,P011964,3.55,-4,5,9
1,RED,P000848,P004720,P012711,0.883,-2,0,2
1,RED,P000848,P005099,P006436,0.267,0,0,0
1,RED,P000848,P005099,P008966,6.967,-3,8,11
1,RED,P000848,P005099,P011224,0.267,0,0,0
1,RED,P000848,P005099,P011964,7.583,-5,8,13
1,RED,P000848,P005099,P012711,2.05,-3,2,5
1,RED,P000848,P005099,PJDR,4.733,2,6,4
1,RED,P000848,P005099,PLUO,1.167,-1,2,3
1,RED,P000848,P006436,P008966,1.884,3,3,0
1,RED,P000848,P006436,P011224,5.351,7,14,7
1,RED,P000848,P006436,P012711,1.85,3,5,2
1,RED,P000848,P006436,PJDR,0.967,2,4,2
1,RED,P000848,P008966,P011224,1.884,3,3,0
1,RED,P000848,P008966,P011964,6.7,-3,8,11
1,RED,P000848,P008966,PJDR,4.033,-1,3,4
1,RED,P000848,P011224,P012711,1.85,3,5,2
1,RED,P000848,P011964,P012711,0.883,-2,0,2
1,RED,P000848,P011964,PJDR,4.033,-1,3,4
1,RED,P000848,P012711,PJDR,1.183,-3,0,3
1,RED,P000848,P012711,PLUO,2.35,-4,2,6
1,RED,P000848,PJDR,PLUO,1.183,-3,0,3
1,RED,P002553,P003479,P005099,0.7,3,3,0
1,RED,P002553,P003479,P006436,2.584,3,10,7
1,RED,P002553,P003479,P011224,1.617,1,6,5
1,RED,P002553,P003479,PJDR,1.667,5,7,2
1,RED,P002553,P004720,P005099,1.517,3,4,1
1,RED,P002553,P004720,P011964,1.517,3,4,1
1,RED,P002553,P004720,PJDR,1.517,3,4,1
1,RED,P002553,P005099,P006436,9.433,4,23,19
1,RED,P002553,P005099,P008966,2.8,3,7,4
1,RED,P002553,P005099,P011224,4.9,2,10,8
1,RED,P002553,P005099,P011964,6.967,4,17,13
1,RED,P002553,P005099,P012711,1.183,0,3,3
1,RED,P002553,P005099,PJDR,6.75,8,20,12
1,RED,P002553,P006436,P008966,4.417,6,10,4
1,RED,P002553,P006436,P011224,13.817,10,34,24
1,RED,P002553,P006436,P011964,5.45,1,13,12
1,RED,P002553,P006436,P012711,6.866,4,18,14
1,RED,P002553,P006436,PJDR,5.5,4,17,13
1,RED,P002553,P006436,PLUO,3.833,1,10,9
1,RED,P002553,P008966,P011224,4.417,6,10,4
1,RED,P002553,P011224,P011964,0.917,-1,0,1
1,RED,P002553,P011224,P012711,6.866,4,18,14
1,RED,P002553,P011224,PLUO,3.833,1,10,9
1,RED,P002553,P011964,PJDR,6.05,5,17,12
1,RED,P002553,P012711,PLUO,3.833,1,10,9
1,RED,P003479,P005099,P012711,1.167,-1,2,3
1,RED,P003479,P005099,PJDR,0.7,3,3,0
1,RED,P003479,P005099,PLUO,1.167,-1,2,3
1,RED,P003479,P006436,P011224,8.2,11,30,19
1,RED,P003479,P006436,P012711,6.583,10,24,14
1,RED,P003479,P006436,PJDR,0.967,2,4,2
1,RED,P003479,P006436,PLUO,6.583,10,24,14
1,RED,P003479,P011224,P012711,6.583,10,24,14
1,RED,P003479,P011224,PLUO,6.583,10,24,14
1,RED,P003479,P012711,PJDR,1.183,-3,0,3
1,RED,P003479,P012711,PLUO,8.933,6,26,20
1,RED,P003479,PJDR,PLUO,1.183,-3,0,3
1,RED,P004720,P005099,P008966,2.667,-2,5,7
1,RED,P004720,P005099,P011964,5.067,-1,9,10
1,RED,P004720,P005099,P012711,0.883,-2,0,2
1,RED,P004720,P005099,PJDR,1.517,3,4,1
1,RED,P004720,P008966,P011964,2.667,-2,5,7
1,RED,P004720,P011964,P012711,0.883,-2,0,2
1,RED,P004720,P011964,PJDR,1.517,3,4,1
1,RED,P005099,P006436,P008966,4.75,3,9,6
1,RED,P005099,P006436,P011224,5.167,2,10,8
1,RED,P005099,P006436,P011964,5.45,1,13,12
1,RED,P005099,P006436,P012711,2.866,0,5,5
1,RED,P005099,P006436,PJDR,6.216,2,15,13
1,RED,P005099,P008966,P011224,3.067,3,7,4
1,RED,P005099,P008966,P011964,6.7,-3,8,11
1,RED,P005099,P008966,P012711,1.683,0,2,2
1,RED,P005099,P008966,PJDR,5.716,-1,5,6
1,RED,P005099,P011224,P011964,0.917,-1,0,1
1,RED,P005099,P011224,P012711,1.183,0,3,3
1,RED,P005099,P011964,P012711,0.883,-2,0,2
1,RED,P005099,P011964,PJDR,10.083,4,20,16
1,RED,P005099,P012711,PJDR,1.683,0,2,2
1,RED,P005099,P012711,PLUO,1.167,-1,2,3
1,RED,P006436,P008966,P011224,4.684,6,10,4
1,RED,P006436,P008966,P012711,1.683,0,2,2
1,RED,P006436,P008966,PJDR,1.683,0,2,2
1,RED,P006436,P011224,P011964,0.917,-1,0,1
1,RED,P006436,P011224,P012711,13.449,14,42,28
1,RED,P006436,P011224,PLUO,10.416,11,34,23
1,RED,P006436,P011964,PJDR,4.533,2,13,11
1,RED,P006436,P012711,PJDR,1.683,0,2,2
1,RED,P006436,P012711,PLUO,10.416,11,34,23
1,RED,P008966,P011964,PJDR,4.033,-1,3,4
1,RED,P008966,P012711,PJDR,1.683,0,2,2
1,RED,P011224,P012711,PLUO,10.416,11,34,23
1,RED,P012711,PJDR,PLUO,1.183,-3,0,3
2,BAR,P000925,P002939,P003478,2.95,4,4,0
2,BAR,P000925,P002939,P004866,11.65,3,22,19
2,BAR,P000925,P002939,P006435,12.233,5,24,19
2,BAR,P000925,P002939,P011244,9.283,1,20,19
2,BAR,P000925,P002939,P012745,0.583,2,2,0
2,BAR,P000925,P003478,P004866,2.367,2,2,0
2,BAR,P000925,P003478,P006435,4.233,4,4,0
2,BAR,P000925,P003478,P007464,0.933,0,2,2
2,BAR,P000925,P003478,P007519,9.733,9,23,14
2,BAR,P000925,P003478,P009992,7.517,9,21,12
2,BAR,P000925,P003478,P011244,0.967,0,3,3
2,BAR,P000925,P003478,P012745,9.349,11,22,11
2,BAR,P000925,P004866,P006435,11.65,3,22,19
2,BAR,P000925,P004866,P011244,9.283,1,20,19
2,BAR,P000925,P006435,P007519,1.283,0,0,0
2,BAR,P000925,P006435,P011244,9.283,1,20,19
2,BAR,P000925,P006435,P012745,1.866,2,2,0
2,BAR,P000925,P007464,P007519,0.933,0,2,2
2,BAR,P000925,P007464,P012745,0.933,0,2,2
2,BAR,P000925,P007519,P009992,7.517,9,21,12
2,BAR,P000925,P007519,P011244,0.967,0,3,3
2,BAR,P000925,P007519,P012745,8.766,9,20,11
2,BAR,P000925,P009992,P011244,0.967,0,3,3
2,BAR,P000925,P009992,P012745,6.55,9,18,9
2,BAR,P002939,P003196,P003478,1.35,-1,4,5
2,BAR,P002939,P003196,P004866,7.9,1,20,19
2,BAR,P002939,P003196,P006435,9.25,0,24,24
2,BAR,P002939,P003196,P011244,7.217,-2,20,22
2,BAR,P002939,P003196,P012745,2.033,2,4,2
2,BAR,P002939,P003478,P004866,3.917,8,8,0
2,BAR,P002939,P003478,P006435,5.85,9,14,5
2,BAR,P002939,P003478,P011244,2.9,5,10,5
2,BAR,P002939,P003478,P012745,0.583,2,2,0
2,BAR,P002939,P004866,P006435,21.5,6,48,42
2,BAR,P002939,P004866,P011244,17.1,2,42,40
2,BAR,P002939,P004866,P012745,2.433,-2,4,6
2,BAR,P002939,P006435,P011244,18.45,1,46,45
2,BAR,P002939,P006435,P012745,3.016,0,6,6
2,BAR,P002939,P011244,P012745,0.4,-4,0,4
2,BAR,P003196,P003478,P006435,1.35,-1,4,5
2,BAR,P003196,P003478,P007464,0.35,-3,0,3
2,BAR,P003196,P003478,P007519,0.35,-3,0,3
2,BAR,P003196,P003478,P011244,1.35,-1,4,5
2,BAR,P003196,P003478,P012745,0.35,-3,0,3
2,BAR,P003196,P004866,P006435,7.9,1,20,19
2,BAR,P003196,P004866,P011244,5.867,-1,16,17
2,BAR,P003196,P004866,P012745,2.033,2,4,2
2,BAR,P003196,P006435,P011244,7.217,-2,20,22
2,BAR,P003196,P006435,P012745,2.033,2,4,2
2,BAR,P003196,P007464,P007519,6.834,1,14,13
2,BAR,P003196,P007464,P009992,6.484,4,14,10
2,BAR,P003196,P007464,P011244,0.717,2,2,0
2,BAR,P003196,P007464,P012745,6.117,-1,12,13
2,BAR,P003196,P007519,P009992,6.484,4,14,10
2,BAR,P003196,P007519,P011244,0.717,2,2,0
2,BAR,P003196,P007519,P012745,6.117,-1,12,13
2,BAR,P003196,P009992,P011244,0.717,2,2,0
2,BAR,P003196,P009992,P012745,5.767,2,12,10
2,BAR,P003478,P004866,P006435,3.917,8,8,0
2,BAR,P003478,P004866,P011244,1.55,6,6,0
2,BAR,P003478,P006435,P007519,1.283,0,0,0
2,BAR,P003478,P006435,P011244,2.9,5,10,5
2,BAR,P003478,P006435,P012745,1.866,2,2,0
2,BAR,P003478,P007464,P007519,1.283,-3,2,5
2,BAR,P003478,P007464,P012745,1.283,-3,2,5
2,BAR,P003478,P007519,P009992,7.517,9,21,12
2,BAR,P003478,P007519,P011244,0.967,0,3,3
2,BAR,P003478,P007519,P012745,9.116,6,20,14
2,BAR,P003478,P009992,P011244,0.967,0,3,3
2,BAR,P003478,P009992,P012745,6.55,9,18,9
2,BAR,P004866,P006435,P011244,17.1,2,42,40
2,BAR,P004866,P006435,P012745,2.433,-2,4,6
2,BAR,P004866,P011244,P012745,0.4,-4,0,4
2,BAR,P006435,P007519,P012745,1.283,0,0,0
2,BAR,P006435,P011244,P012745,0.4,-4,0,4
2,BAR,P007464,P007519,P009992,6.484,4,14,10
2,BAR,P007464,P007519,P011244,0.717,2,2,0
2,BAR,P007464,P007519,P012745,7.05,-1,14,15
2,BAR,P007464,P009992,P011244,0.717,2,2,0
2,BAR,P007464,P009992,P012745,5.767,2,12,10
2,BAR,P007519,P009992,P011244,1.684,2,5,3
2,BAR,P007519,P009992,P012745,12.317,11,30,19
2,IST,P004554,P004888,P006590,4.65,-5,9,14
2,IST,P004554,P004888,P007200,6.35,1,15,14
2,IST,P004554,P004888,P009664,5.15,3,13,10
2,IST,P004554,P004888,P009846,1.917,4,8,4
2,IST,P004554,P004888,P011078,5.633,3,15,12
2,IST,P004554,P006372,P007200,9.283,-1,19,20
2,IST,P004554,P006372,P009664,9.283,-1,19,20
2,IST,P004554,P006372,P011078,9.283,-1,19,20
2,IST,P004554,P006590,P007200,4.383,-6,4,10
2,IST,P004554,P006590,P009664,3.55,-1,5,6
2,IST,P004554,P006590,P009846,1.55,1,5,4
2,IST,P004554,P006590,P011078,3.666,-4,4,8
2,IST,P004554,P007200,P009664,14.166,1,27,26
2,IST,P004554,P007200,P009846,0.367,3,3,0
2,IST,P004554,P007200,P011078,16.199,2,34,32
2,IST,P004554,P009664,P009846,1.55,1,5,4
2,IST,P004554,P009664,P011078,13.449,3,27,24
2,IST,P004554,P009846,P011078,0.367,3,3,0
2,IST,P004888,P006372,P009664,0.75,-2,2,4
2,IST,P004888,P006372,P009846,0.75,-2,2,4
2,IST,P004888,P006372,P011981,0.75,-2,2,4
2,IST,P004888,P006590,P007200,7.433,-10,8,18
2,IST,P004888,P006590,P009513,3.2,-7,2,9
2,IST,P004888,P006590,P009664,6.533,-2,11,13
2,IST,P004888,P006590,P009846,8.883,-7,17,24
2,IST,P004888,P006590,P011078,4.483,-6,8,14
2,IST,P004888,P006590,P011981,7.466,-8,8,16
2,IST,P004888,P007200,P009664,10.167,-10,11,21
2,IST,P004888,P007200,P009846,7.001,-4,12,16
2,IST,P004888,P007200,P011078,13.85,1,35,34
2,IST,P004888,P007200,P011981,11.567,-6,19,25
2,IST,P004888,P007200,PLHK,3.683,7,14,7
2,IST,P004888,P009513,P009846,3.2,-7,2,9
2,IST,P004888,P009513,P011981,3.2,-7,2,9
2,IST,P004888,P009664,P009846,7.55,-4,16,20
2,IST,P004888,P009664,P011078,4.0,-2,8,10
2,IST,P004888,P009664,P011981,9.35,-13,11,24
2,IST,P004888,P009846,P011078,3.784,0,9,9
2,IST,P004888,P009846,P011981,10.517,-13,15,28
2,IST,P004888,P011078,P011981,6.117,0,16,16
2,IST,P004888,P011078,PLHK,3.683,7,14,7
2,IST,P004888,P011981,PLHK,3.683,7,14,7
2,IST,P006372,P007200,P009664,9.283,-1,19,20
2,IST,P006372,P007200,P011078,9.283,-1,19,20
2,IST,P006372,P009664,P009846,0.75,-2,2,4
2,IST,P006372,P009664,P011078,9.283,-1,19,20
2,IST,P006372,P009664,P011981,0.75,-2,2,4
2,IST,P006372,P009846,P011981,0.75,-2,2,4
2,IST,P006590,P007200,P009664,4.233,-4,0,4
2,IST,P006590,P007200,P009846,2.1,-2,4,6
2,IST,P006590,P007200,P011078,5.766,-6,8,14
2,IST,P006590,P007200,P011981,2.233,-2,0,2
2,IST,P006590,P009513,P009846,3.2,-7,2,9
2,IST,P006590,P009513,P011981,3.2,-7,2,9
2,IST,P006590,P009664,P009846,3.583,2,11,9
2,IST,P006590,P009664,P011078,1.283,0,0,0
2,IST,P006590,P009664,P011981,4.266,-1,6,7
2,IST,P006590,P009846,P011078,2.1,-2,4,6
2,IST,P006590,P009846,P011981,5.233,-6,8,14
2,IST,P007200,P009664,P009846,5.1,-6,5,11
2,IST,P007200,P009664,P011078,16.449,-5,29,34
2,IST,P007200,P009664,P011981,8.45,-14,5,19
2,IST,P007200,P009846,P011078,5.667,-2,11,13
2,IST,P007200,P009846,P011981,6.417,-7,7,14
2,IST,P007200,P011078,P011981,8.0,-2,18,20
2,IST,P007200,P011078,PLHK,3.683,7,14,7
2,IST,P007200,P011981,PLHK,3.683,7,14,7
2,IST,P009513,P009846,P011981,3.2,-7,2,9
2,IST,P009664,P009846,P011078,1.883,-2,2,4
2,IST,P009664,P009846,P011981,7.883,-7,13,20
2,IST,P009664,P011078,P011981,3.0,-8,2,10
2,IST,P009846,P011078,P011981,3.2,-3,4,7
2,IST,P011078,P011981,PLHK,3.683,7,14,7
3,BER,P003958,P006819,P008173,0.817,0,2,2
3,BER,P003958,P006819,P008384,0.817,0,2,2
3,BER,P003958,P006819,P012720,0.817,0,2,2
3,BER,P003958,P006919,P007025,4.9,1,7,6
3,BER,P003958,P006919,P007550,16.483,-10,23,33
3,BER,P003958,P006919,P008173,2.416,1,3,2
3,BER,P003958,P006919,P008211,3.567,7,9,2
3,BER,P003958,P006919,P008384,2.717,5,7,2
3,BER,P003958,P006919,P008967,18.816,-5,28,33
3,BER,P003958,P006919,P012720,18.499,-5,28,33
3,BER,P003958,P007025,P007550,3.15,-1,3,4
3,BER,P003958,P007025,P008173,0.933,-2,0,2
3,BER,P003958,P007025,P008211,2.217,4,6,2
3,BER,P003958,P007025,P008384,4.117,5,9,4
3,BER,P003958,P007025,P008967,1.25,-2,0,2
3,BER,P003958,P007025,P012720,0.933,-2,0,2
3,BER,P003958,P007025,P012721,1.4,0,2,2
3,BER,P003958,P007550,P008384,1.9,1,3,2
3,BER,P003958,P007550,P008967,14.583,-11,20,31
3,BER,P003958,P007550,P012720,13.333,-9,20,29
3,BER,P003958,P008173,P008384,0.817,0,2,2
3,BER,P003958,P008173,P008967,2.416,0,3,3
3,BER,P003958,P008173,P012720,4.166,-2,5,7
3,BER,P003958,P008173,P012721,0.933,-3,0,3
3,BER,P003958,P008211,P008384,2.217,4,6,2
3,BER,P003958,P008211,P008967,2.75,3,5,2
3,BER,P003958,P008211,P012720,2.75,3,5,2
3,BER,P003958,P008211,P012721,1.4,0,2,2
3,BER,P003958,P008384,P012720,0.817,0,2,2
3,BER,P003958,P008384,P012721,1.4,0,2,2
3,BER,P003958,P008967,P012720,18.499,-6,28,34
3,BER,P003958,P008967,P012721,0.933,-3,0,3
3,BER,P003958,P012720,P012721,0.933,-3,0,3
3,BER,P006819,P007025,P008173,2.684,-7,2,9
3,BER,P006819,P007025,P008211,0.55,0,0,0
3,BER,P006819,P007025,P008384,2.917,-7,2,9
3,BER,P006819,P007025,P012720,0.317,0,0,0
3,BER,P006819,P007025,P012721,3.234,-7,2,9
3,BER,P006819,P008173,P008211,3.167,-5,4,9
3,BER,P006819,P008173,P008384,6.351,-12,8,20
3,BER,P006819,P008173,P012720,1.134,0,2,2
3,BER,P006819,P008173,P012721,5.851,-12,6,18
3,BER,P006819,P008211,P008384,3.717,-5,4,9
3,BER,P006819,P008211,P012721,3.717,-5,4,9
3,BER,P006819,P008384,P012720,0.817,0,2,2
3,BER,P006819,P008384,P012721,6.084,-12,6,18
3,BER,P006819,P012720,P012721,0.317,0,0,0
3,BER,P006919,P007025,P007550,3.15,-1,3,4
3,BER,P006919,P007025,P008173,0.933,-2,0,2
3,BER,P006919,P007025,P008211,0.817,4,4,0
3,BER,P006919,P007025,P008384,2.717,5,7,2
3,BER,P006919,P007025,P008967,1.25,-2,0,2
3,BER,P006919,P007025,P012720,0.933,-2,0,2
3,BER,P006919,P007550,P008384,1.9,1,3,2
3,BER,P006919,P007550,P008967,14.983,-8,23,31
3,BER,P006919,P007550,P012720,13.733,-6,23,29
3,BER,P006919,P007550,P012721,0.4,3,3,0
3,BER,P006919,P008173,P008967,4.216,10,15,5
3,BER,P006919,P008173,P012720,5.149,8,15,7
3,BER,P006919,P008173,P012721,2.733,7,12,5
3,BER,P006919,P008211,P008384,1.234,6,6,0
3,BER,P006919,P008211,P008967,3.167,5,7,2
3,BER,P006919,P008211,P012720,3.167,5,7,2
3,BER,P006919,P008384,P008967,0.417,2,2,0
3,BER,P006919,P008384,P012720,0.417,2,2,0
3,BER,P006919,P008967,P012720,21.116,9,45,36
3,BER,P006919,P008967,P012721,3.133,10,15,5
3,BER,P006919,P012720,P012721,3.133,10,15,5
3,BER,P007025,P007550,P008384,1.9,1,3,2
3,BER,P007025,P007550,P008967,1.25,-2,0,2
3,BER,P007025,P008173,P008384,2.367,-7,2,9
3,BER,P007025,P008173,P012720,1.25,-2,0,2
3,BER,P007025,P008173,P012721,2.684,-7,2,9
3,BER,P007025,P008211,P008384,2.767,4,6,2
3,BER,P007025,P008211,P012721,1.95,0,2,2
3,BER,P007025,P008384,P012721,4.317,-7,4,11
3,BER,P007025,P012720,P012721,0.317,0,0,0
3,BER,P007550,P008967,P012720,13.733,-6,23,29
3,BER,P007550,P008967,P012721,0.4,3,3,0
3,BER,P007550,P012720,P012721,0.4,3,3,0
3,BER,P008173,P008211,P008384,7.6,-12,10,22
3,BER,P008173,P008211,P012720,4.433,-7,6,13
3,BER,P008173,P008211,P012721,7.6,-12,10,22
3,BER,P008173,P008384,P012720,5.25,-7,8,15
3,BER,P008173,P008384,P012721,9.967,-19,12,31
3,BER,P008173,P008967,P012720,5.149,7,15,8
3,BER,P008173,P008967,P012721,3.666,4,12,8
3,BER,P008173,P012720,P012721,8.416,-3,18,21
3,BER,P008211,P008384,P008967,0.417,2,2,0
3,BER,P008211,P008384,P012720,4.85,-5,8,13
3,BER,P008211,P008384,P012721,9.55,-12,12,24
3,BER,P008211,P008967,P012720,3.167,5,7,2
3,BER,P008211,P012720,P012721,4.433,-7,6,13
3,BER,P008384,P008967,P012720,0.417,2,2,0
3,BER,P008384,P012720,P012721,4.433,-7,6,13
3,BER,P008967,P012720,P012721,4.066,7,15,8
3,MUN,P003583,P004508,P005478,0.433,0,2,2
3,MUN,P003583,P004508,P006760,2.817,2,6,4
3,MUN,P003583,P004508,P008985,3.25,2,8,6
3,MUN,P003583,P004508,P010391,1.517,2,2,0
3,MUN,P003583,P004508,P011987,1.733,0,6,6
3,MUN,P003583,P005478,P008985,0.433,0,2,2
3,MUN,P003583,P005478,P011987,0.433,0,2,2
3,MUN,P003583,P006760,P007056,14.701,4,26,22
3,MUN,P003583,P006760,P007975,3.417,-6,3,9
3,MUN,P003583,P006760,P008985,14.101,12,29,17
3,MUN,P003583,P006760,P010391,14.001,10,26,16
3,MUN,P003583,P006760,P011987,3.517,-4,6,10
3,MUN,P003583,P007056,P007975,3.417,-6,3,9
3,MUN,P003583,P007056,P008985,11.284,10,23,13
3,MUN,P003583,P007056,P010391,12.484,8,24,16
3,MUN,P003583,P007056,P011987,2.217,-4,2,6
3,MUN,P003583,P007975,P010391,3.417,-6,3,9
3,MUN,P003583,P008985,P010391,10.584,16,23,7
3,MUN,P003583,P008985,P011987,3.95,-4,8,12
3,MUN,P004508,P005478,P007056,4.433,5,10,5
3,MUN,P004508,P005478,P007975,5.95,9,17,8
3,MUN,P004508,P005478,P008985,1.716,-2,2,4
3,MUN,P004508,P005478,P010391,4.433,7,13,6
3,MUN,P004508,P005478,P011941,2.8,2,7,5
3,MUN,P004508,P005478,P011987,3.233,0,6,6
3,MUN,P004508,P006760,P007056,3.917,-6,2,8
3,MUN,P004508,P006760,P007639,2.333,-3,5,8
3,MUN,P004508,P006760,P007975,3.467,-5,5,10
3,MUN,P004508,P006760,P008985,5.6,-2,8,10
3,MUN,P004508,P006760,P010391,1.584,2,2,0
3,MUN,P004508,P006760,P011987,7.483,-9,11,20
3,MUN,P004508,P007056,P007975,6.117,3,10,7
3,MUN,P004508,P007056,P008985,5.15,3,11,8
3,MUN,P004508,P007056,P010391,6.617,14,19,5
3,MUN,P004508,P007056,P011941,2.917,7,9,2
3,MUN,P004508,P007056,P011987,4.65,-8,2,10
3,MUN,P004508,P007639,P007975,2.333,-3,5,8
3,MUN,P004508,P007639,P011987,2.333,-3,5,8
3,MUN,P004508,P007975,P010391,5.05,7,13,6
3,MUN,P004508,P007975,P011941,2.067,4,7,3
3,MUN,P004508,P007975,P011987,4.917,-3,9,12
3,MUN,P004508,P008985,P010391,3.884,9,11,2
3,MUN,P004508,P008985,P011941,3.65,5,9,4
3,MUN,P004508,P008985,P011987,5.799,-6,8,14
3,MUN,P004508,P010391,P011941,3.717,7,12,5
3,MUN,P004508,P011941,P011987,2.0,2,4,2
3,MUN,P005478,P006760,P007975,0.667,3,3,0
3,MUN,P005478,P006760,P011941,0.667,3,3,0
3,MUN,P005478,P006760,P011987,0.667,3,3,0
3,MUN,P005478,P007056,P007975,7.983,3,18,15
3,MUN,P005478,P007056,P010391,7.183,5,18,13
3,MUN,P005478,P007056,P011987,4.35,-4,8,12
3,MUN,P005478,P007975,P010391,7.983,5,21,16
3,MUN,P005478,P007975,P011941,2.184,7,10,3
3,MUN,P005478,P007975,P011987,5.734,3,15,12
3,MUN,P005478,P008985,P011941,1.283,-2,0,2
3,MUN,P005478,P008985,P011987,1.716,-2,2,4
3,MUN,P005478,P010391,P011941,0.8,0,3,3
3,MUN,P005478,P010391,P011987,3.55,-2,8,10
3,MUN,P005478,P011941,P011987,2.667,5,7,2
3,MUN,P006760,P007056,P007975,5.668,-8,5,13
3,MUN,P006760,P007056,P008985,14.384,6,25,19
3,MUN,P006760,P007056,P010391,13.168,8,24,16
3,MUN,P006760,P007056,P011941,1.434,0,2,2
3,MUN,P006760,P007056,P011987,6.884,-10,6,16
3,MUN,P006760,P007639,P007975,2.333,-3,5,8
3,MUN,P006760,P007639,P011987,2.333,-3,5,8
