TEAM,NAME,PLAYER_ID,NAT,LINK
IST,"BEAUBOIS, RODRIGUE",P006590,FRA,https://media-cdn.cortextech.io/281e3d42-9999-46b7-bbe4-4b03c18af2c5.png
IST,"CORDINIER, ISAIA",P009549,FRA,https://media-cdn.cortextech.io/b9885dd5-53ca-4f41-96f7-4b7f1c8c4d5a.png
IST,"HAZER, SEHMUS",P011201,TUR,https://media-cdn.cortextech.io/4ddb1fa4-97c7-4e34-9d0b-eaf23f9bf632.png
IST,"JONES, KAI",P014102,BAH,https://media-cdn.cortextech.io/522b9410-d389-464c-9af6-be0e1c7e5111.png
IST,"LARKIN, SHANE",P007200,USA,https://media-cdn.cortextech.io/8ad5b8f2-3bf2-4ae4-9a49-91160d75f3bb.png
IST,"LOYD, JORDAN",P009754,USA,https://media-cdn.cortextech.io/f21f9f12-b440-41a3-87d7-aa3bbe6a36f3.png
IST,"OSMANI, ERCAN",P012710,TUR,https://media-cdn.cortextech.io/dee92a82-6870-48dc-8b39-9f8250620951.png
IST,"PAPAGIANNIS, GEORGIOS",P005844,GRE,https://media-cdn.cortextech.io/7410bb12-8f97-491b-96e4-264f048acc27.png
IST,"SMITS, ROLANDS",P007109,LAT,https://media-cdn.cortextech.io/d4e2115d-e8a8-497e-9522-f11f7d7d0336.png
IST,"SWIDER, COLE",P014025,USA,https://media-cdn.cortextech.io/56eccbef-38b7-4f73-be3d-d85cd69b5074.png
IST,"WEILER-BABB, NICK",P010391,GER,https://media-cdn.cortextech.io/e23682a9-5374-4706-b343-36f49f61236d.png
IST,"YILMAZ, ERKAN",P006372,TUR,https://media-cdn.cortextech.io/e977e837-fa39-4c82-bc35-7053d75b6c18.png
TEL,"BLATT, TAMIR",P011193,ISR,https://media-cdn.cortextech.io/780f9309-2c9f-4a43-be7f-9f7a7182d133.png
TEL,"BRISSETT, O'SHAE J",P014127,CAN,https://media-cdn.cortextech.io/0490793f-09f7-42be-b351-2cd6543d1613.png
TEL,"CLARK III, JIMMY",P013699,USA,https://media-cdn.cortextech.io/fc0e527c-4d5c-479e-a067-3701084cf554.png
TEL,"DIBARTOLOMEO, JOHN",P007990,ISR,https://media-cdn.cortextech.io/8d21b46c-77f3-4241-834a-c819a514fc58.png
TEL,"DOWTIN JR, JEFFREY",P014123,USA,https://media-cdn.cortextech.io/6976aa15-8d91-454e-987a-82f8e6059771.png
TEL,"HOARD, JAYLEN",P006835,USA,https://media-cdn.cortextech.io/3fb1a66a-a679-4665-94d2-60192fcd7e16.png
TEL,"LEAF, TJ",P014012,USA,https://media-cdn.cortextech.io/22442c98-f16f-4f19-ba82-b09e8aa7b367.png
TEL,"RAYMAN, WILLIAM",P013381,ISR,https://media-cdn.cortextech.io/ba0729de-ec3b-4e13-9479-f176f0c893fd.png
TEL,"SANTOS, MARCIO",P013289,BRA,https://media-cdn.cortextech.io/5388e430-a3af-404e-9b40-90f755cbcb77.png
TEL,"SORKIN, ROMAN",P011219,ISR,https://media-cdn.cortextech.io/3b33706b-7e4e-4914-a4ff-074e7ffb43e1.png
TEL,"TRIFUNOVIC, UROS",P007673,SRB,https://media-cdn.cortextech.io/46dde225-8c72-4091-8ff1-868f81df67aa.png
TEL,"WALKER IV, LONNIE",P013403,USA,https://media-cdn.cortextech.io/596dc864-a996-4d21-8131-ea85deb006b7.png
BAS,"DIALLO, HAMIDOU",P014086,USA,https://media-cdn.cortextech.io/7db7148a-0fd4-4470-ae80-0e3684a2ee54.png
BAS,"DIOP, KHALIFA",P008072,SEN,https://media-cdn.cortextech.io/d78b882f-2f17-4f2a-8685-55cd7f75be1b.png
BAS,"FORREST, TRENT",P013367,USA,https://media-cdn.cortextech.io/a329afc2-80e5-4cee-a08d-34c5d734cb3e.png
BAS,"FRISCH, CLEMENT",P014026,FRA,https://media-cdn.cortextech.io/378db068-2283-4ef8-a400-e583a0f9922d.png
BAS,"HOWARD, MARKUS",P011948,USA,https://media-cdn.cortextech.io/527ed926-2d87-4ba9-bed3-9bbb42b1cd49.png
BAS,"JOKSIMOVIC, STEFAN",P014107,SLO,https://media-cdn.cortextech.io/1cb63245-0e0c-493b-9fcc-abcfb38a4394.png
BAS,"LUWAWU-CABARROT, TIMOTHE",P012080,FRA,https://media-cdn.cortextech.io/96750db7-50f9-49bb-9fcc-56ed731ccce3.png
BAS,"NOWELL, MARKQUIS",P014119,USA,https://media-cdn.cortextech.io/02c8c710-f160-471e-b241-e0c0e3a976a8.png
BAS,"SAMANIC, LUKA",P007579,CRO,https://media-cdn.cortextech.io/f7d0ab59-0c76-4125-a864-cce8c4b24906.png
BAS,"SEDEKERSKIS, TADAS",P007230,LTU,https://media-cdn.cortextech.io/06b5ca08-62cf-4401-96f6-1b8aca1750e5.png
BAS,"SPAGNOLO, MATTEO",P008173,ITA,https://media-cdn.cortextech.io/560b3be0-7457-4a49-8a49-d45cb6e16996.png
BAS,"VILLAR, RAFA",P010035,ESP,https://media-cdn.cortextech.io/9da0749d-0abb-42d9-8d0e-b9f7afc59f10.png
OLY,"ANTETOKOUNMPO, KOSTAS",P011221,GRE,https://media-cdn.cortextech.io/a79388a1-3448-4d34-96a8-0edbb5bece72.png
OLY,"DORSEY, TYLER",P009849,USA,https://media-cdn.cortextech.io/bc74ec12-71a8-425e-9ff8-e50eefec1f62.png
OLY,"FOURNIER, EVAN",P013380,FRA,https://media-cdn.cortextech.io/948551c5-285e-44d1-8a50-35cd9b019e97.png
OLY,"HALL, DONTA",P011196,USA,https://media-cdn.cortextech.io/0d150885-9a59-4287-8f10-dfea2434ace6.png
OLY,"LARENTZAKIS, GIANNOULIS",P010392,GRE,https://media-cdn.cortextech.io/2737aa5a-4f3e-475f-b590-9d4a8aa3e069.png
OLY,"LEE, SABEN",P013389,USA,https://media-cdn.cortextech.io/6209b937-6f46-4469-b227-5a07d79d8348.png
OLY,"MILUTINOV, NIKOLA",P003941,SRB,https://media-cdn.cortextech.io/eaac00b9-51c3-4824-83b3-5d1c9ce00881.png
OLY,"PAPANIKOLAOU, KOSTAS",P001255,GRE,https://media-cdn.cortextech.io/92915bcc-f8c5-44d0-87c0-6fed89e69b69.png
OLY,"PETERS, ALEC",P008829,USA,https://media-cdn.cortextech.io/8feddbf2-03c1-4130-95fe-246f938a74d6.png
OLY,"VEZENKOV, SASHA",P003469,GRE,https://media-cdn.cortextech.io/9e32629d-7b41-4a3e-8506-2c7e4b92859d.png
OLY,"WALKUP, THOMAS",P008855,GRE,https://media-cdn.cortextech.io/5a798730-2697-4550-b3b3-df119a860b18.png
OLY,"WARD, TYSON",P012610,USA,https://media-cdn.cortextech.io/c05273c5-2d14-410e-9bd6-f65f78da6d7c.png
RED,"CARTER, TYSON",P011305,USA,https://media-cdn.cortextech.io/5fc0955e-a1d4-4815-9570-ec96ab919f97.png
RED,"DAVIDOVAC, DEJAN",P007960,SRB,https://media-cdn.cortextech.io/1f3790c6-a754-4e43-b322-9c50695d71d5.png
RED,"IZUNDU, EBUKA",P014029,NGR,https://media-cdn.cortextech.io/34d169ce-3794-4b52-bfca-d9646efe4a24.png
RED,"KALINIC, NIKOLA",P004866,SRB,https://media-cdn.cortextech.io/8b1112da-0b01-4305-b27a-c6424ef1f54f.png
RED,"MILJENOVIC, STEFAN",P014094,SRB,https://media-cdn.cortextech.io/552273d0-5538-41cb-96a2-9d52cca3a831.png
RED,"MILLER-MCINTYRE, CODI",P009048,USA,https://media-cdn.cortextech.io/be4091ef-8325-4cc1-b7f9-d8e71b0f732d.png
RED,"MONEKE, CHIMA",P012201,NGR,https://media-cdn.cortextech.io/aa0efbb3-86a1-48df-8206-0aacbba5e0b4.png
RED,"NWORA, JORDAN",P013363,USA,https://media-cdn.cortextech.io/07e28b94-3ed7-4077-bfea-0272d3bdea67.png
RED,"OJELEYE, SEMI",P011982,NIG,https://media-cdn.cortextech.io/e54b9baf-ae85-4aed-9ef7-da71859be0c3.png
RED,"RADOSIC, OGNJEN",P011686,SRB,https://media-cdn.cortextech.io/116bd643-3f15-4f6e-b4a8-aa1934648604.png
RED,"RIVERO, JASIEL",P011214,CUB,https://media-cdn.cortextech.io/c001336b-1258-48de-a38e-6bf07fd88b0b.png
RED,"STOJKOVIC, LAZAR",P013013,SRB,https://media-cdn.cortextech.io/8e5e8983-8238-47bd-be7e-499b37768c8f.png
MIL,"BOLMARO, LEANDRO",P008985,ITA,https://media-cdn.cortextech.io/1e179ffd-b315-4f4a-90ed-aeb356efa432.png
MIL,"BOOKER, DEVIN",P007056,USA,https://media-cdn.cortextech.io/ea98130c-13f1-4e0b-b8d9-353132cd5816.png
MIL,"BROOKS, ARMONI",P013384,USA,https://media-cdn.cortextech.io/8c4d5e17-01aa-4f77-99b1-207d7c82d195.png
MIL,"CANCAR, VLATKO",P005379,SLO,https://media-cdn.cortextech.io/4ea25d61-eb52-4b27-9363-8b783d1277b4.png
MIL,"DUNSTON, BRYANT",P003048,USA,https://media-cdn.cortextech.io/e3c4915b-e70f-4813-9bdb-43bbbc606e33.png
MIL,"ELLIS, QUINN",P012593,UK ,https://media-cdn.cortextech.io/52c3b65f-2faf-4727-9931-a53b8607a412.png
MIL,"GUDURIC, MARKO",P004004,SRB,https://media-cdn.cortextech.io/ac49a13d-0aaa-4ce6-9fda-1292739525ca.png
MIL,"LEDAY, ZACH",P008987,USA,https://media-cdn.cortextech.io/2ba1fc70-da04-4497-83bc-7ff3bc0f3c08.png
MIL,"MANNION, NICCOLO",P011064,ITA,https://media-cdn.cortextech.io/048cb7be-4aed-42bc-8d85-ad6b8ad271da.png
MIL,"NEBO, JOSH",P011199,SLO,https://media-cdn.cortextech.io/2d5f84ef-ad28-4415-96b2-685be51d4a2f.png
MIL,"RICCI, GIAMPAOLO",P001518,ITA,https://media-cdn.cortextech.io/f5767f49-5fc2-4639-95ef-06246240ca9b.png
MIL,"SHIELDS, SHAVON",P007831,DEN,https://media-cdn.cortextech.io/fb96bfde-ab98-4253-9fd6-d3ea23b536fa.png
DUB,"ABASS, AWUDU",P003527,ITA,https://media-cdn.cortextech.io/433a611c-9dd9-46d0-8891-5655af2e1e37.png
DUB,"ANDERSON, JUSTIN",P012795,USA,https://media-cdn.cortextech.io/fe45bbed-041c-4077-a770-db8d3c0946f0.png
DUB,"BACON, DWAYNE",P011286,USA,https://media-cdn.cortextech.io/820ff618-bd11-4b19-be2a-41f9c427c44f.png
DUB,"BERTANS, DAVIS",P003458,LAT,https://media-cdn.cortextech.io/7210d5c7-adf0-4fb2-a475-1b92cab15443.png
DUB,"DANGUBIC, NEMANJA",P005942,SRB,https://media-cdn.cortextech.io/d79a6b0a-c9e6-45d7-b907-849e1ae9202f.png
DUB,"KABENGELE, MFIONDU",P012796,CAN,https://media-cdn.cortextech.io/b1711af0-81eb-4312-8f7b-606494930466.png
DUB,"KAMENJAS, KENAN",P008325,BIH,https://media-cdn.cortextech.io/6e525346-e12a-45a0-b922-32c7799d2b15.png
DUB,"KONDIC, KOSTA",P014031,SRB,https://media-cdn.cortextech.io/5ba1b4f9-3015-45de-9359-a8f70d63822f.png
DUB,"MUSA, DZANAN",P006540,BIH,https://media-cdn.cortextech.io/1201877a-e1b6-4687-8720-0288b59018f5.png
DUB,"PETRUSEV, FILIP",P011194,SRB,https://media-cdn.cortextech.io/e51a295f-bae6-49d2-b0a9-083e0e32666c.png
DUB,"PREPELIC, KLEMEN",P002661,SLO,https://media-cdn.cortextech.io/71f285f4-996e-4f5c-b2e7-0b0a871e660b.png
DUB,"WRIGHT IV, MCKINLEY",P012606,USA,https://media-cdn.cortextech.io/fe4b23d9-6151-4758-a15f-0339607df198.png
PAR,"BONGA, ISAAC",P006760,GER,https://media-cdn.cortextech.io/a838b518-6e96-4482-b67f-90f52f979588.png
PAR,"BOSNJAKOVIC, MITAR",P012167,SRB,https://media-cdn.cortextech.io/8735ac59-4000-4c04-9d53-632356eab964.png
PAR,"BROWN, STERLING",P012720,USA,https://media-cdn.cortextech.io/7e089e46-481e-44e5-9fa0-192215101609.png
PAR,"JONES, CARLIK",P013369,USA,https://media-cdn.cortextech.io/f2faab84-1d52-4418-9885-120b0abe192e.png
PAR,"JONES, TYRIQUE",P011981,USA,https://media-cdn.cortextech.io/a0a652d8-20c4-47b0-a673-b10abc48fff4.png
PAR,"LAKIC, ARIJAN",P007736,SRB,https://media-cdn.cortextech.io/42ea5b6d-9d14-430c-b13e-e22074acb664.png
PAR,"MARINKOVIC, VANJA",P004761,SRB,https://media-cdn.cortextech.io/ac54fafe-cc49-4d7d-b908-d18b7ddc38b3.png
PAR,"MILTON, SHAKE",P014007,USA,https://media-cdn.cortextech.io/913386b0-4099-4b7c-9b5f-40d18c8c023a.png
PAR,"OSETKOWSKI, DYLAN",P010581,USA,https://media-cdn.cortextech.io/d5277fb5-a978-453b-bfcb-731c5704609c.png
PAR,"PARKER, JABARI",P012745,USA,https://media-cdn.cortextech.io/a3dfef1d-7e92-483c-9de7-0cd252e015fe.png
PAR,"POKUSEVSKI, ALEKSEJ",P008232,SRB,https://media-cdn.cortextech.io/48c507e4-5d3d-45fa-8178-80cfacc0fdcc.png
PAR,"WASHINGTON, DUANE",P013370,USA,https://media-cdn.cortextech.io/0a809d60-836f-43a3-b73e-646935e87e78.png
HTA,"BLAKENEY, ANTONIO",P013402,USA,https://media-cdn.cortextech.io/ea09b983-45e0-4140-a486-085bfe2cc4f6.png
HTA,"BRYANT, ELIJAH",P009846,USA,https://media-cdn.cortextech.io/c344f0a6-f545-4bfe-b59b-61f8ccce3c0e.png
HTA,"ENNIS, TYLER",P008858,CAN,https://media-cdn.cortextech.io/ec15342d-838f-4f87-8bee-3a9e12d7d397.png
HTA,"GINAT, TOMER",P010550,ISR,https://media-cdn.cortextech.io/64a9bf27-99df-4fde-95e8-a2e6b3281a07.png
